InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,line_value,absolute_line_value,transaction_type,is_return,is_cancellation,is_adjustment,is_zero_price,is_extreme_quantity,customer_available,year,month,day,day_of_week,quarter
540008,85230F,JASMINE VOTIVE CANDLE,-48,01/04/2011 11:10,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2011,1,4,Tuesday,1
540009,22158,3 HEARTS HANGING DECORATION RUSTIC,-120,01/04/2011 11:10,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2011,1,4,Tuesday,1
540010,22501,reverse 21/5/10 adjustment,-100,01/04/2011 11:13,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2011,1,4,Tuesday,1
540012,22502,reverse 21/5/10 adjustment,-100,01/04/2011 11:14,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2011,1,4,Tuesday,1
C540030,22070,SMALL RED RETROSPOT MUG IN BOX,-24,01/04/2011 13:47,3.75,16029,United Kingdom,-90.0,90.0,CANCELLATION,0,1,0,0,0,1,2011,1,4,Tuesday,1
C540057,POST,POSTAGE,-1,01/04/2011 14:29,40,12483,Sweden,-40.0,40.0,CANCELLATION,0,1,0,0,0,1,2011,1,4,Tuesday,1
C540097,22835,HOT WATER BOTTLE I AM SO POORLY,-4,01/04/2011 15:46,4.6500000000000004,15373,United Kingdom,-18.6,18.6,CANCELLATION,0,1,0,0,0,1,2011,1,4,Tuesday,1
C540097,22423,REGENCY CAKESTAND 3 TIER,-6,01/04/2011 15:46,12.75,15373,United Kingdom,-76.5,76.5,CANCELLATION,0,1,0,0,0,1,2011,1,4,Tuesday,1
C540097,22179,SET 10 LIGHTS NIGHT OWL,-4,01/04/2011 15:46,6.75,15373,United Kingdom,-27.0,27.0,CANCELLATION,0,1,0,0,0,1,2011,1,4,Tuesday,1
C540097,22113,GREY HEART HOT WATER BOTTLE,-4,01/04/2011 15:46,3.75,15373,United Kingdom,-15.0,15.0,CANCELLATION,0,1,0,0,0,1,2011,1,4,Tuesday,1
C540097,21843,RED RETROSPOT CAKE STAND,-6,01/04/2011 15:46,10.95,15373,United Kingdom,-65.7,65.7,CANCELLATION,0,1,0,0,0,1,2011,1,4,Tuesday,1
540100,22837,?,-106,01/04/2011 16:53,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2011,1,4,Tuesday,1
C540109,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,-150,01/04/2011 17:12,2.95,17389,United Kingdom,-442.5,442.5,CANCELLATION,0,1,0,0,0,1,2011,1,4,Tuesday,1
C540112,21735,TWO DOOR CURIO CABINET,-18,01/04/2011 17:14,10.95,15973,United Kingdom,-197.1,197.1,CANCELLATION,0,1,0,0,0,1,2011,1,4,Tuesday,1
C540117,AMAZONFEE,AMAZON FEE,-1,01/05/2011 09:55,16888.02,,United Kingdom,-16888.02,16888.02,CANCELLATION,0,1,0,0,0,0,2011,1,5,Wednesday,1
C540118,AMAZONFEE,AMAZON FEE,-1,01/05/2011 09:57,16453.71,,United Kingdom,-16453.71,16453.71,CANCELLATION,0,1,0,0,0,0,2011,1,5,Wednesday,1
540119,22865,HAND WARMER OWL DESIGN,-60,01/05/2011 10:07,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2011,1,5,Wednesday,1
C540129,22352,LUNCH BOX WITH CUTLERY RETROSPOT,-3,01/05/2011 10:46,2.5499999999999998,12578,Italy,-7.65,7.65,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540142,22667,RECIPE BOX RETROSPOT,-2,01/05/2011 10:50,2.95,12782,Portugal,-5.9,5.9,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540142,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,01/05/2011 10:50,2.95,12782,Portugal,-2.95,2.95,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540142,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,-1,01/05/2011 10:50,3.75,12782,Portugal,-3.75,3.75,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540142,22960,JAM MAKING SET WITH JARS,-12,01/05/2011 10:50,3.75,12782,Portugal,-45.0,45.0,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540151,21843,RED RETROSPOT CAKE STAND,-1,01/05/2011 11:13,10.95,12494,France,-10.95,10.95,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540152,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,01/05/2011 11:21,2.95,12395,Belgium,-2.95,2.95,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540155,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,-54,01/05/2011 11:31,3.81,,Bahrain,-205.74,205.74,CANCELLATION,0,1,0,0,0,0,2011,1,5,Wednesday,1
C540156,21843,RED RETROSPOT CAKE STAND,-1,01/05/2011 11:36,10.95,12683,France,-10.95,10.95,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540158,22968,ROSE COTTAGE KEEPSAKE BOX,-2,01/05/2011 11:42,9.9499999999999993,12471,Germany,-19.9,19.9,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540158,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,-2,01/05/2011 11:42,2.1,12471,Germany,-4.2,4.2,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540158,22962,JAM JAR WITH PINK LID,-17,01/05/2011 11:42,0.85,12471,Germany,-14.45,14.45,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540158,22961,JAM MAKING SET PRINTED,-2,01/05/2011 11:42,1.45,12471,Germany,-2.9,2.9,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540158,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,-5,01/05/2011 11:42,0.85,12471,Germany,-4.25,4.25,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540158,22728,ALARM CLOCK BAKELIKE PINK,-4,01/05/2011 11:42,3.75,12471,Germany,-15.0,15.0,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540158,22649,STRAWBERRY FAIRY CAKE TEAPOT,-2,01/05/2011 11:42,4.95,12471,Germany,-9.9,9.9,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540158,22423,REGENCY CAKESTAND 3 TIER,-2,01/05/2011 11:42,10.95,12471,Germany,-21.9,21.9,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540164,85049A,TRADITIONAL CHRISTMAS RIBBONS,-12,01/05/2011 12:02,1.25,14911,EIRE,-15.0,15.0,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540164,84508B,STRIPES DESIGN TEDDY,-6,01/05/2011 12:02,2.5499999999999998,14911,EIRE,-15.3,15.3,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540164,72815,3 WICK CHRISTMAS BRIAR CANDLE,-4,01/05/2011 12:02,3.75,14911,EIRE,-15.0,15.0,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540164,22034,ROBIN CHRISTMAS CARD,-12,01/05/2011 12:02,0.42,14911,EIRE,-5.04,5.04,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540164,21144,PINK POODLE HANGING DECORATION,-12,01/05/2011 12:02,0.38,14911,EIRE,-4.56,4.56,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540164,21412,VINTAGE GOLD TINSEL REEL,-6,01/05/2011 12:02,0.42,14911,EIRE,-2.52,2.52,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540164,21351,CINAMMON & ORANGE WREATH,-2,01/05/2011 12:02,6.75,14911,EIRE,-13.5,13.5,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540164,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-6,01/05/2011 12:02,2.95,14911,EIRE,-17.7,17.7,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540164,C2,CARRIAGE,-1,01/05/2011 12:02,50,14911,EIRE,-50.0,50.0,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540164,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,-6,01/05/2011 12:02,2.5499999999999998,14911,EIRE,-15.3,15.3,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540164,72741,GRAND CHOCOLATECANDLE,-9,01/05/2011 12:02,1.45,14911,EIRE,-13.05,13.05,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540164,35400,WOODEN BOX ADVENT CALENDAR,-2,01/05/2011 12:02,8.9499999999999993,14911,EIRE,-17.9,17.9,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540164,22939,APRON APPLE DELIGHT,-2,01/05/2011 12:02,4.95,14911,EIRE,-9.9,9.9,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540164,22897,OVEN MITT APPLES DESIGN,-10,01/05/2011 12:02,1.45,14911,EIRE,-14.5,14.5,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540164,22246,MAGIC GARDEN FELT GARLAND,-12,01/05/2011 12:02,1.95,14911,EIRE,-23.4,23.4,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540165,84817,DANISH ROSE DECORATIVE PLATE,-1,01/05/2011 12:05,2.1,18109,United Kingdom,-2.1,2.1,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540165,85066,CREAM SWEETHEART MINI CHEST,-1,01/05/2011 12:05,12.75,18109,United Kingdom,-12.75,12.75,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540165,82486,WOOD S/3 CABINET ANT WHITE FINISH,-1,01/05/2011 12:05,7.95,18109,United Kingdom,-7.95,7.95,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540171,D,Discount,-1,01/05/2011 12:26,22.97,14527,United Kingdom,-22.97,22.97,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540177,22781,GUMBALL MAGAZINE RACK,-4,01/05/2011 12:42,7.65,16316,United Kingdom,-30.6,30.6,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
540241,35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,-939,01/05/2011 15:17,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2011,1,5,Wednesday,1
C540243,22851,SET 20 NAPKINS FAIRY CAKES DESIGN,-1,01/05/2011 15:32,0.85,12585,Germany,-0.85,0.85,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540243,22091,EMPIRE TISSUE BOX,-7,01/05/2011 15:32,1.25,12585,Germany,-8.75,8.75,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540243,22316,200 BENDY SKULL STRAWS,-1,01/05/2011 15:32,1.25,12585,Germany,-1.25,1.25,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540243,22638,SET OF 4 NAPKIN CHARMS CROWNS,-1,01/05/2011 15:32,2.5499999999999998,12585,Germany,-2.55,2.55,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540243,22558,CLOTHES PEGS RETROSPOT PACK 24,-1,01/05/2011 15:32,1.49,12585,Germany,-1.49,1.49,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540243,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,-5,01/05/2011 15:32,0.85,12585,Germany,-4.25,4.25,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540243,22778,GLASS CLOCHE SMALL,-1,01/05/2011 15:32,3.95,12585,Germany,-3.95,3.95,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540243,22777,GLASS CLOCHE LARGE,-2,01/05/2011 15:32,8.5,12585,Germany,-17.0,17.0,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540243,22606,WOODEN SKITTLES GARDEN SET,-1,01/05/2011 15:32,15.95,12585,Germany,-15.95,15.95,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540244,71459,HANGING JAM JAR T-LIGHT HOLDER,-1,01/05/2011 15:40,0.85,17213,United Kingdom,-0.85,0.85,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540244,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,01/05/2011 15:40,2.95,17213,United Kingdom,-2.95,2.95,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540246,22423,REGENCY CAKESTAND 3 TIER,-1,01/05/2011 15:43,12.75,13081,United Kingdom,-12.75,12.75,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540246,22632,HAND WARMER RED RETROSPOT,-1,01/05/2011 15:43,1.85,13081,United Kingdom,-1.85,1.85,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540246,35598D,PINK/WHITE CHRISTMAS TREE 60CM,-1,01/05/2011 15:43,0.65,13081,United Kingdom,-0.65,0.65,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540246,35400,WOODEN BOX ADVENT CALENDAR,-1,01/05/2011 15:43,8.9499999999999993,13081,United Kingdom,-8.95,8.95,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540246,21733,RED HANGING HEART T-LIGHT HOLDER,-1,01/05/2011 15:43,2.5499999999999998,13081,United Kingdom,-2.55,2.55,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540246,79320,FLAMINGO LIGHTS,-1,01/05/2011 15:43,4.95,13081,United Kingdom,-4.95,4.95,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540246,22942,CHRISTMAS LIGHTS 10 SANTAS,-1,01/05/2011 15:43,8.5,13081,United Kingdom,-8.5,8.5,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540246,22201,FRYING PAN BLUE POLKADOT,-1,01/05/2011 15:43,4.25,13081,United Kingdom,-4.25,4.25,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540246,85040A,S/4 PINK FLOWER CANDLES IN BOWL,-1,01/05/2011 15:43,1.65,13081,United Kingdom,-1.65,1.65,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540246,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,01/05/2011 15:43,1.25,13081,United Kingdom,-1.25,1.25,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540246,84006,MAGIC TREE -PAPER FLOWERS,-1,01/05/2011 15:43,0.85,13081,United Kingdom,-0.85,0.85,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540246,22198,LARGE POPCORN HOLDER,-1,01/05/2011 15:43,1.65,13081,United Kingdom,-1.65,1.65,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540246,22352,LUNCH BOX WITH CUTLERY RETROSPOT,-1,01/05/2011 15:43,2.5499999999999998,13081,United Kingdom,-2.55,2.55,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540246,85042,ANTIQUE LILY FAIRY LIGHTS,-2,01/05/2011 15:43,4.95,13081,United Kingdom,-9.9,9.9,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540246,22834,HAND WARMER BABUSHKA DESIGN,-1,01/05/2011 15:43,1.85,13081,United Kingdom,-1.85,1.85,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540250,79321,CHILLI LIGHTS,-1,01/05/2011 16:02,4.25,17511,United Kingdom,-4.25,4.25,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540250,22617,BAKING SET SPACEBOY DESIGN,-2,01/05/2011 16:02,4.25,17511,United Kingdom,-8.5,8.5,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540250,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-1,01/05/2011 16:02,1.65,17511,United Kingdom,-1.65,1.65,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540250,21928,JUMBO BAG SCANDINAVIAN PAISLEY,-1,01/05/2011 16:02,1.65,17511,United Kingdom,-1.65,1.65,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540250,22942,CHRISTMAS LIGHTS 10 SANTAS,-1,01/05/2011 16:02,8.5,17511,United Kingdom,-8.5,8.5,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540250,22198,LARGE POPCORN HOLDER,-2,01/05/2011 16:02,1.45,17511,United Kingdom,-2.9,2.9,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540250,85099F,JUMBO BAG STRAWBERRY,-1,01/05/2011 16:02,1.65,17511,United Kingdom,-1.65,1.65,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
C540250,22941,CHRISTMAS LIGHTS 10 REINDEER,-1,01/05/2011 16:02,8.5,17511,United Kingdom,-8.5,8.5,CANCELLATION,0,1,0,0,0,1,2011,1,5,Wednesday,1
540252,22198,LARGE POPCORN HOLDER,-100,01/05/2011 16:25,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2011,1,5,Wednesday,1
C540266,M,Manual,-1,01/06/2011 11:05,458.29,,United Kingdom,-458.29,458.29,CANCELLATION,0,1,0,0,0,0,2011,1,6,Thursday,1
C540266,POST,POSTAGE,-1,01/06/2011 11:05,35.090000000000003,,United Kingdom,-35.09,35.09,CANCELLATION,0,1,0,0,0,0,2011,1,6,Thursday,1
C540270,20725,LUNCH BAG RED RETROSPOT,-1,01/06/2011 11:40,1.45,14680,United Kingdom,-1.45,1.45,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540270,22667,RECIPE BOX RETROSPOT,-1,01/06/2011 11:40,2.5499999999999998,14680,United Kingdom,-2.55,2.55,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540270,22197,SMALL POPCORN HOLDER,-3,01/06/2011 11:40,0.85,14680,United Kingdom,-2.55,2.55,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540270,21258,VICTORIAN SEWING BOX LARGE,-3,01/06/2011 11:40,10.95,14680,United Kingdom,-32.85,32.85,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540271,M,Manual,-1,01/06/2011 11:51,1126,12503,Spain,-1126.0,1126.0,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
540272,90096,NECKLACE+BRACELET SET BLUE BLOSSOM,-54,01/06/2011 11:57,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2011,1,6,Thursday,1
C540307,22107,PIZZA PLATE IN BOX,-8,01/06/2011 12:58,3.75,15823,United Kingdom,-30.0,30.0,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540307,22109,FULL ENGLISH BREAKFAST PLATE,-24,01/06/2011 12:58,3.39,15823,United Kingdom,-81.36,81.36,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540307,22303,COFFEE MUG APPLES DESIGN,-18,01/06/2011 12:58,2.5499999999999998,15823,United Kingdom,-45.9,45.9,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540307,21533,RETROSPOT LARGE MILK JUG,-6,01/06/2011 12:58,4.95,15823,United Kingdom,-29.7,29.7,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540307,21537,RED RETROSPOT PUDDING BOWL,-48,01/06/2011 12:58,3.75,15823,United Kingdom,-180.0,180.0,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540307,22094,RED RETROSPOT TISSUE BOX,-12,01/06/2011 12:58,1.25,15823,United Kingdom,-15.0,15.0,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540307,22093,MOTORING TISSUE BOX,-12,01/06/2011 12:58,1.25,15823,United Kingdom,-15.0,15.0,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540307,22212,FOUR HOOK  WHITE LOVEBIRDS,-12,01/06/2011 12:58,2.1,15823,United Kingdom,-25.2,25.2,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540307,22113,GREY HEART HOT WATER BOTTLE,-12,01/06/2011 12:58,3.75,15823,United Kingdom,-45.0,45.0,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540307,22083,PAPER CHAIN KIT RETROSPOT,-36,01/06/2011 12:58,2.95,15823,United Kingdom,-106.2,106.2,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540307,22084,PAPER CHAIN KIT EMPIRE,-36,01/06/2011 12:58,2.95,15823,United Kingdom,-106.2,106.2,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540307,85014A,BLACK/BLUE POLKADOT UMBRELLA,-6,01/06/2011 12:58,5.95,15823,United Kingdom,-35.7,35.7,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540307,79323B,BLACK CHERRY LIGHTS,-4,01/06/2011 12:58,6.75,15823,United Kingdom,-27.0,27.0,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540307,M,Manual,-2,01/06/2011 12:58,21.95,15823,United Kingdom,-43.9,43.9,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540307,21644,ASSORTED TUTTI FRUTTI HEART BOX,-24,01/06/2011 12:58,1.25,15823,United Kingdom,-30.0,30.0,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540307,21645,ASSORTED TUTTI FRUTTI ROUND BOX,-24,01/06/2011 12:58,1.65,15823,United Kingdom,-39.6,39.6,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540346,22077,6 RIBBONS RUSTIC CHARM,-4,01/06/2011 13:41,1.65,12471,Germany,-6.6,6.6,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540347,22191,IVORY DINER WALL CLOCK,-6,01/06/2011 13:56,8.5,16424,United Kingdom,-51.0,51.0,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540360,84985A,SET OF 72 GREEN PAPER DOILIES,-5,01/06/2011 15:35,1.45,18041,United Kingdom,-7.25,7.25,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540360,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,-4,01/06/2011 15:35,3.75,18041,United Kingdom,-15.0,15.0,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540366,20719,WOODLAND CHARLOTTE BAG,-30,01/06/2011 16:14,0.72,15061,United Kingdom,-21.6,21.6,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540367,POST,POSTAGE,-3,01/06/2011 16:17,18,12413,France,-54.0,54.0,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
540369,47591D,PINK FAIRY CAKE CHILDRENS APRON,-201,01/06/2011 16:20,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2011,1,6,Thursday,1
C540376,22623,BOX OF VINTAGE JIGSAW BLOCKS,-1,01/06/2011 17:27,4.95,13488,United Kingdom,-4.95,4.95,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540377,21911,GARDEN METAL SIGN,-12,01/06/2011 17:31,1.65,16656,United Kingdom,-19.8,19.8,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540377,21259,VICTORIAN SEWING BOX SMALL,-3,01/06/2011 17:31,4.95,16656,United Kingdom,-14.85,14.85,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540378,21445,12 PINK ROSE PEG PLACE SETTINGS,-4,01/06/2011 17:32,1.25,13715,United Kingdom,-5.0,5.0,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540379,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,-2,01/06/2011 17:34,3.75,15101,United Kingdom,-7.5,7.5,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540380,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,-7,01/06/2011 17:36,0.85,16094,United Kingdom,-5.95,5.95,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540380,71053,WHITE METAL LANTERN,-5,01/06/2011 17:36,3.75,16094,United Kingdom,-18.75,18.75,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540381,22962,JAM JAR WITH PINK LID,-1,01/06/2011 17:37,0.72,16705,United Kingdom,-0.72,0.72,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540382,21868,POTTING SHED TEA MUG,-4,01/06/2011 17:38,1.25,12957,United Kingdom,-5.0,5.0,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540382,84949,SILVER HANGING T-LIGHT HOLDER,-1,01/06/2011 17:38,1.65,12957,United Kingdom,-1.65,1.65,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540384,22384,LUNCH BAG PINK POLKADOT,-1,01/06/2011 17:48,1.65,14961,United Kingdom,-1.65,1.65,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540384,22198,LARGE POPCORN HOLDER,-5,01/06/2011 17:48,1.65,14961,United Kingdom,-8.25,8.25,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540384,22795,SWEETHEART RECIPE BOOK STAND,-1,01/06/2011 17:48,6.75,14961,United Kingdom,-6.75,6.75,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540385,21843,RED RETROSPOT CAKE STAND,-1,01/06/2011 17:52,10.95,14426,United Kingdom,-10.95,10.95,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540386,22060,LARGE CAKE STAND HANGING HEARTS,-1,01/06/2011 17:57,9.9499999999999993,12417,Belgium,-9.95,9.95,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540386,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,01/06/2011 17:57,2.95,12417,Belgium,-2.95,2.95,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540386,22845,VINTAGE CREAM CAT FOOD CONTAINER,-3,01/06/2011 17:57,6.35,12417,Belgium,-19.05,19.05,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540388,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,01/06/2011 17:59,7.95,13115,United Kingdom,-7.95,7.95,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540389,20752,BLUE POLKADOT WASHING UP GLOVES,-1,01/06/2011 18:00,2.1,14426,United Kingdom,-2.1,2.1,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540390,22701,PINK DOG BOWL,-2,01/06/2011 18:01,2.95,16191,United Kingdom,-5.9,5.9,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540390,22700,BLACK AND WHITE DOG BOWL,-3,01/06/2011 18:01,2.95,16191,United Kingdom,-8.85,8.85,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
C540391,22274,FELTCRAFT DOLL EMILY,-1,01/06/2011 18:02,2.95,13047,United Kingdom,-2.95,2.95,CANCELLATION,0,1,0,0,0,1,2011,1,6,Thursday,1
