stock_code,description,revenue,quantity_sold,order_frequency,return_quantity,return_rate,country
22283,6 EGG HOUSE PAINTED WOOD,2726.43,299,157,4,0.0134,United Kingdom
20829,GLITTER HANGING BUTTERFLY STRING,2722.95,1314,200,120,0.0913,United Kingdom
23164,REGENCY CAKE SLICE,2718.65,578,93,1,0.0017,United Kingdom
84832,ZINC WILLIE WINKIE  CANDLE STICK,2712.7,2934,270,12,0.0041,United Kingdom
23407,SET OF 2 TRAYS HOME SWEET HOME,2709.43,267,137,6,0.0225,United Kingdom
23489,VINTAGE BELLS GARLAND,2709.23,913,159,0,0.0,United Kingdom
21239,PINK  POLKADOT CUP,2707.34,3016,309,21,0.007,United Kingdom
22927,GREEN GIANT GARDEN THERMOMETER,2704.71,431,158,59,0.1369,United Kingdom
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,2704.35,405,181,6,0.0148,United Kingdom
23292,SPACEBOY CHILDRENS CUP,2703.33,2181,228,21,0.0096,United Kingdom
23333,IVORY WICKER HEART MEDIUM,2695.45,2089,234,12,0.0057,United Kingdom
22737,RIBBON REEL CHRISTMAS PRESENT,2694.15,1388,261,40,0.0288,United Kingdom
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2690.81,1963,300,1,0.0005,United Kingdom
72802C,VANILLA SCENT CANDLE JEWELLED BOX,2688.19,1396,114,634,0.4542,United Kingdom
22702,BLACK AND WHITE CAT BOWL,2684.65,1363,49,0,0.0,United Kingdom
21811,HANGING HEART WITH BELL,2682.4,4877,249,288,0.0591,United Kingdom
22660,DOORMAT I LOVE LONDON,2678.96,364,102,0,0.0,United Kingdom
22691,DOORMAT WELCOME SUNRISE,2678.77,371,122,3,0.0081,United Kingdom
84568,GIRLS ALPHABET IRON ON PATCHES,2678.33,12442,147,0,0.0,United Kingdom
22045,SPACEBOY GIFT WRAP,2673.34,6527,211,75,0.0115,United Kingdom
22433,WATERING CAN GREEN DINOSAUR,2667.5,1394,230,3,0.0022,United Kingdom
22130,PARTY CONE CHRISTMAS DECORATION,2664.63,2277,113,535,0.235,United Kingdom
22329,ROUND CONTAINER SET OF 5 RETROSPOT,2661.89,1603,241,17,0.0106,United Kingdom
21781,MA CAMPAGNE CUTLERY BOX,2661.8,168,111,62,0.369,United Kingdom
84997d,CHILDRENS CUTLERY POLKADOT PINK,2657.79,319,73,0,0.0,United Kingdom
22582,PACK OF 6 SWEETIE GIFT BOXES,2649.35,1061,103,12,0.0113,United Kingdom
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2645.26,798,249,50,0.0627,United Kingdom
22902,TOTE BAG I LOVE LONDON,2633.28,1288,138,24,0.0186,United Kingdom
35961,FOLKART ZINC HEART CHRISTMAS DEC,2629.81,2986,245,1,0.0003,United Kingdom
22792,FLUTED ANTIQUE CANDLE HOLDER,2622.93,2785,208,85,0.0305,United Kingdom
21012,ANTIQUE ALL GLASS CANDLESTICK,2614.05,1169,200,3,0.0026,United Kingdom
22830,UTILTY CABINET WITH HOOKS,2610.29,133,8,1,0.0075,United Kingdom
22241,GARLAND WOODEN HAPPY EASTER,2609.43,1952,242,4,0.002,United Kingdom
23054,RECYCLED ACAPULCO MAT LAVENDER,2604.93,295,131,1,0.0034,United Kingdom
22833,HALL CABINET WITH 3 DRAWERS,2603.53,77,7,1,0.013,United Kingdom
22700,BLACK AND WHITE DOG BOWL,2602.18,1196,57,70,0.0585,United Kingdom
22175,PINK OWL SOFT TOY,2594.23,877,173,2,0.0023,United Kingdom
21500,PINK POLKADOT WRAP,2593.0,6350,213,0,0.0,United Kingdom
22361,GLASS JAR DAISY FRESH COTTON WOOL,2592.33,731,276,12,0.0164,United Kingdom
22933,BAKING MOULD EASTER EGG MILK CHOC,2585.92,940,124,156,0.166,United Kingdom
47559B,TEA TIME OVEN GLOVE,2584.9,2077,290,114,0.0549,United Kingdom
22822,CREAM WALL PLANTER HEART SHAPED,2582.75,433,160,2,0.0046,United Kingdom
21735,TWO DOOR CURIO CABINET,2577.45,212,97,92,0.434,United Kingdom
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,2576.03,1890,197,13,0.0069,United Kingdom
22610,PENS ASSORTED FUNNY FACE,2571.4,9572,216,0,0.0,United Kingdom
22937,BAKING MOULD CHOCOLATE CUPCAKES,2563.24,972,162,13,0.0134,United Kingdom
22358,KINGS CHOICE TEA CADDY,2551.22,698,259,8,0.0115,United Kingdom
21452,TOADSTOOL MONEY BOX,2549.11,818,197,28,0.0342,United Kingdom
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2547.42,5023,523,16,0.0032,United Kingdom
22064,PINK DOUGHNUT TRINKET POT,2546.3,1729,256,35,0.0202,United Kingdom
21078,SET/20 STRAWBERRY PAPER NAPKINS,2531.04,2769,314,207,0.0748,United Kingdom
23681,LUNCH BAG RED VINTAGE DOILY,2525.04,1576,132,0,0.0,United Kingdom
22670,FRENCH WC SIGN BLUE METAL,2516.75,1882,303,5,0.0027,United Kingdom
21556,CERAMIC STRAWBERRY MONEY BOX,2515.52,981,117,1,0.001,United Kingdom
21730,GLASS STAR FROSTED T-LIGHT HOLDER,2514.43,517,139,14,0.0271,United Kingdom
22672,FRENCH BATHROOM SIGN BLUE METAL,2511.22,1476,222,16,0.0108,United Kingdom
23424,GINGHAM RECIPE BOOK BOX,2509.62,462,136,1,0.0022,United Kingdom
23316,RED REFECTORY CLOCK,2501.64,250,111,1,0.004,United Kingdom
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2498.75,1264,153,0,0.0,United Kingdom
21107,CREAM SLICE FLANNEL PINK SPOT,2492.71,901,97,0,0.0,United Kingdom
23367,SET 12 COLOUR PENCILS SPACEBOY,2491.2,3278,283,16,0.0049,United Kingdom
21903,MAN FLU METAL SIGN,2490.13,1160,182,13,0.0112,United Kingdom
22075,6 RIBBONS ELEGANT CHRISTMAS,2489.03,1773,201,12,0.0068,United Kingdom
22215,CAKE STAND WHITE TWO TIER LACE,2471.39,343,103,2,0.0058,United Kingdom
23352,ROLL WRAP 50'S RED CHRISTMAS,2459.2,1800,213,12,0.0067,United Kingdom
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2429.5,1462,161,4,0.0027,United Kingdom
21875,KINGS CHOICE MUG,2429.38,2055,153,28,0.0136,United Kingdom
22374,AIRLINE BAG VINTAGE JET SET RED,2427.52,552,229,4,0.0072,United Kingdom
22573,STAR WOODEN CHRISTMAS DECORATION,2423.0,2684,221,0,0.0,United Kingdom
23406,HOME SWEET HOME KEY HOLDER,2422.66,471,115,24,0.051,United Kingdom
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,2421.59,936,259,66,0.0705,United Kingdom
22811,SET OF 6 T-LIGHTS CACTI,2419.29,881,109,1,0.0011,United Kingdom
22807,SET OF 6 T-LIGHTS TOADSTOOLS,2417.73,818,195,0,0.0,United Kingdom
22437,SET OF 9 BLACK SKULL BALLOONS,2417.24,2848,228,10,0.0035,United Kingdom
21328,BALLOONS  WRITING SET,2410.43,1337,346,0,0.0,United Kingdom
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,2409.34,462,110,21,0.0455,United Kingdom
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,2408.54,930,207,6,0.0065,United Kingdom
23265,SET OF 3 WOODEN TREE DECORATIONS,2404.79,1769,295,15,0.0085,United Kingdom
20978,36 PENCILS TUBE SKULLS,2395.05,1795,264,16,0.0089,United Kingdom
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,2393.59,273,126,2,0.0073,United Kingdom
22939,APRON APPLE DELIGHT,2392.67,469,127,14,0.0299,United Kingdom
22167,OVAL WALL MIRROR DIAMANTE,2391.12,237,160,5,0.0211,United Kingdom
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2389.52,559,214,52,0.093,United Kingdom
11001,ASSTD DESIGN RACING CAR PEN,2389.44,1615,118,185,0.1146,United Kingdom
22282,12 EGG HOUSE PAINTED WOOD,2378.52,149,100,1,0.0067,United Kingdom
23028,DRAWER KNOB CRACKLE GLAZE BLUE,2377.13,1369,141,56,0.0409,United Kingdom
22440,BALLOON WATER BOMB PACK OF 35,2375.04,6010,155,10,0.0017,United Kingdom
20983,12 PENCILS TALL TUBE RED RETROSPOT,2374.81,2737,271,7,0.0026,United Kingdom
84997c,CHILDRENS CUTLERY POLKADOT BLUE,2374.44,284,62,0,0.0,United Kingdom
23437,50'S CHRISTMAS GIFT BAG LARGE,2373.63,1939,132,2,0.001,United Kingdom
23498,CLASSIC BICYCLE CLIPS,2372.68,1640,99,0,0.0,United Kingdom
22851,SET 20 NAPKINS FAIRY CAKES DESIGN,2368.64,2741,352,13,0.0047,United Kingdom
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,2368.37,577,104,33,0.0572,United Kingdom
23436,VINTAGE CHRISTMAS GIFT BAG LARGE,2367.39,1979,116,15,0.0076,United Kingdom
37500,TEA TIME TEAPOT IN GIFT BOX,2360.68,380,116,3,0.0079,United Kingdom
21495,SKULLS AND CROSSBONES WRAP,2356.0,5800,166,25,0.0043,United Kingdom
23401,RUSTIC MIRROR WITH LACE HEART,2354.87,459,86,3,0.0065,United Kingdom
23412,HEART MIRROR ANTIQUE WHITE,2354.8,362,80,32,0.0884,United Kingdom
22070,SMALL RED RETROSPOT MUG IN BOX,2354.4,948,121,296,0.3122,United Kingdom
22548,HEADS AND TAILS SPORTING FUN,2348.94,1979,211,70,0.0354,United Kingdom
22425,ENAMEL COLANDER CREAM,2346.12,461,170,6,0.013,United Kingdom
21700,BIG DOUGHNUT FRIDGE MAGNETS,2334.94,1752,202,1352,0.7717,United Kingdom
16156S,WRAP PINK FAIRY CAKES,2331.0,5800,168,110,0.019,United Kingdom
20977,36 PENCILS TUBE WOODLAND,2328.64,1739,191,279,0.1604,United Kingdom
23371,SET 36 COLOUR PENCILS SPACEBOY,2304.78,1705,185,0,0.0,United Kingdom
23029,DRAWER KNOB CRACKLE GLAZE GREEN,2303.92,1352,165,48,0.0355,United Kingdom
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2303.5,1478,256,25,0.0169,United Kingdom
22483,RED GINGHAM TEDDY BEAR,2302.94,770,170,1,0.0013,United Kingdom
22736,RIBBON REEL MAKING SNOWMEN,2297.1,1222,225,13,0.0106,United Kingdom
84950,ASSORTED COLOUR T-LIGHT HOLDER,2297.03,3619,124,10,0.0028,United Kingdom
22829,SWEETHEART WIRE WALL TIDY,2295.43,232,113,10,0.0431,United Kingdom
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2292.91,1047,222,3,0.0029,United Kingdom
23330,DECORATIVE WICKER HEART MEDIUM,2286.97,1794,217,6,0.0033,United Kingdom
23360,SET 8 CANDLES VINTAGE DOILY,2286.4,1182,114,0,0.0,United Kingdom
21813,GARLAND WITH STARS AND BELLS,2280.47,549,114,7,0.0128,United Kingdom
85175,CACTI T-LIGHT CANDLES,2278.9,5341,153,2870,0.5374,United Kingdom
21896,POTTING SHED TWINE,2272.79,980,114,43,0.0439,United Kingdom
23252,VINTAGE RED ENAMEL TRIM JUG,2261.61,603,145,33,0.0547,United Kingdom
22914,BLUE COAT RACK PARIS FASHION,2261.21,467,158,5,0.0107,United Kingdom
23128,FELTCRAFT BOY JEAN-PAUL KIT,2258.66,448,141,7,0.0156,United Kingdom
22983,CARD BILLBOARD FONT,2256.56,5290,446,181,0.0342,United Kingdom
46000S,POLYESTER FILLER PAD 40x40cm,2256.2,2626,196,534,0.2034,United Kingdom
21069,VINTAGE BILLBOARD TEA MUG,2250.52,1955,88,701,0.3586,United Kingdom
23093,SMALL PARISIENNE HEART PHOTO FRAME,2239.24,939,144,3,0.0032,United Kingdom
22030,SWALLOWS GREETING CARD,2237.89,5527,275,635,0.1149,United Kingdom
23326,HANGING MINI COLOURED BOTTLES,2237.08,3442,76,0,0.0,United Kingdom
22185,SLATE TILE NATURAL HANGING,2235.94,1472,162,0,0.0,United Kingdom
21989,PACK OF 20 SKULL PAPER NAPKINS,2233.1,2409,335,0,0.0,United Kingdom
23079,TOADSTOOL BEDSIDE LIGHT,2225.45,251,113,14,0.0558,United Kingdom
21471,STRAWBERRY RAFFIA FOOD COVER,2220.59,639,166,4,0.0063,United Kingdom
22601,CHRISTMAS RETROSPOT ANGEL WOOD,2219.83,2479,204,24,0.0097,United Kingdom
23501,KEY RING BASEBALL BOOT UNION JACK,2217.87,1821,112,0,0.0,United Kingdom
21982,PACK OF 12 SUKI TISSUES,2215.61,7173,360,1,0.0001,United Kingdom
21794,CLASSIC FRENCH STYLE BASKET NATURAL,2213.42,532,109,3,0.0056,United Kingdom
82494l,WOODEN FRAME ANTIQUE WHITE,2211.6,264,61,0,0.0,United Kingdom
22478,BIRDHOUSE GARDEN MARKER,2210.62,1537,140,0,0.0,United Kingdom
23438,RED SPOT GIFT BAG LARGE,2209.92,1809,109,0,0.0,United Kingdom
37448,CERAMIC CAKE DESIGN SPOTTED MUG,2206.63,1451,199,45,0.031,United Kingdom
10135,COLOURING PENCILS BROWN TUBE,2204.89,2229,176,1,0.0004,United Kingdom
23403,LETTER HOLDER HOME SWEET HOME,2204.11,625,137,3,0.0048,United Kingdom
22574,HEART WOODEN CHRISTMAS DECORATION,2199.59,2333,223,192,0.0823,United Kingdom
21042,RED RETROSPOT APRON,2199.52,334,136,6,0.018,United Kingdom
21900,"KEY FOB , SHED",2197.17,3229,375,5,0.0015,United Kingdom
23020,GLASS  SONGBIRD STORAGE JAR,2191.84,180,83,10,0.0556,United Kingdom
22571,ROCKING HORSE RED CHRISTMAS,2185.48,2434,257,109,0.0448,United Kingdom
23302,KNEELING MAT HOUSEWORK  DESIGN,2181.42,1536,235,36,0.0234,United Kingdom
22763,KEY CABINET MA CAMPAGNE,2176.32,206,111,5,0.0243,United Kingdom
22357,KINGS CHOICE BISCUIT TIN,2175.04,482,192,18,0.0373,United Kingdom
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,2172.2,2523,226,13,0.0052,United Kingdom
22377,BOTTLE BAG RETROSPOT,2171.53,1330,209,9,0.0068,United Kingdom
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,2171.26,1061,142,0,0.0,United Kingdom
22732,3D VINTAGE CHRISTMAS STICKERS,2162.75,1645,188,0,0.0,United Kingdom
23445,ICE CREAM BUBBLES,2161.24,2668,102,20,0.0075,United Kingdom
21249,WOODLAND  HEIGHT CHART STICKERS,2160.0,724,119,0,0.0,United Kingdom
22121,NOEL WOODEN BLOCK LETTERS,2159.7,405,139,101,0.2494,United Kingdom
22704,WRAP RED APPLES,2158.26,5253,176,50,0.0095,United Kingdom
82581,TOILET METAL SIGN,2155.89,3883,410,21,0.0054,United Kingdom
22920,HERB MARKER BASIL,2153.34,3423,244,1527,0.4461,United Kingdom
22107,PIZZA PLATE IN BOX,2153.06,592,183,21,0.0355,United Kingdom
23031,DRAWER KNOB CRACKLE GLAZE PINK,2152.3,1278,164,20,0.0156,United Kingdom
23370,SET 36 COLOURING PENCILS DOILY,2151.6,1550,152,1,0.0006,United Kingdom
21592,RETROSPOT CIGAR BOX MATCHES,2149.07,2149,216,0,0.0,United Kingdom
23161,REGENCY CAKE FORK,2145.3,1715,99,12,0.007,United Kingdom
22588,CARD HOLDER GINGHAM HEART,2141.32,684,179,236,0.345,United Kingdom
23213,STAR WREATH DECORATION WITH BELL,2138.42,1682,153,12,0.0071,United Kingdom
23066,SMALL DECO JEWELLERY STAND,2137.81,259,87,14,0.0541,United Kingdom
40016,CHINESE DRAGON PAPER LANTERNS,2136.34,5556,100,1960,0.3528,United Kingdom
22973,CHILDREN'S CIRCUS PARADE MUG,2136.01,1255,149,22,0.0175,United Kingdom
22128,PARTY CONES CANDY ASSORTED,2127.53,1762,80,80,0.0454,United Kingdom
23005,TRAVEL CARD WALLET I LOVE LONDON,2126.55,4733,244,19201,4.0568,United Kingdom
22509,SEWING BOX RETROSPOT DESIGN,2124.54,209,88,16,0.0766,United Kingdom
84356,POMPOM CURTAIN,2124.15,424,82,0,0.0,United Kingdom
21980,PACK OF 12 RED RETROSPOT TISSUES,2121.18,6685,300,132,0.0197,United Kingdom
37450,CERAMIC CAKE BOWL + HANGING CAKES,2117.54,714,146,36,0.0504,United Kingdom
22498,WOODEN REGATTA BUNTING,2116.04,333,150,0,0.0,United Kingdom
21718,RED METAL BEACH SPADE,2113.39,1493,230,1,0.0007,United Kingdom
22156,HEART DECORATION WITH PEARLS,2113.13,2196,269,105,0.0478,United Kingdom
23046,PAPER LANTERN 9 POINT DELUXE STAR,2111.49,349,36,0,0.0,United Kingdom
22891,TEA FOR ONE POLKADOT,2108.18,420,186,30,0.0714,United Kingdom
23251,VINTAGE RED ENAMEL TRIM MUG,2105.75,1712,125,58,0.0339,United Kingdom
23233,WRAP POPPIES  DESIGN,2105.5,5175,159,25,0.0048,United Kingdom
22733,3D TRADITIONAL CHRISTMAS STICKERS,2095.08,1583,197,0,0.0,United Kingdom
22996,TRAVEL CARD WALLET VINTAGE TICKET,2094.93,4801,412,26,0.0054,United Kingdom
23315,IVORY REFECTORY CLOCK,2094.24,213,87,12,0.0563,United Kingdom
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,2086.69,801,78,46,0.0574,United Kingdom
21506,"FANCY FONT BIRTHDAY CARD,",2085.89,4922,324,12,0.0024,United Kingdom
22593,CHRISTMAS GINGHAM STAR,2085.64,2263,199,144,0.0636,United Kingdom
22744,MAKE YOUR OWN MONSOON CARD KIT,2084.85,867,174,8,0.0092,United Kingdom
22055,MINI CAKE STAND  HANGING STRAWBERY,2083.19,1380,227,23,0.0167,United Kingdom
22059,CERAMIC STRAWBERRY DESIGN MUG,2081.54,1780,181,24,0.0135,United Kingdom
22747,POPPY'S PLAYHOUSE BATHROOM,2080.85,954,228,6,0.0063,United Kingdom
23152,IVORY SWEETHEART WIRE LETTER RACK,2080.65,554,163,30,0.0542,United Kingdom
22831,WHITE BROCANTE SOAP DISH,2070.9,706,121,0,0.0,United Kingdom
22863,SOAP DISH BROCANTE,2070.73,719,113,20,0.0278,United Kingdom
23227,FILIGREE HEART BUTTERFLY WHITE,2070.06,1642,119,6,0.0037,United Kingdom
22935,BAKING MOULD ROSE MILK CHOCOLATE,2066.82,690,66,72,0.1043,United Kingdom
23291,DOLLY GIRL CHILDRENS CUP,2059.03,1634,198,10,0.0061,United Kingdom
22955,36 FOIL STAR CAKE CASES,2053.35,1184,135,0,0.0,United Kingdom
22101,MIRROR MOSAIC VOTIVE HOLDER,2053.17,1438,70,324,0.2253,United Kingdom
47504K,ENGLISH ROSE GARDEN SECATEURS,2048.66,2090,216,308,0.1474,United Kingdom
21864,UNION JACK FLAG PASSPORT COVER,2041.69,828,185,20,0.0242,United Kingdom
20751,FUNKY WASHING UP GLOVES ASSORTED,2041.52,971,200,36,0.0371,United Kingdom
22414,DOORMAT NEIGHBOURHOOD WITCH,2038.39,282,100,2,0.0071,United Kingdom
23500,KEY RING BASEBALL BOOT ASSORTED,2038.33,1626,98,0,0.0,United Kingdom
22803,IVORY EMBROIDERED QUILT,2038.09,54,31,0,0.0,United Kingdom
23490,T-LIGHT HOLDER HANGING LOVE BIRD,2032.77,542,102,3,0.0055,United Kingdom
22788,BROCANTE COAT RACK,2025.96,220,64,6,0.0273,United Kingdom
22602,RETROSPOT WOODEN HEART DECORATION,2023.87,2215,275,40,0.0181,United Kingdom
22115,METAL SIGN EMPIRE TEA,2020.91,1549,228,0,0.0,United Kingdom
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,2018.14,1839,96,1452,0.7896,United Kingdom
20674,GREEN POLKADOT BOWL,2016.23,1563,206,6,0.0038,United Kingdom
22959,WRAP CHRISTMAS VILLAGE,2014.42,4926,148,475,0.0964,United Kingdom
23289,DOLLY GIRL CHILDRENS BOWL,2013.7,1622,195,12,0.0074,United Kingdom
22897,OVEN MITT APPLES DESIGN,2013.1,1350,216,42,0.0311,United Kingdom
84880,WHITE WIRE EGG HOLDER,2012.74,312,79,14,0.0449,United Kingdom
23529,WALL ART DOLLY GIRL,2011.99,637,37,0,0.0,United Kingdom
22503,CABIN BAG VINTAGE PAISLEY,2010.12,99,37,19,0.1919,United Kingdom
23358,HOT STUFF HOT WATER BOTTLE,2008.38,594,91,38,0.064,United Kingdom
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,2005.0,1180,122,3,0.0025,United Kingdom
22080,RIBBON REEL POLKADOTS,2003.48,1207,158,288,0.2386,United Kingdom
22859,EASTER TIN BUNNY BOUQUET,2003.07,1203,164,32,0.0266,United Kingdom
22364,GLASS JAR DIGESTIVE BISCUITS,2001.32,621,182,67,0.1079,United Kingdom
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,2000.88,884,74,120,0.1357,United Kingdom
51014A,"FEATHER PEN,HOT PINK",2000.06,3842,240,72,0.0187,United Kingdom
85049G,CHOCOLATE BOX RIBBONS,1999.19,1608,260,14,0.0087,United Kingdom
22186,RED STAR CARD HOLDER,1997.48,848,153,53,0.0625,United Kingdom
21591,COSY HOUR CIGAR BOX MATCHES,1996.14,1374,149,321,0.2336,United Kingdom
22928,YELLOW GIANT GARDEN THERMOMETER,1993.75,288,119,6,0.0208,United Kingdom
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1993.48,1028,91,744,0.7237,United Kingdom
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1988.02,5182,343,154,0.0297,United Kingdom
21622,VINTAGE UNION JACK CUSHION COVER,1982.64,380,112,813,2.1395,United Kingdom
23357,HOT WATER BOTTLE SEX BOMB,1982.05,450,102,0,0.0,United Kingdom
23145,ZINC T-LIGHT HOLDER STAR LARGE,1979.48,2084,171,11,0.0053,United Kingdom
15039,SANDALWOOD FAN,1978.64,2090,148,26,0.0124,United Kingdom
37446,MINI CAKE STAND WITH HANGING CAKES,1976.09,1354,195,69,0.051,United Kingdom
21916,SET 12 RETRO WHITE CHALK STICKS,1973.49,4599,360,24,0.0052,United Kingdom
22477,WATERING CAN GARDEN MARKER,1967.9,1364,128,1,0.0007,United Kingdom
23068,ALUMINIUM STAMPED HEART,1966.93,809,136,0,0.0,United Kingdom
22931,BAKING MOULD HEART WHITE CHOCOLATE,1963.3,813,129,0,0.0,United Kingdom
23374,RED SPOT PAPER GIFT BAG,1962.83,2456,134,16,0.0065,United Kingdom
23075,PARLOUR CERAMIC WALL HOOK,1960.3,472,86,34,0.072,United Kingdom
23228,FILIGREE HEART BIRD WHITE,1960.0,1492,126,144,0.0965,United Kingdom
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,1959.91,430,166,20,0.0465,United Kingdom
85123a,WHITE HANGING HEART T-LIGHT HOLDER,1952.48,292,67,0,0.0,United Kingdom
23235,STORAGE TIN VINTAGE LEAF,1950.66,736,112,14,0.019,United Kingdom
22312,OFFICE MUG WARMER POLKADOT,1950.49,645,133,26,0.0403,United Kingdom
20992,JAZZ HEARTS PURSE NOTEBOOK,1944.63,4425,277,0,0.0,United Kingdom
84596F,SMALL MARSHMALLOWS PINK BOWL,1943.62,3732,436,16,0.0043,United Kingdom
22824,3 TIER SWEETHEART GARDEN SHELF,1938.25,55,44,1,0.0182,United Kingdom
22639,SET OF 4 NAPKIN CHARMS HEARTS,1935.16,805,148,0,0.0,United Kingdom
22412,METAL SIGN NEIGHBOURHOOD WITCH,1931.85,911,149,39,0.0428,United Kingdom
22199,FRYING PAN RED RETROSPOT,1926.59,467,169,8,0.0171,United Kingdom
23094,LE GRAND TRAY CHIC SET,1924.92,152,81,2,0.0132,United Kingdom
21192,WHITE BELL HONEYCOMB PAPER,1923.29,1140,90,164,0.1439,United Kingdom
22183,CAKE STAND VICTORIAN FILIGREE MED,1916.01,322,131,2,0.0062,United Kingdom
20963,APPLE BATH SPONGE,1911.17,1336,229,0,0.0,United Kingdom
22291,HANGING CHICK CREAM DECORATION,1906.02,1289,121,24,0.0186,United Kingdom
22594,CHRISTMAS GINGHAM TREE,1905.77,2006,197,1,0.0005,United Kingdom
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,1905.68,177,66,20,0.113,United Kingdom
23155,KNICKERBOCKERGLORY MAGNET ASSORTED,1904.77,2221,150,253,0.1139,United Kingdom
23491,VINTAGE JINGLE BELLS HEART,1897.76,228,79,1,0.0044,United Kingdom
16169E,WRAP 50'S  CHRISTMAS,1892.46,4563,152,438,0.096,United Kingdom
21068,VINTAGE BILLBOARD LOVE/HATE MUG,1890.33,1638,201,42,0.0256,United Kingdom
35004C,SET OF 3 COLOURED  FLYING DUCKS,1888.1,394,49,246,0.6244,United Kingdom
15058B,PINK POLKADOT GARDEN PARASOL,1885.27,228,100,66,0.2895,United Kingdom
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,1884.17,2095,200,10,0.0048,United Kingdom
85061W,WHITE JEWELLED HEART DECORATION,1882.15,2146,165,398,0.1855,United Kingdom
20982,12 PENCILS TALL TUBE SKULLS,1880.67,2151,259,4,0.0019,United Kingdom
21534,DAIRY MAID LARGE MILK JUG,1879.18,370,163,13,0.0351,United Kingdom
23394,POSTE FRANCE CUSHION COVER,1877.65,435,150,0,0.0,United Kingdom
22027,TEA PARTY BIRTHDAY CARD,1873.71,4368,365,168,0.0385,United Kingdom
22534,MAGIC DRAWING SLATE SPACEBOY,1871.12,4496,262,2,0.0004,United Kingdom
22198,LARGE POPCORN HOLDER,1870.91,1025,103,152,0.1483,United Kingdom
23090,VINTAGE GLASS T-LIGHT HOLDER,1870.03,2237,151,347,0.1551,United Kingdom
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,1866.46,990,79,0,0.0,United Kingdom
70006,LOVE HEART POCKET WARMER,1863.98,2702,120,0,0.0,United Kingdom
23525,WALL ART BUFFALO BILL,1863.82,582,54,6,0.0103,United Kingdom
21988,PACK OF 6 SKULL PAPER PLATES,1862.75,2321,193,0,0.0,United Kingdom
22858,EASTER TIN KEEPSAKE,1860.78,1126,139,10,0.0089,United Kingdom
22428,ENAMEL FIRE BUCKET CREAM,1854.76,253,118,3,0.0119,United Kingdom
21870,I CAN ONLY PLEASE ONE PERSON MUG,1851.46,1407,167,52,0.037,United Kingdom
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,1849.25,231,95,22,0.0952,United Kingdom
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,1845.57,394,116,793,2.0127,United Kingdom
22944,CHRISTMAS METAL POSTCARD WITH BELLS,1843.64,3375,114,55,0.0163,United Kingdom
21557,SET OF 6 FUNKY BEAKERS,1843.61,551,162,0,0.0,United Kingdom
23378,PACK OF 12 50'S CHRISTMAS TISSUES,1840.08,3997,176,0,0.0,United Kingdom
22651,GENTLEMAN SHIRT REPAIR KIT,1837.47,2166,170,0,0.0,United Kingdom
21873,IF YOU CAN'T STAND THE HEAT MUG,1834.3,1618,120,91,0.0562,United Kingdom
21564,PINK  HEART SHAPE LOVE BUCKET,1831.62,1042,126,3,0.0029,United Kingdom
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,1822.21,395,114,924,2.3392,United Kingdom
22712,CARD DOLLY GIRL,1822.2,4435,316,45,0.0101,United Kingdom
22223,CAKE PLATE LOVEBIRD PINK,1821.61,441,78,0,0.0,United Kingdom
15044D,RED PAPER PARASOL,1819.76,644,86,2,0.0031,United Kingdom
21713,CITRONELLA CANDLE FLOWERPOT,1817.74,786,162,16,0.0204,United Kingdom
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1816.31,2139,254,13,0.0061,United Kingdom
22200,FRYING PAN PINK POLKADOT,1809.48,398,141,4,0.0101,United Kingdom
15060B,FAIRY CAKE DESIGN UMBRELLA,1807.55,460,134,53,0.1152,United Kingdom
