customer_id,country,total_spend,order_count,units_purchased,average_order_value,first_purchase,last_purchase,recency,frequency,monetary_value,r_score,f_score,m_score,rfm_score,rfm_segment,retention_action
13502,United Kingdom,292.0,3,264.0,97.33,2011-01-20 09:03,2011-11-23 10:39,16,3,292.0,4,4,2,442,Loyal customers,Nurture and recommend next purchase
14784,United Kingdom,289.99,2,237.0,145.0,2011-01-20 09:25,2011-11-13 13:30,25,2,289.99,4,3,2,432,Growing customers,Nurture and recommend next purchase
15938,United Kingdom,404.58,5,240.0,80.92,2011-01-20 10:11,2011-08-19 12:56,111,5,404.58,2,5,2,252,Inactive,Win-back campaign
12637,France,5934.25,8,2994.0,741.78,2011-01-20 10:47,2011-10-03 13:46,66,8,5934.25,3,5,5,355,Champions,Nurture and recommend next purchase
17418,United Kingdom,463.46,2,289.0,231.73,2011-01-20 11:39,2011-10-28 13:00,41,2,463.46,3,3,3,333,Growing customers,Nurture and recommend next purchase
14779,United Kingdom,386.15,3,84.0,128.72,2011-01-20 12:04,2011-03-04 12:42,280,3,386.15,1,4,2,142,Inactive,Win-back campaign
16321,Australia,230.7,5,135.0,46.14,2011-01-20 12:11,2011-09-28 14:55,71,5,230.7,2,5,1,251,Inactive,Win-back campaign
15262,United Kingdom,178.95,1,73.0,178.95,2011-01-20 12:16,2011-01-20 12:16,323,1,178.95,1,2,1,121,Inactive,Win-back campaign
17862,United Kingdom,330.9,1,100.0,330.9,2011-01-20 12:23,2011-01-20 12:23,323,1,330.9,1,2,2,122,Inactive,Win-back campaign
16892,United Kingdom,489.49,5,236.0,97.9,2011-01-20 13:19,2011-12-08 13:18,0,5,489.49,5,5,3,553,Champions,Nurture and recommend next purchase
12402,Belgium,225.6,1,94.0,225.6,2011-01-20 13:49,2011-01-20 13:49,322,1,225.6,1,2,1,121,Inactive,Win-back campaign
17771,United Kingdom,245.81,2,287.0,122.91,2011-01-20 14:13,2011-10-14 11:43,56,2,245.81,3,3,2,332,Growing customers,Nurture and recommend next purchase
15422,United Kingdom,97.7,2,38.0,48.85,2011-01-20 14:17,2011-01-20 16:17,322,2,97.7,1,3,1,131,Inactive,Win-back campaign
14770,United Kingdom,876.42,2,490.0,438.21,2011-01-20 15:00,2011-04-21 14:21,231,2,876.42,1,3,3,133,Inactive,Win-back campaign
16912,United Kingdom,2508.87,11,1025.0,228.08,2011-01-20 15:42,2011-11-16 15:51,22,11,2508.87,4,5,5,455,Champions,Nurture and recommend next purchase
15174,United Kingdom,135.75,1,145.0,135.75,2011-01-21 09:06,2011-01-21 09:06,322,1,135.75,1,2,1,121,Inactive,Win-back campaign
14895,United Kingdom,11020.26,20,4851.0,551.01,2011-01-21 09:26,2011-12-02 09:23,7,20,11020.26,5,5,5,555,Champions,Nurture and recommend next purchase
12594,Italy,3320.22,10,1777.0,332.02,2011-01-21 09:52,2011-11-02 12:20,37,10,3320.22,3,5,5,355,Champions,Nurture and recommend next purchase
17504,United Kingdom,2745.28,9,1664.0,305.03,2011-01-21 11:09,2011-05-17 12:59,205,9,2745.28,1,5,5,155,Loyal customers,Nurture and recommend next purchase
16387,United Kingdom,94.36,1,44.0,94.36,2011-01-21 11:34,2011-01-21 11:34,322,1,94.36,1,2,1,121,Inactive,Win-back campaign
12664,Finland,4863.88,9,1203.0,540.43,2011-01-21 11:42,2011-12-01 17:07,7,9,4863.88,5,5,5,555,Champions,Nurture and recommend next purchase
16618,United Kingdom,2630.64,5,1363.0,526.13,2011-01-21 11:55,2011-11-08 13:52,30,5,2630.64,4,5,5,455,Champions,Nurture and recommend next purchase
17277,United Kingdom,1065.35,2,430.0,532.67,2011-01-21 12:37,2011-04-26 12:47,227,2,1065.35,1,3,4,134,At-risk high value,Personal outreach + tailored offer
14088,United Kingdom,50415.49,13,12665.0,3878.11,2011-01-21 13:07,2011-11-29 16:16,9,13,50415.49,5,5,5,555,Champions,Nurture and recommend next purchase
17094,United Kingdom,270.2,1,152.0,270.2,2011-01-21 13:09,2011-01-25 17:24,317,1,270.2,1,2,2,122,Inactive,Win-back campaign
14692,United Kingdom,582.05,4,265.0,145.51,2011-01-21 13:47,2011-07-25 15:08,136,4,582.05,2,4,3,243,Inactive,Win-back campaign
12970,United Kingdom,405.47,4,268.0,101.37,2011-01-21 14:04,2011-12-02 14:30,6,4,405.47,5,4,2,542,Loyal customers,Nurture and recommend next purchase
17889,United Kingdom,201.37,2,77.0,100.69,2011-01-21 17:14,2011-05-11 16:26,211,2,201.37,1,3,1,131,Inactive,Win-back campaign
17644,United Kingdom,2768.98,11,1793.0,251.73,2011-01-21 17:18,2011-12-08 13:43,0,11,2768.98,5,5,5,555,Champions,Nurture and recommend next purchase
17714,United Kingdom,153.0,1,92.0,153.0,2011-01-23 10:32,2011-01-23 10:32,320,1,153.0,1,2,1,121,Inactive,Win-back campaign
12916,United Kingdom,2921.15,4,1083.0,730.29,2011-01-23 10:43,2011-07-24 10:35,138,4,2921.15,2,4,5,245,Loyal customers,Nurture and recommend next purchase
17769,United Kingdom,3920.08,10,1850.0,392.01,2011-01-23 11:15,2011-11-27 11:18,12,10,3920.08,4,5,5,455,Champions,Nurture and recommend next purchase
14450,United Kingdom,483.25,3,241.0,161.08,2011-01-23 11:53,2011-06-12 10:46,180,3,483.25,1,4,3,143,Inactive,Win-back campaign
16085,United Kingdom,981.51,5,636.0,196.3,2011-01-23 12:07,2011-11-16 13:24,22,5,981.51,4,5,4,454,Champions,Nurture and recommend next purchase
13659,United Kingdom,1540.65,2,882.0,770.33,2011-01-23 12:08,2011-05-26 19:56,196,2,1540.65,1,3,4,134,At-risk high value,Personal outreach + tailored offer
15167,United Kingdom,158.8,1,65.0,158.8,2011-01-23 12:41,2011-01-23 12:41,320,1,158.8,1,2,1,121,Inactive,Win-back campaign
15443,United Kingdom,3188.84,7,1639.0,455.55,2011-01-23 13:25,2011-12-08 10:40,1,7,3188.84,5,5,5,555,Champions,Nurture and recommend next purchase
14224,United Kingdom,1009.73,4,483.0,252.43,2011-01-23 13:58,2011-08-21 13:24,109,4,1009.73,2,4,4,244,Loyal customers,Nurture and recommend next purchase
13742,United Kingdom,3079.27,12,1115.0,256.61,2011-01-23 14:59,2011-11-23 11:07,16,12,3079.27,4,5,5,455,Champions,Nurture and recommend next purchase
17673,United Kingdom,1588.07,6,1462.0,264.68,2011-01-23 15:16,2011-12-08 13:06,0,6,1588.07,5,5,4,554,Champions,Nurture and recommend next purchase
12727,France,3947.7,7,2098.0,563.96,2011-01-23 15:17,2011-11-29 11:46,10,7,3947.7,4,5,5,455,Champions,Nurture and recommend next purchase
14068,United Kingdom,265.85,1,73.0,265.85,2011-01-23 16:02,2011-01-23 16:02,319,1,265.85,1,2,2,122,Inactive,Win-back campaign
13068,United Kingdom,344.0,2,200.0,172.0,2011-01-24 08:20,2011-11-29 15:00,9,2,344.0,5,3,2,532,Loyal customers,Nurture and recommend next purchase
14368,United Kingdom,155.0,1,36.0,155.0,2011-01-24 09:52,2011-01-24 09:52,319,1,155.0,1,2,1,121,Inactive,Win-back campaign
15497,United Kingdom,1259.7,2,624.0,629.85,2011-01-24 10:01,2011-11-22 11:51,17,2,1259.7,4,3,4,434,Loyal customers,Nurture and recommend next purchase
12559,Germany,536.21,2,283.0,268.11,2011-01-24 10:12,2011-02-02 09:49,310,2,536.21,1,3,3,133,Inactive,Win-back campaign
13819,United Kingdom,1140.35,3,1109.0,380.12,2011-01-24 10:38,2011-02-11 10:38,301,3,1140.35,1,4,4,144,At-risk high value,Personal outreach + tailored offer
14501,United Kingdom,190.31,2,161.0,95.16,2011-01-24 10:43,2011-10-06 20:15,63,2,190.31,3,3,1,331,Growing customers,Nurture and recommend next purchase
14782,United Kingdom,200.1,1,114.0,200.1,2011-01-24 11:12,2011-01-24 11:12,319,1,200.1,1,2,1,121,Inactive,Win-back campaign
17861,United Kingdom,2056.28,8,1985.0,257.04,2011-01-24 11:34,2011-12-06 16:21,2,8,2056.28,5,5,5,555,Champions,Nurture and recommend next purchase
14439,Greece,2661.24,1,526.0,2661.24,2011-01-24 11:39,2011-01-24 11:39,319,1,2661.24,1,2,5,125,At-risk high value,Personal outreach + tailored offer
18161,United Kingdom,1612.79,5,812.0,322.56,2011-01-24 11:56,2011-11-29 15:38,9,5,1612.79,5,5,4,554,Champions,Nurture and recommend next purchase
15820,United Kingdom,206.98,1,128.0,206.98,2011-01-24 12:00,2011-01-24 12:00,319,1,206.98,1,2,1,121,Inactive,Win-back campaign
18136,United Kingdom,761.83,3,379.0,253.94,2011-01-24 12:08,2011-10-07 15:40,62,3,761.83,3,4,3,343,Loyal customers,Nurture and recommend next purchase
16660,United Kingdom,810.45,4,571.0,202.61,2011-01-24 12:44,2011-11-23 14:53,15,4,810.45,4,4,3,443,Loyal customers,Nurture and recommend next purchase
12693,Germany,830.96,4,255.0,207.74,2011-01-24 12:58,2011-08-11 09:16,120,4,830.96,2,4,3,243,Inactive,Win-back campaign
12625,Germany,2614.32,2,1612.0,1307.16,2011-01-24 13:27,2011-05-12 09:54,211,2,2614.32,1,3,5,135,At-risk high value,Personal outreach + tailored offer
13396,United Kingdom,1325.29,2,600.0,662.64,2011-01-24 13:37,2011-11-18 09:42,21,2,1325.29,4,3,4,434,Loyal customers,Nurture and recommend next purchase
12935,United Kingdom,2156.45,7,1853.0,308.06,2011-01-24 13:58,2011-12-07 17:25,1,7,2156.45,5,5,5,555,Champions,Nurture and recommend next purchase
16730,United Kingdom,702.79,3,994.0,234.26,2011-01-24 14:01,2011-10-18 14:11,51,3,702.79,3,4,3,343,Loyal customers,Nurture and recommend next purchase
14541,United Kingdom,1453.35,8,641.0,181.67,2011-01-24 14:16,2011-10-12 10:08,58,8,1453.35,3,5,4,354,Loyal customers,Nurture and recommend next purchase
13551,United Kingdom,91.8,1,12.0,91.8,2011-01-24 14:46,2011-01-24 14:46,318,1,91.8,1,2,1,121,Inactive,Win-back campaign
12421,Spain,806.27,4,484.0,201.57,2011-01-24 15:09,2011-11-24 09:07,15,4,806.27,4,4,3,443,Loyal customers,Nurture and recommend next purchase
15797,United Kingdom,2207.4,4,873.0,551.85,2011-01-24 15:47,2011-08-18 17:04,112,4,2207.4,2,4,5,245,Loyal customers,Nurture and recommend next purchase
15052,United Kingdom,207.73,1,79.0,207.73,2011-01-24 15:52,2011-01-24 15:52,318,1,207.73,1,2,1,121,Inactive,Win-back campaign
14130,United Kingdom,480.91,1,257.0,480.91,2011-01-24 16:05,2011-01-24 16:05,318,1,480.91,1,2,3,123,Inactive,Win-back campaign
15222,United Kingdom,585.0,1,440.0,585.0,2011-01-25 08:03,2011-01-25 08:03,318,1,585.0,1,2,3,123,Inactive,Win-back campaign
13615,United Kingdom,399.99,1,189.0,399.99,2011-01-25 08:21,2011-01-31 11:29,312,1,399.99,1,2,2,122,Inactive,Win-back campaign
13901,United Kingdom,2867.2,5,1739.0,573.44,2011-01-25 09:01,2011-09-28 14:48,71,5,2867.2,2,5,5,255,Loyal customers,Nurture and recommend next purchase
13158,United Kingdom,1201.06,4,784.0,300.26,2011-01-25 09:58,2011-09-06 11:58,94,4,1201.06,2,4,4,244,Loyal customers,Nurture and recommend next purchase
14257,United Kingdom,3087.27,5,1682.0,617.45,2011-01-25 10:49,2011-10-19 13:38,50,5,3087.27,3,5,5,355,Champions,Nurture and recommend next purchase
15218,United Kingdom,5756.89,11,3329.0,523.35,2011-01-25 11:20,2011-11-29 11:48,10,11,5756.89,4,5,5,455,Champions,Nurture and recommend next purchase
15110,United Kingdom,973.2,4,246.0,243.3,2011-01-25 11:41,2011-11-16 11:16,23,4,973.2,4,4,4,444,Loyal customers,Nurture and recommend next purchase
14534,United Kingdom,4025.6,18,2027.0,223.64,2011-01-25 11:47,2011-12-07 12:19,2,18,4025.6,5,5,5,555,Champions,Nurture and recommend next purchase
15967,United Kingdom,397.68,2,205.0,198.84,2011-01-25 11:57,2011-11-16 15:41,22,2,397.68,4,3,2,432,Growing customers,Nurture and recommend next purchase
16757,United Kingdom,106.83,1,81.0,106.83,2011-01-25 11:59,2011-01-25 11:59,318,1,106.83,1,2,1,121,Inactive,Win-back campaign
12854,United Kingdom,1280.9,3,626.0,426.97,2011-01-25 12:11,2011-09-22 12:15,78,3,1280.9,2,4,4,244,Loyal customers,Nurture and recommend next purchase
13815,Germany,4014.91,4,2560.0,1003.73,2011-01-25 12:16,2011-11-17 14:19,21,4,4014.91,4,4,5,445,Champions,Nurture and recommend next purchase
18008,United Kingdom,2116.19,9,1581.0,235.13,2011-01-25 12:26,2011-09-30 15:17,69,9,2116.19,3,5,5,355,Champions,Nurture and recommend next purchase
18277,United Kingdom,97.63,1,68.0,97.63,2011-01-25 12:34,2011-10-12 15:22,57,1,97.63,3,2,1,321,Growing customers,Nurture and recommend next purchase
14389,United Kingdom,999.72,2,729.0,499.86,2011-01-25 12:45,2011-12-01 09:19,8,2,999.72,5,3,4,534,Loyal customers,Nurture and recommend next purchase
13703,United Kingdom,99.5,1,10.0,99.5,2011-01-25 13:10,2011-01-25 13:10,317,1,99.5,1,2,1,121,Inactive,Win-back campaign
15339,United Kingdom,557.57,2,416.0,278.79,2011-01-25 13:15,2011-10-04 12:51,65,2,557.57,3,3,3,333,Growing customers,Nurture and recommend next purchase
12744,Singapore,9120.39,7,5241.0,1302.91,2011-01-25 13:26,2011-10-19 11:18,51,7,9120.39,3,5,5,355,Champions,Nurture and recommend next purchase
16222,United Kingdom,773.55,1,325.0,773.55,2011-01-25 13:38,2011-01-25 13:38,317,1,773.55,1,2,3,123,Inactive,Win-back campaign
14341,United Kingdom,2151.08,8,1397.0,268.88,2011-01-25 13:55,2011-10-25 15:48,44,8,2151.08,3,5,5,355,Champions,Nurture and recommend next purchase
13168,United Kingdom,1290.54,4,670.0,322.63,2011-01-25 13:55,2011-11-03 12:56,35,4,1290.54,3,4,4,344,Loyal customers,Nurture and recommend next purchase
16943,United Kingdom,816.73,3,145.0,272.24,2011-01-25 14:00,2011-05-12 11:57,211,3,816.73,1,4,3,143,Inactive,Win-back campaign
17515,United Kingdom,639.02,4,243.0,159.75,2011-01-25 14:33,2011-11-08 14:04,30,4,639.02,4,4,3,443,Loyal customers,Nurture and recommend next purchase
17082,United Kingdom,2003.85,2,1049.0,1001.92,2011-01-25 14:36,2011-11-06 15:17,32,2,2003.85,3,3,5,335,Loyal customers,Nurture and recommend next purchase
14248,United Kingdom,302.58,1,102.0,302.58,2011-01-25 14:45,2011-01-25 14:45,317,1,302.58,1,2,2,122,Inactive,Win-back campaign
12609,Germany,1126.85,3,648.0,375.62,2011-01-25 15:13,2011-09-22 16:34,77,3,1126.85,2,4,4,244,Loyal customers,Nurture and recommend next purchase
13002,United Kingdom,120.95,1,73.0,120.95,2011-01-25 15:18,2011-01-25 15:18,317,1,120.95,1,2,1,121,Inactive,Win-back campaign
16133,United Kingdom,14305.66,33,8888.0,433.5,2011-01-25 15:55,2011-12-06 11:24,3,33,14305.66,5,5,5,555,Champions,Nurture and recommend next purchase
13049,United Kingdom,656.68,2,268.0,328.34,2011-01-25 16:33,2011-10-06 15:31,63,2,656.68,3,3,3,333,Growing customers,Nurture and recommend next purchase
14548,United Kingdom,652.8,2,256.0,326.4,2011-01-26 08:38,2011-07-12 12:19,150,2,652.8,2,3,3,233,Inactive,Win-back campaign
13405,United Kingdom,572.45,3,165.0,190.82,2011-01-26 09:27,2011-09-26 17:01,73,3,572.45,2,4,3,243,Inactive,Win-back campaign
14049,United Kingdom,5536.15,4,3808.0,1384.04,2011-01-26 10:30,2011-11-23 12:20,16,4,5536.15,4,4,5,445,Champions,Nurture and recommend next purchase
16043,United Kingdom,773.99,4,503.0,193.5,2011-01-26 11:14,2011-11-02 12:50,37,4,773.99,3,4,3,343,Loyal customers,Nurture and recommend next purchase
15812,United Kingdom,1801.14,5,922.0,360.23,2011-01-26 12:12,2011-08-24 14:19,106,5,1801.14,2,5,4,254,Loyal customers,Nurture and recommend next purchase
13837,United Kingdom,266.59,2,182.0,133.29,2011-01-26 12:15,2011-05-12 12:10,211,2,266.59,1,3,2,132,Inactive,Win-back campaign
17118,United Kingdom,157.02,1,154.0,157.02,2011-01-26 12:19,2011-01-26 12:19,317,1,157.02,1,2,1,121,Inactive,Win-back campaign
14616,United Kingdom,406.08,3,104.0,135.36,2011-01-26 12:42,2011-04-11 09:54,242,3,406.08,1,4,2,142,Inactive,Win-back campaign
14233,United Kingdom,1447.51,4,680.0,361.88,2011-01-26 12:43,2011-10-27 09:25,43,4,1447.51,3,4,4,344,Loyal customers,Nurture and recommend next purchase
17075,United Kingdom,813.77,4,292.0,203.44,2011-01-26 13:20,2011-11-22 11:58,17,4,813.77,4,4,3,443,Loyal customers,Nurture and recommend next purchase
16714,United Kingdom,879.06,3,589.0,293.02,2011-01-26 13:40,2011-05-05 11:09,218,3,879.06,1,4,3,143,Inactive,Win-back campaign
13098,United Kingdom,28658.88,28,15968.0,1023.53,2011-01-26 13:46,2011-12-08 14:14,0,28,28658.88,5,5,5,555,Champions,Nurture and recommend next purchase
17027,United Kingdom,835.86,6,416.0,139.31,2011-01-26 14:19,2011-09-22 12:24,78,6,835.86,2,5,3,253,Loyal customers,Nurture and recommend next purchase
12591,Italy,452.85,1,228.0,452.85,2011-01-26 14:35,2011-01-26 14:35,316,1,452.85,1,2,2,122,Inactive,Win-back campaign
17786,United Kingdom,266.85,2,195.0,133.43,2011-01-26 14:35,2011-09-15 12:51,84,2,266.85,2,3,2,232,Inactive,Win-back campaign
16124,United Kingdom,187.15,1,48.0,187.15,2011-01-26 14:45,2011-01-27 16:05,315,1,187.15,1,2,1,121,Inactive,Win-back campaign
16409,United Kingdom,2022.98,5,1304.0,404.6,2011-01-26 14:51,2011-11-03 16:45,35,5,2022.98,3,5,5,355,Champions,Nurture and recommend next purchase
13754,United Kingdom,282.6,2,214.0,141.3,2011-01-26 14:58,2011-07-11 11:51,151,2,282.6,2,3,2,232,Inactive,Win-back campaign
15227,United Kingdom,1219.4,5,750.0,243.88,2011-01-26 15:31,2011-11-03 11:59,36,5,1219.4,3,5,4,354,Loyal customers,Nurture and recommend next purchase
12997,United Kingdom,1197.94,4,664.0,299.49,2011-01-26 15:49,2011-11-17 15:47,21,4,1197.94,4,4,4,444,Loyal customers,Nurture and recommend next purchase
15215,United Kingdom,615.99,3,225.0,205.33,2011-01-26 17:25,2011-10-26 12:28,44,3,615.99,3,4,3,343,Loyal customers,Nurture and recommend next purchase
16918,United Kingdom,1043.34,6,721.0,173.89,2011-01-26 17:37,2011-10-21 12:50,49,6,1043.34,3,5,4,354,Loyal customers,Nurture and recommend next purchase
16882,United Kingdom,705.12,3,424.0,235.04,2011-01-26 17:43,2011-10-04 10:42,66,3,705.12,3,4,3,343,Loyal customers,Nurture and recommend next purchase
14442,Channel Islands,1544.62,2,482.0,772.31,2011-01-27 09:33,2011-12-08 11:53,1,2,1544.62,5,3,4,534,Loyal customers,Nurture and recommend next purchase
16496,United Kingdom,1562.22,3,1111.0,520.74,2011-01-27 09:42,2011-12-01 10:31,8,3,1562.22,5,4,4,544,Champions,Nurture and recommend next purchase
12764,Lebanon,1693.88,1,386.0,1693.88,2011-01-27 10:19,2011-01-27 10:19,316,1,1693.88,1,2,4,124,At-risk high value,Personal outreach + tailored offer
17311,United Kingdom,1384.85,2,1005.0,692.42,2011-01-27 10:56,2011-09-22 14:11,77,2,1384.85,2,3,4,234,At-risk high value,Personal outreach + tailored offer
15910,United Kingdom,1228.88,8,1013.0,153.61,2011-01-27 11:55,2011-12-09 10:51,0,8,1228.88,5,5,4,554,Champions,Nurture and recommend next purchase
16949,United Kingdom,1161.27,6,791.0,193.54,2011-01-27 12:11,2011-12-06 11:07,3,6,1161.27,5,5,4,554,Champions,Nurture and recommend next purchase
14970,United Kingdom,1592.06,4,250.0,398.01,2011-01-27 12:23,2011-10-02 13:44,67,4,1592.06,3,4,4,344,Loyal customers,Nurture and recommend next purchase
14701,United Kingdom,2462.94,9,921.0,273.66,2011-01-27 12:40,2011-11-29 12:38,10,9,2462.94,4,5,5,455,Champions,Nurture and recommend next purchase
12645,Germany,1755.38,4,1084.0,438.84,2011-01-27 13:08,2011-11-06 12:38,33,4,1755.38,3,4,4,344,Loyal customers,Nurture and recommend next purchase
12468,Germany,724.04,2,366.0,362.02,2011-01-27 13:29,2011-07-19 13:42,142,2,724.04,2,3,3,233,Inactive,Win-back campaign
16767,United Kingdom,5575.56,11,4423.0,506.87,2011-01-27 13:38,2011-11-09 09:42,30,11,5575.56,4,5,5,455,Champions,Nurture and recommend next purchase
14738,United Kingdom,1289.94,7,601.0,184.28,2011-01-27 14:10,2011-10-31 12:57,38,7,1289.94,3,5,4,354,Loyal customers,Nurture and recommend next purchase
17540,United Kingdom,570.4,2,194.0,285.2,2011-01-27 14:35,2011-12-01 09:00,8,2,570.4,5,3,3,533,Loyal customers,Nurture and recommend next purchase
14239,United Kingdom,2323.5,11,993.0,211.23,2011-01-27 14:45,2011-10-27 14:40,42,11,2323.5,3,5,5,355,Champions,Nurture and recommend next purchase
18125,United Kingdom,1130.1,4,800.0,282.52,2011-01-27 15:02,2011-11-10 12:29,29,4,1130.1,4,4,4,444,Loyal customers,Nurture and recommend next purchase
13328,United Kingdom,1308.48,1,680.0,1308.48,2011-01-27 15:22,2011-01-27 15:22,315,1,1308.48,1,2,4,124,At-risk high value,Personal outreach + tailored offer
15549,United Kingdom,1643.96,3,694.0,547.99,2011-01-27 15:38,2011-09-23 16:22,76,3,1643.96,2,4,4,244,Loyal customers,Nurture and recommend next purchase
15864,United Kingdom,1769.78,6,1192.0,294.96,2011-01-27 16:43,2011-11-17 13:32,21,6,1769.78,4,5,4,454,Champions,Nurture and recommend next purchase
14662,United Kingdom,741.37,4,578.0,185.34,2011-01-27 17:41,2011-11-11 12:13,28,4,741.37,4,4,3,443,Loyal customers,Nurture and recommend next purchase
17180,United Kingdom,768.32,4,670.0,192.08,2011-01-27 18:05,2011-10-14 15:46,55,4,768.32,3,4,3,343,Loyal customers,Nurture and recommend next purchase
15057,United Kingdom,1489.5,2,668.0,744.75,2011-01-28 09:09,2011-03-09 15:17,274,2,1489.5,1,3,4,134,At-risk high value,Personal outreach + tailored offer
12574,France,218.45,1,61.0,218.45,2011-01-28 09:20,2011-01-28 09:20,315,1,218.45,1,2,1,121,Inactive,Win-back campaign
13330,United Kingdom,1140.93,3,751.0,380.31,2011-01-28 10:08,2011-09-08 12:27,92,3,1140.93,2,4,4,244,Loyal customers,Nurture and recommend next purchase
13552,United Kingdom,3539.53,12,1417.0,294.96,2011-01-28 10:10,2011-10-04 15:19,65,12,3539.53,3,5,5,355,Champions,Nurture and recommend next purchase
12853,United Kingdom,1881.7,6,800.0,313.62,2011-01-28 10:28,2011-08-24 11:00,107,6,1881.7,2,5,4,254,Loyal customers,Nurture and recommend next purchase
13538,United Kingdom,1280.85,7,175.0,182.98,2011-01-28 10:40,2011-10-27 16:34,42,7,1280.85,3,5,4,354,Loyal customers,Nurture and recommend next purchase
16755,United Kingdom,1463.23,3,1058.0,487.74,2011-01-28 10:47,2011-08-17 13:21,113,3,1463.23,2,4,4,244,Loyal customers,Nurture and recommend next purchase
14133,United Kingdom,590.34,3,348.0,196.78,2011-01-28 11:27,2011-08-02 11:34,129,3,590.34,2,4,3,243,Inactive,Win-back campaign
16523,United Kingdom,9295.67,21,4265.0,442.65,2011-01-28 12:06,2011-12-08 09:06,1,21,9295.67,5,5,5,555,Champions,Nurture and recommend next purchase
14659,United Kingdom,2456.53,9,1195.0,272.95,2011-01-28 12:43,2011-12-01 12:17,8,9,2456.53,5,5,5,555,Champions,Nurture and recommend next purchase
13141,United Kingdom,2385.8,5,1548.0,477.16,2011-01-28 13:04,2011-09-16 09:54,84,5,2385.8,2,5,5,255,Loyal customers,Nurture and recommend next purchase
15365,United Kingdom,1330.45,7,1084.0,190.06,2011-01-28 13:08,2011-11-14 08:29,25,7,1330.45,4,5,4,454,Champions,Nurture and recommend next purchase
13707,United Kingdom,806.41,2,351.0,403.2,2011-01-28 13:27,2011-03-17 18:03,266,2,806.41,1,3,3,133,Inactive,Win-back campaign
13709,United Kingdom,6228.71,13,3508.0,479.13,2011-01-28 14:57,2011-12-06 10:28,3,13,6228.71,5,5,5,555,Champions,Nurture and recommend next purchase
17329,United Kingdom,523.11,2,142.0,261.56,2011-01-28 15:29,2011-11-25 14:24,13,2,523.11,4,3,3,433,Loyal customers,Nurture and recommend next purchase
14805,United Kingdom,546.4,4,114.0,136.6,2011-01-30 10:43,2011-11-24 16:20,14,4,546.4,4,4,3,443,Loyal customers,Nurture and recommend next purchase
16897,United Kingdom,213.03,2,73.0,106.52,2011-01-30 11:52,2011-02-13 15:45,298,2,213.03,1,3,1,131,Inactive,Win-back campaign
15579,United Kingdom,327.6,2,117.0,163.8,2011-01-30 12:09,2011-10-02 12:45,68,2,327.6,3,3,2,332,Growing customers,Nurture and recommend next purchase
14595,United Kingdom,1740.6,6,978.0,290.1,2011-01-30 13:36,2011-11-20 12:12,19,6,1740.6,4,5,4,454,Champions,Nurture and recommend next purchase
13161,United Kingdom,112.75,1,29.0,112.75,2011-01-30 14:03,2011-01-30 14:03,312,1,112.75,1,2,1,121,Inactive,Win-back campaign
15415,United Kingdom,559.61,1,551.0,559.61,2011-01-30 14:13,2011-01-30 14:13,312,1,559.61,1,2,3,123,Inactive,Win-back campaign
17431,United Kingdom,403.3,1,292.0,403.3,2011-01-30 14:36,2011-01-30 14:36,312,1,403.3,1,2,2,122,Inactive,Win-back campaign
17463,United Kingdom,1860.81,5,1086.0,372.16,2011-01-30 15:48,2011-11-23 13:40,15,5,1860.81,4,5,4,454,Champions,Nurture and recommend next purchase
14502,United Kingdom,2310.18,11,1480.0,210.02,2011-01-30 15:52,2011-11-20 11:50,19,11,2310.18,4,5,5,455,Champions,Nurture and recommend next purchase
12528,Germany,1922.28,6,756.0,320.38,2011-01-31 09:05,2011-11-30 14:40,8,6,1922.28,5,5,4,554,Champions,Nurture and recommend next purchase
15448,United Kingdom,494.64,1,232.0,494.64,2011-01-31 10:42,2011-01-31 10:42,312,1,494.64,1,2,3,123,Inactive,Win-back campaign
17314,United Kingdom,2514.76,8,1896.0,314.35,2011-01-31 11:25,2011-11-15 09:41,24,8,2514.76,4,5,5,455,Champions,Nurture and recommend next purchase
17373,United Kingdom,646.92,4,408.0,161.73,2011-01-31 11:46,2011-10-30 15:28,39,4,646.92,3,4,3,343,Loyal customers,Nurture and recommend next purchase
18145,United Kingdom,2861.55,4,2625.0,715.39,2011-01-31 12:10,2011-11-27 11:22,12,4,2861.55,4,4,5,445,Champions,Nurture and recommend next purchase
14467,United Kingdom,596.26,4,276.0,149.06,2011-01-31 12:35,2011-11-22 12:48,17,4,596.26,4,4,3,443,Loyal customers,Nurture and recommend next purchase
12908,United Kingdom,246.0,2,1200.0,123.0,2011-01-31 12:36,2011-10-12 10:11,58,2,246.0,3,3,2,332,Growing customers,Nurture and recommend next purchase
15144,United Kingdom,6530.04,17,3050.0,384.12,2011-01-31 13:17,2011-12-01 15:12,7,17,6530.04,5,5,5,555,Champions,Nurture and recommend next purchase
14776,United Kingdom,2195.58,11,3134.0,199.6,2011-01-31 13:17,2011-10-19 15:34,50,11,2195.58,3,5,5,355,Champions,Nurture and recommend next purchase
16403,United Kingdom,161.05,1,114.0,161.05,2011-01-31 13:39,2011-02-10 16:40,301,1,161.05,1,2,1,121,Inactive,Win-back campaign
16407,United Kingdom,2079.68,10,1093.0,207.97,2011-01-31 14:02,2011-11-27 11:05,12,10,2079.68,4,5,5,455,Champions,Nurture and recommend next purchase
17619,United Kingdom,214.37,1,124.0,214.37,2011-01-31 14:18,2011-01-31 14:18,311,1,214.37,1,2,1,121,Inactive,Win-back campaign
