review_id,product_id,user_id,review_date,year,month,star_rating,sentiment,verified_purchase,is_fake_review,review_length_words,has_title,title_word_count,num_images_attached,helpful_votes,total_votes,helpful_ratio,days_since_purchase,reviewer_review_count,is_top_reviewer,is_early_review,exclamation_marks,all_caps_ratio,readability_score,category,price_usd,price_tier,brand_tier
R00026796,P003159,U009389,2023-12-16,2023,12,4,positive,1,0,124,1,11,4,0,0,0.0,8,42,1,0,0,0.062,88.2,Food & Grocery,9.59,budget,premium
R00026797,P000507,U010829,2023-11-04,2023,11,3,neutral,1,0,40,1,10,0,28,34,0.824,6,2,0,0,0,0.008,79.0,Clothing,89.5,mid,budget
R00026798,P003981,U023768,2021-02-16,2021,2,3,neutral,1,0,102,0,0,0,4,5,0.8,2,27,1,0,0,0.072,53.0,Electronics,91.04,mid,premium
R00026799,P002954,U017114,2024-04-23,2024,4,4,positive,1,0,139,1,8,1,2,2,1.0,9,44,1,0,0,0.011,86.5,Food & Grocery,26.06,low,mid
R00026800,P003276,U039906,2024-08-09,2024,8,3,neutral,1,0,137,1,6,0,6,6,1.0,13,23,0,0,0,0.063,52.7,Toys & Games,39.47,low,mid
R00026801,P003464,U036963,2024-05-20,2024,5,4,positive,1,0,127,1,9,0,23,25,0.92,2,34,1,0,0,0.047,31.2,Clothing,21.58,low,budget
R00026802,P002320,U030364,2024-03-29,2024,3,1,negative,1,0,122,1,3,0,1,1,1.0,5,40,1,0,0,0.002,49.5,Food & Grocery,11.99,budget,mid
R00026803,P002562,U002935,2023-07-21,2023,7,3,neutral,0,0,47,1,3,0,15,16,0.938,17,31,1,0,0,0.069,74.5,Beauty,16.7,budget,budget
R00026804,P001556,U035394,2020-01-19,2020,1,3,neutral,0,0,166,0,0,0,3,3,1.0,66,39,1,1,0,0.033,91.6,Toys & Games,39.26,low,mid
R00026805,P003129,U038630,2021-03-22,2021,3,3,neutral,1,0,88,1,9,0,9,11,0.818,12,25,1,0,0,0.056,41.9,Beauty,17.39,budget,premium
R00026806,P002478,U000979,2020-07-05,2020,7,2,negative,1,0,144,0,0,0,9,10,0.9,10,1,0,0,0,0.052,32.2,Clothing,49.16,low,budget
R00026807,P001716,U012771,2023-08-03,2023,8,4,positive,1,0,32,1,7,5,1,2,0.5,29,16,0,0,0,0.021,76.2,Toys & Games,22.18,low,premium
R00026808,P001158,U016157,2024-08-31,2024,8,1,negative,0,0,39,1,11,0,5,5,1.0,10,13,0,0,0,0.031,70.9,Electronics,154.25,high,mid
R00026809,P003138,U006068,2020-12-01,2020,12,4,positive,0,0,57,1,6,0,7,8,0.875,5,44,1,0,0,0.026,86.4,Electronics,263.25,premium,premium
R00026810,P002256,U008375,2023-10-12,2023,10,4,positive,1,0,12,1,8,0,2,2,1.0,7,36,1,0,0,0.009,36.1,Books,14.58,budget,mid
R00026811,P001027,U033634,2023-02-15,2023,2,5,positive,0,0,73,1,10,0,1,1,1.0,16,48,1,0,0,0.06,71.4,Food & Grocery,19.05,budget,mid
R00026812,P003902,U036891,2024-04-30,2024,4,3,neutral,1,0,66,1,3,4,1,1,1.0,18,10,0,0,0,0.072,67.0,Toys & Games,30.78,low,mid
R00026813,P002705,U012918,2022-01-21,2022,1,1,negative,0,0,70,1,11,0,9,12,0.75,71,26,1,0,0,0.037,90.9,Beauty,9.59,budget,mid
R00026814,P003160,U018099,2023-01-28,2023,1,5,positive,0,1,33,0,0,0,1,1,1.0,7,25,1,0,7,0.123,51.2,Clothing,53.13,mid,premium
R00026815,P002816,U032139,2022-12-09,2022,12,5,positive,0,0,60,1,11,0,1,1,1.0,3,8,0,0,0,0.071,65.6,Books,29.41,low,mid
R00026816,P003127,U026384,2022-10-01,2022,10,3,neutral,0,0,90,1,7,0,15,17,0.882,34,37,1,0,0,0.032,94.2,Books,5.88,budget,mid
R00026817,P000448,U028824,2023-06-07,2023,6,5,positive,1,0,131,1,3,0,0,0,0.0,7,24,0,0,2,0.064,59.6,Sports & Outdoors,218.75,high,mid
R00026818,P001425,U006657,2023-02-23,2023,2,4,positive,1,0,55,1,10,0,4,5,0.8,5,13,0,0,0,0.055,67.9,Home & Kitchen,28.78,low,mid
R00026819,P003873,U029548,2022-09-13,2022,9,4,positive,1,0,118,1,11,0,18,20,0.9,10,27,1,0,0,0.023,25.6,Electronics,184.74,high,budget
R00026820,P003996,U013790,2024-03-25,2024,3,3,neutral,0,0,78,1,7,4,34,39,0.872,85,42,1,0,0,0.025,58.0,Electronics,172.02,high,mid
R00026821,P000252,U012532,2023-09-26,2023,9,4,positive,1,0,103,1,3,0,7,9,0.778,6,25,1,0,0,0.071,62.2,Health,21.66,low,mid
R00026822,P003668,U038270,2021-04-19,2021,4,2,negative,1,0,56,1,4,1,3,4,0.75,3,38,1,0,0,0.009,82.0,Electronics,138.41,high,mid
R00026823,P001143,U025040,2024-05-30,2024,5,3,neutral,1,0,34,1,5,0,5,7,0.714,7,28,1,0,0,0.007,54.0,Toys & Games,11.48,budget,budget
R00026824,P004173,U038834,2023-04-15,2023,4,5,positive,1,0,52,1,8,0,3,4,0.75,7,11,0,0,0,0.045,66.4,Automotive,61.7,mid,mid
R00026825,P001944,U025052,2023-04-17,2023,4,4,positive,1,0,44,1,6,0,22,23,0.957,16,20,0,0,0,0.001,71.7,Electronics,755.81,premium,mid
R00026826,P001492,U015285,2021-06-22,2021,6,3,neutral,1,0,93,1,4,1,4,5,0.8,14,36,1,0,0,0.046,66.9,Toys & Games,46.55,low,premium
R00026827,P001451,U026134,2020-06-11,2020,6,4,positive,1,0,59,1,3,5,8,8,1.0,12,34,1,0,0,0.015,55.1,Toys & Games,36.95,low,mid
R00026828,P003429,U000006,2021-12-21,2021,12,4,positive,0,0,93,1,5,0,3,4,0.75,14,30,1,0,0,0.042,54.6,Food & Grocery,32.07,low,mid
R00026829,P003413,U032837,2023-02-27,2023,2,3,neutral,1,0,62,0,0,0,7,9,0.778,24,45,1,0,0,0.069,64.8,Books,46.06,low,budget
R00026830,P003006,U027584,2022-10-24,2022,10,4,positive,0,0,111,1,4,0,3,3,1.0,13,33,1,0,0,0.06,71.6,Toys & Games,16.01,budget,mid
R00026831,P004757,U017309,2022-10-28,2022,10,4,positive,1,0,97,0,0,2,2,2,1.0,22,1,0,0,0,0.064,95.9,Home & Kitchen,54.89,mid,mid
R00026832,P001537,U008537,2022-04-10,2022,4,4,positive,1,0,82,1,4,0,8,10,0.8,5,23,0,0,0,0.026,81.6,Toys & Games,17.41,budget,budget
R00026833,P003070,U014255,2022-04-11,2022,4,5,positive,1,0,44,1,5,0,4,4,1.0,77,43,1,0,1,0.075,86.9,Home & Kitchen,42.91,low,premium
R00026834,P002219,U019603,2021-06-24,2021,6,2,negative,0,0,34,1,11,0,1,1,1.0,11,23,0,0,0,0.037,58.0,Food & Grocery,21.41,low,mid
R00026835,P002837,U026032,2024-12-30,2024,12,3,neutral,1,0,53,1,3,0,34,42,0.81,13,8,0,0,0,0.017,58.2,Sports & Outdoors,32.46,low,budget
R00026836,P000743,U011618,2024-08-21,2024,8,4,positive,1,0,71,0,0,0,1,2,0.5,21,44,1,0,0,0.002,72.2,Health,42.58,low,mid
R00026837,P004577,U028536,2023-05-10,2023,5,3,neutral,1,0,18,1,6,3,22,26,0.846,3,42,1,0,0,0.01,62.0,Toys & Games,47.87,low,mid
R00026838,P004360,U008173,2023-03-23,2023,3,5,positive,1,0,36,0,0,0,0,0,0.0,5,39,1,0,0,0.025,87.9,Beauty,25.36,low,premium
R00026839,P004783,U034309,2021-01-09,2021,1,1,negative,1,0,101,1,11,0,13,13,1.0,14,24,0,0,0,0.011,69.6,Food & Grocery,23.81,low,mid
R00026840,P003690,U015773,2024-08-01,2024,8,5,positive,1,0,19,1,4,0,9,9,1.0,3,31,1,0,1,0.013,73.3,Home & Kitchen,30.79,low,budget
R00026841,P003516,U035684,2021-01-04,2021,1,5,positive,1,0,51,0,0,0,91,99,0.919,53,19,0,0,1,0.006,65.4,Beauty,37.42,low,premium
R00026842,P000265,U021125,2024-02-25,2024,2,4,positive,1,0,36,1,8,0,3,5,0.6,6,42,1,0,0,0.032,84.3,Food & Grocery,42.03,low,mid
R00026843,P002223,U020518,2021-01-07,2021,1,2,negative,0,0,42,1,4,0,5,6,0.833,18,38,1,0,0,0.045,58.9,Home & Kitchen,24.77,low,mid
R00026844,P000179,U007661,2024-12-13,2024,12,5,positive,1,0,19,1,4,0,14,14,1.0,43,23,0,0,0,0.03,88.0,Health,30.08,low,mid
R00026845,P004642,U023470,2022-07-15,2022,7,5,positive,1,0,60,1,11,1,0,0,0.0,6,7,0,0,2,0.023,90.7,Electronics,131.0,high,mid
R00026846,P002954,U035825,2021-06-25,2021,6,1,negative,1,0,99,1,7,0,5,6,0.833,11,29,1,0,0,0.041,62.9,Food & Grocery,26.06,low,mid
R00026847,P000304,U027935,2020-11-16,2020,11,2,negative,1,0,30,1,6,4,0,0,0.0,8,24,0,0,0,0.05,62.7,Books,17.36,budget,budget
R00026848,P002994,U025923,2024-07-21,2024,7,1,negative,1,0,88,1,8,0,2,2,1.0,16,37,1,0,0,0.059,100.0,Books,17.74,budget,budget
R00026849,P003233,U014437,2023-06-09,2023,6,3,neutral,1,0,53,1,3,0,4,5,0.8,17,36,1,0,0,0.063,64.2,Books,27.97,low,mid
R00026850,P004904,U009601,2023-09-02,2023,9,5,positive,1,0,38,1,3,0,0,0,0.0,1,34,1,0,1,0.001,62.7,Health,44.74,low,mid
R00026851,P003290,U008721,2022-04-25,2022,4,4,positive,1,0,49,0,0,0,6,6,1.0,9,28,1,0,0,0.02,56.5,Home & Kitchen,24.29,low,mid
R00026852,P004041,U036300,2023-12-15,2023,12,3,neutral,0,0,139,1,8,0,0,0,0.0,13,16,0,0,0,0.059,53.5,Home & Kitchen,28.52,low,premium
R00026853,P003882,U013624,2024-12-30,2024,12,4,positive,0,0,73,1,11,0,21,23,0.913,7,44,1,0,0,0.047,58.7,Food & Grocery,51.52,mid,mid
R00026854,P003610,U030798,2020-03-05,2020,3,5,positive,0,0,99,1,11,0,9,9,1.0,25,7,0,0,1,0.007,70.7,Clothing,30.12,low,budget
R00026855,P000545,U011198,2024-04-23,2024,4,5,positive,1,1,75,1,10,5,6,6,1.0,5,48,1,0,3,0.368,74.8,Electronics,180.6,high,premium
R00026856,P001673,U020492,2024-08-19,2024,8,4,positive,1,0,41,1,4,2,45,50,0.9,14,39,1,0,0,0.008,58.9,Beauty,14.6,budget,mid
R00026857,P003772,U031382,2022-05-24,2022,5,4,positive,1,0,43,1,11,3,8,8,1.0,4,21,0,0,0,0.06,76.4,Automotive,70.63,mid,premium
R00026858,P004469,U025525,2023-04-22,2023,4,2,negative,1,0,29,1,10,0,3,3,1.0,3,12,0,0,0,0.068,53.4,Automotive,75.32,mid,premium
R00026859,P000827,U029062,2024-04-22,2024,4,3,neutral,1,0,90,1,7,3,3,3,1.0,25,44,1,0,0,0.017,61.5,Sports & Outdoors,74.48,mid,premium
R00026860,P000001,U009952,2021-11-19,2021,11,5,positive,0,0,48,1,8,0,11,12,0.917,15,33,1,0,1,0.069,68.7,Toys & Games,16.55,budget,premium
R00026861,P004254,U015427,2023-03-18,2023,3,4,positive,1,0,102,1,11,0,4,4,1.0,29,1,0,0,0,0.042,53.5,Books,13.67,budget,mid
R00026862,P001183,U001297,2022-01-24,2022,1,4,positive,1,0,19,1,3,0,3,3,1.0,3,44,1,0,0,0.068,94.4,Electronics,109.73,high,mid
R00026863,P002639,U033675,2021-08-27,2021,8,3,neutral,0,0,45,0,0,0,16,17,0.941,1,9,0,0,0,0.076,65.6,Toys & Games,28.86,low,mid
R00026864,P004959,U027748,2024-10-07,2024,10,3,neutral,1,0,52,0,0,0,3,5,0.6,4,16,0,0,0,0.027,84.0,Home & Kitchen,43.74,low,mid
R00026865,P003735,U005011,2024-01-11,2024,1,2,negative,1,0,22,1,5,0,2,3,0.667,2,6,0,0,0,0.046,61.3,Electronics,148.1,high,mid
R00026866,P000822,U006634,2023-12-04,2023,12,3,neutral,1,0,26,1,7,0,1,1,1.0,5,18,0,0,0,0.041,92.2,Sports & Outdoors,54.99,mid,mid
R00026867,P004637,U018407,2023-05-26,2023,5,1,negative,0,0,118,1,4,0,3,3,1.0,18,15,0,0,0,0.055,89.3,Home & Kitchen,10.07,budget,mid
R00026868,P001085,U007153,2023-11-13,2023,11,3,neutral,1,0,58,1,8,0,27,31,0.871,3,35,1,0,0,0.007,34.7,Automotive,72.03,mid,mid
R00026869,P004131,U016207,2023-08-19,2023,8,2,negative,1,0,81,1,3,2,4,5,0.8,22,42,1,0,0,0.076,73.6,Beauty,10.19,budget,budget
R00026870,P000049,U031080,2024-08-12,2024,8,1,negative,0,0,78,1,8,5,2,2,1.0,41,41,1,0,0,0.02,79.9,Beauty,33.99,low,mid
R00026871,P001178,U016395,2023-04-15,2023,4,5,positive,0,1,97,0,0,0,8,12,0.667,8,45,1,0,4,0.19,44.5,Home & Kitchen,39.85,low,budget
R00026872,P000558,U018199,2024-10-08,2024,10,4,positive,1,0,62,0,0,0,1,1,1.0,29,27,1,0,0,0.041,48.0,Books,12.64,budget,premium
R00026873,P002792,U017608,2023-06-12,2023,6,3,neutral,0,0,72,1,10,0,2,2,1.0,4,33,1,0,0,0.041,67.7,Electronics,209.8,high,premium
R00026874,P003017,U006171,2022-11-15,2022,11,4,positive,1,0,99,1,3,0,7,8,0.875,129,34,1,0,0,0.005,42.5,Food & Grocery,14.15,budget,mid
R00026875,P003535,U003407,2023-11-23,2023,11,1,negative,1,0,114,1,3,0,2,2,1.0,3,40,1,0,0,0.072,22.2,Beauty,16.17,budget,mid
R00026876,P001460,U009665,2020-07-20,2020,7,3,neutral,0,0,188,1,9,5,4,4,1.0,18,46,1,0,0,0.024,62.5,Home & Kitchen,116.83,high,budget
R00026877,P004747,U039507,2023-02-25,2023,2,3,neutral,1,0,20,1,5,0,2,2,1.0,4,22,0,0,0,0.033,73.1,Home & Kitchen,96.38,mid,budget
R00026878,P000065,U001204,2022-10-24,2022,10,5,positive,1,0,193,0,0,0,19,23,0.826,15,1,0,0,1,0.047,77.8,Sports & Outdoors,41.27,low,premium
R00026879,P001595,U005769,2021-10-31,2021,10,3,neutral,1,0,147,1,7,0,18,19,0.947,13,31,1,0,0,0.044,75.4,Toys & Games,17.52,budget,budget
R00026880,P000292,U035276,2024-05-15,2024,5,3,neutral,1,0,77,1,5,0,14,15,0.933,9,39,1,0,0,0.008,81.8,Electronics,286.06,premium,premium
R00026881,P001841,U022072,2023-04-22,2023,4,4,positive,1,0,33,1,5,0,11,12,0.917,5,5,0,0,0,0.079,78.8,Electronics,179.93,high,mid
R00026882,P004735,U003437,2023-04-30,2023,4,5,positive,1,1,48,1,5,0,1,1,1.0,4,13,0,0,7,0.12,56.0,Health,97.47,mid,budget
R00026883,P001505,U033456,2024-08-29,2024,8,2,negative,0,0,132,1,6,0,8,10,0.8,52,27,1,0,0,0.055,51.1,Toys & Games,15.85,budget,mid
R00026884,P001523,U004138,2022-03-29,2022,3,4,positive,0,0,55,1,8,1,9,11,0.818,2,21,0,0,0,0.056,75.8,Health,21.39,low,budget
R00026885,P001459,U014499,2022-06-23,2022,6,5,positive,1,0,31,1,11,4,7,7,1.0,15,37,1,0,0,0.056,59.6,Food & Grocery,9.72,budget,premium
R00026886,P004132,U002187,2023-08-16,2023,8,5,positive,1,0,124,1,11,0,2,2,1.0,23,24,0,0,1,0.02,66.7,Sports & Outdoors,165.22,high,budget
R00026887,P002950,U001794,2024-04-16,2024,4,1,negative,1,0,248,1,6,0,9,9,1.0,12,10,0,0,0,0.003,72.8,Health,75.86,mid,mid
R00026888,P002097,U005497,2024-06-13,2024,6,4,positive,1,0,65,1,11,0,20,22,0.909,13,49,1,0,0,0.004,74.8,Electronics,60.35,mid,budget
R00026889,P001842,U023260,2020-03-12,2020,3,4,positive,1,0,31,0,0,0,0,0,0.0,18,41,1,0,0,0.011,58.1,Books,44.7,low,budget
R00026890,P003424,U012558,2024-09-21,2024,9,5,positive,0,0,65,1,4,0,4,5,0.8,16,22,0,0,1,0.009,78.9,Home & Kitchen,77.26,mid,premium
R00026891,P004913,U036877,2024-10-31,2024,10,3,neutral,0,0,76,1,11,0,3,3,1.0,16,23,0,0,0,0.005,95.9,Home & Kitchen,85.53,mid,mid
R00026892,P002263,U030121,2024-11-20,2024,11,3,neutral,1,0,33,1,6,0,0,0,0.0,26,36,1,0,0,0.023,79.3,Home & Kitchen,91.19,mid,budget
R00026893,P001130,U034375,2024-02-01,2024,2,4,positive,1,0,52,1,6,0,20,24,0.833,20,2,0,0,0,0.069,80.3,Automotive,66.98,mid,mid
R00026894,P001994,U000712,2021-08-15,2021,8,4,positive,1,0,23,1,9,0,1,1,1.0,4,33,1,0,0,0.001,46.2,Electronics,163.97,high,budget
R00026895,P000909,U035154,2024-02-02,2024,2,4,positive,1,0,157,1,6,0,8,9,0.889,6,41,1,0,0,0.06,64.4,Clothing,26.03,low,budget
R00026896,P003314,U031888,2022-01-06,2022,1,3,neutral,1,0,40,1,6,0,3,3,1.0,25,12,0,0,0,0.005,67.1,Sports & Outdoors,91.05,mid,mid
R00026897,P000107,U000514,2023-11-25,2023,11,2,negative,1,0,39,1,11,0,113,137,0.825,45,18,0,0,0,0.03,56.1,Home & Kitchen,70.74,mid,budget
R00026898,P002217,U008552,2024-08-04,2024,8,3,neutral,1,0,45,1,4,4,10,12,0.833,44,34,1,0,0,0.075,82.8,Electronics,389.23,premium,mid
R00026899,P000143,U027591,2023-07-22,2023,7,1,negative,1,0,153,1,8,0,4,5,0.8,4,18,0,0,0,0.042,76.6,Food & Grocery,42.4,low,premium
R00026900,P000172,U034811,2021-08-06,2021,8,4,positive,1,0,23,1,5,3,5,5,1.0,16,16,0,0,0,0.068,75.8,Books,23.15,low,mid
R00026901,P001904,U031248,2024-05-24,2024,5,3,neutral,1,0,16,1,9,0,3,3,1.0,18,4,0,0,0,0.071,79.4,Electronics,92.56,mid,mid
R00026902,P003782,U027332,2024-01-10,2024,1,3,neutral,1,0,24,0,0,0,17,20,0.85,6,41,1,0,0,0.035,61.3,Toys & Games,25.66,low,mid
R00026903,P003346,U038393,2024-11-01,2024,11,4,positive,1,0,18,1,8,3,11,11,1.0,4,7,0,0,0,0.071,58.8,Beauty,48.22,low,premium
R00026904,P004497,U028705,2024-09-10,2024,9,4,positive,1,0,49,0,0,0,0,0,0.0,4,19,0,0,0,0.02,60.9,Home & Kitchen,69.81,mid,budget
R00026905,P002153,U012608,2024-02-18,2024,2,3,neutral,1,0,95,1,9,2,0,0,0.0,8,30,1,0,0,0.061,88.6,Toys & Games,87.7,mid,premium
R00026906,P000821,U037392,2024-05-01,2024,5,4,positive,1,0,18,1,4,2,1,1,1.0,30,11,0,0,0,0.067,83.0,Electronics,61.08,mid,budget
R00026907,P000385,U024734,2024-10-14,2024,10,5,positive,0,0,39,0,0,0,75,76,0.987,10,37,1,0,0,0.072,73.2,Home & Kitchen,75.66,mid,mid
R00026908,P001226,U006648,2024-06-02,2024,6,4,positive,1,0,70,1,6,0,7,8,0.875,33,11,0,0,0,0.009,80.5,Health,45.7,low,mid
R00026909,P002518,U027183,2020-03-09,2020,3,5,positive,0,0,27,1,11,0,16,19,0.842,49,27,1,0,1,0.064,56.3,Clothing,63.44,mid,budget
R00026910,P001389,U005799,2024-06-15,2024,6,4,positive,1,0,65,1,5,4,2,2,1.0,1,13,0,0,0,0.071,54.5,Health,74.92,mid,mid
R00026911,P003802,U025325,2024-07-22,2024,7,4,positive,0,0,47,1,4,0,15,18,0.833,5,23,0,0,0,0.013,85.5,Clothing,49.32,low,premium
R00026912,P003303,U018731,2021-04-21,2021,4,4,positive,1,0,69,1,4,0,1,1,1.0,11,10,0,0,0,0.012,87.0,Clothing,17.09,budget,budget
R00026913,P002153,U035507,2023-09-22,2023,9,3,neutral,0,0,35,1,9,0,5,7,0.714,5,17,0,0,0,0.061,100.0,Toys & Games,87.7,mid,premium
R00026914,P003571,U006680,2023-06-05,2023,6,4,positive,1,0,32,1,5,0,9,13,0.692,63,34,1,0,0,0.024,69.1,Toys & Games,106.87,high,mid
R00026915,P002312,U002021,2024-01-02,2024,1,2,negative,1,0,33,1,8,0,43,47,0.915,31,35,1,0,0,0.057,65.3,Electronics,134.69,high,mid
R00026916,P000216,U013728,2024-02-05,2024,2,4,positive,1,0,84,1,7,0,61,71,0.859,5,22,0,0,0,0.005,56.7,Beauty,38.01,low,premium
R00026917,P003689,U004950,2023-02-22,2023,2,2,negative,1,0,31,1,9,0,1,1,1.0,6,5,0,0,0,0.062,67.3,Sports & Outdoors,66.24,mid,mid
R00026918,P003312,U014713,2024-10-30,2024,10,4,positive,1,0,44,0,0,0,0,0,0.0,23,15,0,0,0,0.064,53.1,Food & Grocery,31.55,low,budget
R00026919,P002615,U035453,2023-03-16,2023,3,1,negative,1,0,267,1,8,0,35,41,0.854,82,15,0,0,0,0.065,61.1,Clothing,14.85,budget,premium
R00026920,P000742,U014748,2024-06-16,2024,6,3,neutral,1,0,47,1,5,1,0,0,0.0,14,41,1,0,0,0.013,67.3,Electronics,846.7,premium,mid
R00026921,P002582,U006594,2024-08-13,2024,8,4,positive,1,0,48,1,9,4,1,1,1.0,17,19,0,0,0,0.043,74.7,Toys & Games,39.5,low,budget
R00026922,P001298,U009239,2022-08-19,2022,8,3,neutral,1,0,49,1,7,1,2,2,1.0,11,10,0,0,0,0.019,70.5,Electronics,116.71,high,mid
R00026923,P004860,U014802,2024-07-13,2024,7,3,neutral,1,0,50,1,3,0,4,4,1.0,49,36,1,0,0,0.028,70.3,Clothing,33.45,low,mid
R00026924,P002334,U021618,2022-07-18,2022,7,5,positive,1,0,123,1,4,0,5,7,0.714,10,43,1,0,0,0.077,62.7,Electronics,205.81,high,budget
R00026925,P003932,U033993,2023-08-03,2023,8,4,positive,1,0,29,1,5,0,3,3,1.0,4,19,0,0,0,0.062,92.6,Sports & Outdoors,47.51,low,premium
R00026926,P002858,U032720,2022-02-19,2022,2,4,positive,1,0,38,1,9,0,12,13,0.923,12,33,1,0,0,0.037,78.9,Home & Kitchen,105.05,high,mid
R00026927,P004106,U014259,2023-06-16,2023,6,1,negative,1,0,97,1,4,0,26,33,0.788,5,30,1,0,0,0.003,63.3,Electronics,230.51,high,budget
R00026928,P002330,U037572,2020-07-10,2020,7,5,positive,1,0,70,1,3,0,10,13,0.769,34,4,0,0,2,0.073,70.8,Books,11.87,budget,budget
R00026929,P002886,U012978,2024-01-24,2024,1,3,neutral,1,0,109,1,5,0,25,29,0.862,7,34,1,0,0,0.06,80.3,Clothing,105.33,high,premium
R00026930,P002420,U018144,2022-10-23,2022,10,4,positive,0,0,53,1,8,0,0,0,0.0,13,29,1,0,0,0.027,52.4,Food & Grocery,22.66,low,mid
R00026931,P004721,U022673,2023-09-22,2023,9,3,neutral,1,0,45,0,0,0,34,36,0.944,6,4,0,0,0,0.043,79.6,Home & Kitchen,19.74,budget,mid
R00026932,P000652,U001177,2022-02-17,2022,2,5,positive,1,1,74,1,6,0,0,0,0.0,10,20,0,0,7,0.177,74.4,Health,24.68,low,budget
R00026933,P001750,U033135,2021-11-14,2021,11,2,negative,0,0,75,1,4,0,11,12,0.917,5,11,0,0,0,0.035,68.1,Home & Kitchen,39.91,low,budget
R00026934,P002761,U032995,2022-12-01,2022,12,1,negative,1,0,69,1,6,0,3,3,1.0,15,39,1,0,0,0.004,55.4,Sports & Outdoors,75.05,mid,budget
R00026935,P000451,U037786,2023-08-14,2023,8,4,positive,1,1,26,1,8,0,7,9,0.778,31,3,0,0,6,0.279,75.5,Electronics,258.69,premium,budget
R00026936,P004206,U034927,2023-11-21,2023,11,3,neutral,0,0,31,1,8,0,7,9,0.778,65,10,0,0,0,0.002,65.7,Beauty,22.1,low,premium
R00026937,P004355,U037296,2023-11-17,2023,11,5,positive,1,0,45,1,4,0,8,10,0.8,10,15,0,0,2,0.021,100.0,Health,10.09,budget,mid
R00026938,P001047,U017963,2020-04-16,2020,4,5,positive,0,0,27,1,3,0,10,13,0.769,10,11,0,0,2,0.006,57.6,Clothing,25.34,low,budget
R00026939,P004706,U001200,2023-11-11,2023,11,3,neutral,1,0,21,1,8,0,3,3,1.0,12,23,0,0,0,0.039,62.8,Clothing,63.45,mid,premium
R00026940,P003073,U005577,2024-01-29,2024,1,4,positive,1,0,139,0,0,0,7,9,0.778,10,36,1,0,0,0.046,55.8,Toys & Games,85.81,mid,premium
R00026941,P002966,U032163,2020-09-06,2020,9,3,neutral,0,0,37,1,7,0,7,7,1.0,2,25,1,0,0,0.065,84.4,Books,31.22,low,mid
R00026942,P001746,U000544,2020-10-03,2020,10,5,positive,1,0,65,1,6,0,12,15,0.8,44,32,1,0,0,0.017,72.2,Sports & Outdoors,42.52,low,mid
R00026943,P002850,U026861,2023-10-06,2023,10,1,negative,0,0,126,1,3,0,23,28,0.821,7,38,1,0,0,0.01,52.5,Home & Kitchen,81.19,mid,mid
R00026944,P001287,U031807,2021-05-15,2021,5,1,negative,0,0,107,1,4,0,17,19,0.895,11,38,1,0,0,0.077,57.0,Home & Kitchen,76.36,mid,mid
R00026945,P000173,U035539,2020-04-24,2020,4,1,negative,0,0,193,1,10,0,7,8,0.875,7,23,0,0,0,0.061,74.7,Clothing,49.19,low,mid
R00026946,P003681,U033445,2022-10-30,2022,10,2,negative,0,0,26,1,11,0,4,5,0.8,15,19,0,0,0,0.068,45.9,Beauty,20.83,low,premium
R00026947,P004791,U012727,2024-03-17,2024,3,5,positive,1,1,33,1,11,5,2,3,0.667,34,26,1,0,5,0.263,67.0,Books,34.81,low,premium
R00026948,P000450,U031724,2020-10-31,2020,10,4,positive,1,0,33,1,3,0,18,18,1.0,6,22,0,0,0,0.01,87.1,Sports & Outdoors,89.15,mid,budget
R00026949,P002982,U025256,2024-12-02,2024,12,4,positive,1,0,60,1,5,0,2,2,1.0,8,47,1,0,0,0.073,65.6,Clothing,23.24,low,budget
R00026950,P001277,U009725,2024-03-26,2024,3,5,positive,0,0,37,1,10,0,17,22,0.773,2,17,0,0,2,0.068,79.0,Clothing,158.05,high,mid
R00026951,P001883,U032062,2024-12-17,2024,12,5,positive,1,0,134,1,9,1,45,51,0.882,2,41,1,0,2,0.025,42.1,Home & Kitchen,43.58,low,mid
R00026952,P001407,U023297,2024-11-12,2024,11,2,negative,0,0,22,1,5,4,1,1,1.0,19,46,1,0,0,0.079,53.9,Automotive,34.78,low,mid
R00026953,P000343,U023621,2023-03-08,2023,3,3,neutral,1,0,112,1,8,0,0,0,0.0,19,24,0,0,0,0.014,58.2,Toys & Games,9.77,budget,budget
R00026954,P004934,U030482,2020-08-19,2020,8,3,neutral,1,0,51,1,11,0,37,43,0.86,22,3,0,0,0,0.079,71.8,Clothing,16.28,budget,budget
R00026955,P002869,U035252,2024-03-14,2024,3,5,positive,0,0,88,1,8,0,24,26,0.923,3,28,1,0,0,0.036,56.9,Food & Grocery,31.96,low,mid
R00026956,P002815,U026011,2024-01-13,2024,1,5,positive,1,0,82,1,5,2,11,13,0.846,7,38,1,0,1,0.017,69.4,Electronics,288.74,premium,mid
R00026957,P002888,U035795,2024-07-12,2024,7,3,neutral,1,0,21,1,5,0,2,2,1.0,1,43,1,0,0,0.046,86.7,Food & Grocery,30.68,low,mid
R00026958,P000421,U023048,2024-10-27,2024,10,5,positive,1,0,76,1,3,0,1,1,1.0,14,44,1,0,0,0.028,85.2,Sports & Outdoors,82.5,mid,mid
R00026959,P001987,U036554,2021-08-08,2021,8,5,positive,0,0,59,1,11,0,0,0,0.0,50,25,1,0,2,0.032,97.7,Clothing,60.06,mid,mid
