review_id,product_id,user_id,review_date,year,month,star_rating,sentiment,verified_purchase,is_fake_review,review_length_words,has_title,title_word_count,num_images_attached,helpful_votes,total_votes,helpful_ratio,days_since_purchase,reviewer_review_count,is_top_reviewer,is_early_review,exclamation_marks,all_caps_ratio,readability_score,category,price_usd,price_tier,brand_tier,seller_id,seller_fake_rate,sentiment_score,quality_aspect,shipping_aspect,value_aspect,service_aspect,emotion
R00022418,P002926,U035650,2024-01-15,2024,1,5,positive,1,0,83,1,11,5,7,7,1.0,20,30,1,0,1,0.018,63.9,Sports & Outdoors,28.67,low,budget,S0270,0.0915,0.941,positive,neutral,positive,positive,delight
R00022419,P000125,U038199,2022-07-24,2022,7,2,negative,1,0,58,1,9,0,4,4,1.0,29,5,0,0,0,0.007,47.7,Electronics,239.23,high,budget,S0406,0.0222,-0.612,neutral,negative,negative,negative,frustration
R00022420,P004028,U020519,2024-04-02,2024,4,5,positive,1,0,70,1,5,0,15,19,0.789,19,23,0,0,1,0.029,52.7,Sports & Outdoors,118.39,high,budget,S0244,0.058,0.943,positive,positive,neutral,positive,joy
R00022421,P000060,U005040,2023-08-20,2023,8,1,negative,0,0,73,1,4,0,12,13,0.923,8,26,1,0,0,0.037,91.0,Electronics,281.51,premium,budget,S0092,0.0578,-0.917,negative,negative,negative,negative,frustration
R00022422,P003143,U001410,2024-01-20,2024,1,5,positive,0,0,104,0,0,0,3,3,1.0,6,10,0,0,1,0.061,57.1,Automotive,31.13,low,mid,S0225,0.0508,1.0,positive,positive,neutral,neutral,delight
R00022423,P000450,U034233,2024-05-13,2024,5,4,positive,1,0,39,0,0,0,2,2,1.0,9,26,1,0,0,0.017,34.7,Sports & Outdoors,89.15,mid,budget,S0480,0.0928,0.423,neutral,positive,positive,neutral,satisfaction
R00022424,P003964,U038334,2023-06-09,2023,6,3,neutral,1,0,14,1,6,0,2,2,1.0,11,44,1,0,0,0.044,37.2,Clothing,31.87,low,budget,S0191,0.0647,0.019,positive,positive,neutral,neutral,neutral
R00022425,P002655,U028880,2021-01-14,2021,1,4,positive,1,0,16,1,11,0,12,15,0.8,13,44,1,0,0,0.048,35.7,Home & Kitchen,139.6,high,budget,S0472,0.0497,0.379,neutral,positive,positive,neutral,satisfaction
R00022426,P000797,U022210,2024-02-02,2024,2,2,negative,1,0,90,1,11,0,3,3,1.0,15,39,1,0,0,0.003,68.6,Electronics,136.39,high,mid,S0241,0.058,-0.626,negative,negative,negative,negative,frustration
R00022427,P000339,U006829,2023-10-23,2023,10,5,positive,1,0,46,1,9,3,2,2,1.0,23,11,0,0,1,0.019,69.1,Electronics,379.27,premium,mid,S0320,0.0513,0.888,neutral,positive,neutral,positive,joy
R00022428,P001225,U022629,2024-08-10,2024,8,1,negative,1,1,214,1,9,0,4,5,0.8,24,2,0,0,4,0.387,61.9,Electronics,526.23,premium,mid,S0123,0.0743,-1.0,negative,negative,negative,negative,frustration
R00022429,P004847,U020683,2023-11-03,2023,11,2,negative,1,0,54,1,3,0,4,4,1.0,21,44,1,0,0,0.067,91.0,Electronics,64.41,mid,premium,S0068,0.0632,-0.567,neutral,negative,neutral,negative,disappointment
R00022430,P000612,U029849,2024-06-16,2024,6,2,negative,0,0,54,1,4,0,11,12,0.917,3,21,0,0,0,0.01,66.8,Sports & Outdoors,55.8,mid,budget,S0081,0.0616,-0.466,negative,neutral,negative,negative,disappointment
R00022431,P002289,U004046,2023-08-31,2023,8,3,neutral,1,0,66,1,10,0,7,7,1.0,18,1,0,0,0,0.057,68.3,Clothing,49.75,low,mid,S0169,0.0526,-0.105,positive,neutral,positive,neutral,neutral
R00022432,P001359,U036000,2023-02-20,2023,2,5,positive,1,0,82,1,3,0,6,6,1.0,24,30,1,0,2,0.021,73.7,Beauty,12.71,budget,budget,S0174,0.0708,0.981,positive,positive,positive,positive,satisfaction
R00022433,P003319,U001278,2024-04-29,2024,4,4,positive,1,0,36,1,7,0,1,1,1.0,16,7,0,0,0,0.014,74.9,Electronics,85.16,mid,mid,S0350,0.0885,0.447,neutral,neutral,positive,positive,mild_joy
R00022434,P003840,U021368,2024-08-27,2024,8,4,positive,1,0,33,0,0,0,18,23,0.783,6,31,1,0,0,0.045,87.2,Clothing,104.46,high,premium,S0124,0.0792,0.74,neutral,neutral,neutral,positive,satisfaction
R00022435,P004696,U002284,2024-12-12,2024,12,5,positive,1,0,88,1,7,0,2,2,1.0,7,25,1,0,0,0.056,64.1,Sports & Outdoors,115.34,high,mid,S0231,0.0407,1.0,positive,positive,neutral,neutral,joy
R00022436,P002337,U030858,2020-04-10,2020,4,3,neutral,1,0,46,0,0,0,1,1,1.0,30,31,1,0,0,0.038,85.4,Health,15.64,budget,budget,S0450,0.0542,-0.068,neutral,neutral,neutral,positive,neutral
R00022437,P002320,U000686,2024-11-02,2024,11,5,positive,0,1,72,0,0,0,14,16,0.875,12,42,1,0,7,0.368,75.1,Food & Grocery,11.99,budget,mid,S0219,0.0744,1.0,positive,positive,positive,positive,satisfaction
R00022438,P001393,U011991,2021-08-23,2021,8,4,positive,1,0,88,1,6,4,10,13,0.769,6,11,0,0,0,0.061,63.2,Electronics,54.78,mid,premium,S0337,0.0632,0.287,neutral,positive,positive,neutral,satisfaction
R00022439,P003741,U015154,2024-07-12,2024,7,5,positive,1,0,44,1,10,0,3,3,1.0,11,15,0,0,1,0.036,67.8,Clothing,45.48,low,premium,S0202,0.0702,1.0,positive,positive,positive,positive,satisfaction
R00022440,P004963,U016303,2024-07-24,2024,7,5,positive,1,0,148,1,10,0,22,23,0.957,2,15,0,0,1,0.028,62.4,Books,15.47,budget,budget,S0112,0.0498,0.992,positive,positive,neutral,neutral,delight
R00022441,P001787,U030145,2023-09-21,2023,9,3,neutral,1,0,52,1,11,4,2,2,1.0,17,40,1,0,0,0.071,74.7,Clothing,38.39,low,mid,S0378,0.0502,0.001,neutral,negative,neutral,neutral,neutral
R00022442,P003516,U004398,2024-04-26,2024,4,4,positive,0,0,67,1,8,0,0,0,0.0,14,22,0,0,0,0.069,100.0,Beauty,37.42,low,premium,S0286,0.0568,0.616,neutral,positive,positive,positive,mild_joy
R00022443,P003862,U011554,2023-09-04,2023,9,5,positive,0,0,50,1,10,3,2,2,1.0,4,1,0,0,2,0.041,61.4,Electronics,239.77,high,budget,S0422,0.0843,0.97,positive,positive,positive,positive,delight
R00022444,P004074,U006730,2024-12-01,2024,12,1,negative,0,0,127,1,10,5,1,1,1.0,48,45,1,0,0,0.079,83.7,Electronics,82.27,mid,mid,S0430,0.0565,-1.0,negative,negative,negative,negative,anger
R00022445,P003025,U030303,2021-10-05,2021,10,3,neutral,1,0,68,1,10,0,7,8,0.875,13,45,1,0,0,0.073,67.3,Clothing,32.91,low,premium,S0405,0.0462,-0.2,neutral,neutral,neutral,neutral,neutral
R00022446,P002039,U019359,2023-10-17,2023,10,3,neutral,0,0,93,1,10,0,6,6,1.0,2,45,1,0,0,0.014,80.2,Sports & Outdoors,50.61,mid,premium,S0432,0.0538,-0.087,negative,neutral,positive,neutral,neutral
R00022447,P002958,U011131,2022-01-12,2022,1,1,negative,1,0,31,1,8,0,45,50,0.9,8,49,1,0,0,0.062,77.0,Electronics,84.2,mid,premium,S0105,0.0755,-0.993,negative,negative,negative,negative,frustration
R00022448,P000508,U028615,2022-08-22,2022,8,3,neutral,0,0,34,0,0,0,3,3,1.0,59,25,1,0,0,0.025,60.8,Toys & Games,15.1,budget,mid,S0135,0.0431,-0.034,neutral,neutral,neutral,negative,neutral
R00022449,P004851,U005979,2023-01-10,2023,1,4,positive,1,0,67,1,7,1,0,0,0.0,13,41,1,0,0,0.016,83.3,Clothing,182.78,high,mid,S0374,0.042,0.43,positive,positive,neutral,positive,neutral
R00022450,P000791,U011077,2020-11-04,2020,11,5,positive,0,1,106,1,10,3,39,45,0.867,4,16,0,0,4,0.324,61.1,Clothing,61.58,mid,mid,S0466,0.0773,1.0,neutral,positive,positive,positive,satisfaction
R00022451,P001097,U013498,2022-01-23,2022,1,5,positive,1,0,184,1,4,0,7,8,0.875,23,13,0,0,0,0.018,75.0,Clothing,45.1,low,mid,S0445,0.0524,1.0,positive,positive,neutral,positive,joy
R00022452,P002995,U015367,2023-06-22,2023,6,1,negative,0,0,67,1,4,0,24,28,0.857,124,23,0,0,0,0.003,92.6,Books,12.84,budget,premium,S0359,0.0542,-0.929,negative,negative,negative,negative,frustration
R00022453,P002702,U033663,2021-09-23,2021,9,5,positive,1,1,30,1,4,0,1,1,1.0,26,25,1,0,4,0.377,60.1,Books,34.53,low,budget,S0162,0.0562,1.0,positive,positive,positive,neutral,satisfaction
R00022454,P000333,U017836,2021-07-08,2021,7,5,positive,1,0,140,1,8,0,109,124,0.879,29,21,0,0,0,0.039,63.9,Beauty,43.66,low,premium,S0005,0.0564,0.981,positive,positive,positive,positive,delight
R00022455,P002805,U039458,2021-02-17,2021,2,5,positive,1,0,72,1,3,2,1,1,1.0,23,12,0,0,1,0.017,86.5,Electronics,60.44,mid,premium,S0402,0.0676,0.958,positive,positive,positive,positive,joy
R00022456,P003331,U009251,2024-03-09,2024,3,4,positive,0,0,49,1,3,0,1,1,1.0,1,33,1,0,0,0.067,73.6,Food & Grocery,47.11,low,mid,S0488,0.0508,0.599,neutral,neutral,neutral,neutral,satisfaction
R00022457,P002405,U005853,2024-09-15,2024,9,4,positive,0,0,84,1,9,0,1,2,0.5,3,28,1,0,0,0.029,51.1,Toys & Games,32.83,low,budget,S0312,0.0566,0.423,neutral,positive,positive,positive,neutral
R00022458,P002886,U039363,2022-07-23,2022,7,1,negative,1,0,100,1,4,0,27,30,0.9,14,26,1,0,0,0.0,73.6,Clothing,105.33,high,premium,S0176,0.0468,-0.899,negative,negative,negative,neutral,anger
R00022459,P000585,U007419,2024-05-19,2024,5,3,neutral,1,0,56,1,4,0,5,5,1.0,2,27,1,0,0,0.071,73.6,Food & Grocery,20.23,low,budget,S0181,0.0709,-0.047,neutral,neutral,neutral,negative,neutral
R00022460,P004487,U039513,2023-11-02,2023,11,4,positive,1,0,47,1,7,0,8,8,1.0,32,13,0,0,0,0.077,67.6,Toys & Games,12.25,budget,mid,S0206,0.0148,0.639,negative,neutral,neutral,neutral,neutral
R00022461,P004969,U030467,2024-11-15,2024,11,4,positive,1,0,110,1,11,0,14,16,0.875,33,2,0,0,0,0.027,73.8,Electronics,165.27,high,budget,S0055,0.0529,0.446,neutral,neutral,positive,negative,neutral
R00022462,P003073,U031499,2023-04-08,2023,4,3,neutral,1,0,20,1,3,0,0,0,0.0,7,20,0,0,0,0.01,59.9,Toys & Games,85.81,mid,premium,S0147,0.0357,0.056,neutral,neutral,neutral,neutral,neutral
R00022463,P002757,U017140,2024-01-16,2024,1,4,positive,1,0,25,1,3,0,20,24,0.833,4,11,0,0,0,0.044,69.8,Health,37.02,low,budget,S0025,0.067,0.48,positive,positive,positive,neutral,satisfaction
R00022464,P003508,U010992,2024-09-11,2024,9,4,positive,1,0,30,1,8,5,4,4,1.0,22,35,1,0,0,0.021,50.1,Toys & Games,35.75,low,mid,S0475,0.0588,0.599,positive,neutral,positive,positive,mild_joy
R00022465,P004424,U017211,2024-04-22,2024,4,3,neutral,0,0,41,1,4,0,0,0,0.0,12,40,1,0,0,0.042,92.4,Clothing,56.7,mid,premium,S0219,0.0744,-0.006,neutral,neutral,negative,positive,neutral
R00022466,P000932,U026432,2020-12-30,2020,12,5,positive,1,0,75,1,6,0,4,5,0.8,19,45,1,0,1,0.025,63.2,Home & Kitchen,171.17,high,mid,S0247,0.0525,1.0,neutral,positive,positive,positive,satisfaction
R00022467,P002490,U017470,2023-05-10,2023,5,3,neutral,0,0,38,1,4,0,1,1,1.0,14,9,0,0,0,0.024,61.6,Sports & Outdoors,146.05,high,mid,S0262,0.0685,-0.006,neutral,negative,negative,neutral,neutral
R00022468,P002033,U037716,2020-01-29,2020,1,4,positive,1,0,77,1,4,0,6,6,1.0,6,40,1,1,0,0.026,58.1,Home & Kitchen,38.54,low,mid,S0223,0.0446,0.654,positive,positive,neutral,positive,mild_joy
R00022469,P000812,U005773,2024-11-23,2024,11,4,positive,0,0,34,0,0,0,6,8,0.75,18,37,1,0,0,0.067,84.5,Electronics,548.46,premium,budget,S0236,0.0479,0.485,neutral,neutral,neutral,neutral,neutral
R00022470,P002072,U016162,2021-02-27,2021,2,4,positive,1,0,34,1,6,0,12,14,0.857,10,40,1,0,0,0.07,52.0,Home & Kitchen,153.43,high,premium,S0347,0.0743,0.386,neutral,neutral,neutral,positive,neutral
R00022471,P004389,U030313,2024-06-10,2024,6,4,positive,0,0,49,1,7,0,1,1,1.0,9,21,0,0,0,0.066,58.8,Beauty,27.03,low,mid,S0318,0.039,0.609,positive,neutral,positive,neutral,neutral
R00022472,P000575,U012959,2022-11-14,2022,11,5,positive,1,0,32,0,0,0,1,1,1.0,44,3,0,0,0,0.022,100.0,Health,20.49,low,mid,S0118,0.085,1.0,positive,positive,neutral,positive,joy
R00022473,P000916,U031305,2024-12-01,2024,12,3,neutral,1,0,21,1,9,0,16,19,0.842,78,46,1,0,0,0.063,91.7,Food & Grocery,12.12,budget,mid,S0240,0.0848,0.079,positive,neutral,neutral,neutral,neutral
R00022474,P003210,U037292,2024-06-06,2024,6,4,positive,1,0,25,1,8,0,6,6,1.0,32,9,0,0,0,0.07,75.7,Electronics,243.37,high,mid,S0410,0.0822,0.657,positive,positive,positive,positive,neutral
R00022475,P001070,U000088,2024-12-28,2024,12,1,negative,0,0,44,1,7,0,2,2,1.0,65,5,0,0,0,0.057,60.4,Home & Kitchen,103.2,high,mid,S0308,0.0787,-0.875,negative,negative,neutral,negative,frustration
R00022476,P000876,U027996,2024-05-11,2024,5,4,positive,0,0,81,1,7,2,2,3,0.667,2,10,0,0,0,0.002,100.0,Health,22.51,low,premium,S0187,0.0452,0.55,neutral,positive,positive,positive,satisfaction
R00022477,P004622,U027876,2023-06-07,2023,6,5,positive,1,0,44,0,0,0,2,2,1.0,7,9,0,0,1,0.053,92.2,Food & Grocery,6.54,budget,budget,S0122,0.0627,0.979,positive,positive,positive,positive,delight
R00022478,P002215,U005379,2024-07-03,2024,7,3,neutral,1,0,41,1,11,4,1,1,1.0,19,33,1,0,0,0.036,73.1,Food & Grocery,15.85,budget,mid,S0101,0.0603,-0.016,neutral,neutral,neutral,positive,neutral
R00022479,P001079,U034022,2023-11-07,2023,11,4,positive,1,1,43,1,3,0,0,0,0.0,29,42,1,0,7,0.225,70.7,Sports & Outdoors,103.83,high,budget,S0365,0.0608,0.535,neutral,positive,neutral,neutral,mild_joy
R00022480,P002538,U010258,2023-08-10,2023,8,4,positive,0,0,62,1,5,0,12,15,0.8,20,5,0,0,0,0.029,58.1,Home & Kitchen,47.96,low,budget,S0341,0.0541,0.45,positive,neutral,positive,positive,mild_joy
R00022481,P000339,U036180,2023-09-30,2023,9,3,neutral,1,0,39,1,8,0,6,7,0.857,16,1,0,0,0,0.012,75.9,Electronics,379.27,premium,mid,S0320,0.0513,0.051,neutral,neutral,neutral,negative,mild_disappointment
R00022482,P001168,U007562,2022-12-05,2022,12,5,positive,0,0,73,1,3,3,22,25,0.88,3,10,0,0,0,0.024,77.9,Books,30.46,low,premium,S0130,0.0699,1.0,positive,positive,positive,positive,joy
R00022483,P002851,U018437,2024-07-03,2024,7,3,neutral,1,0,60,1,5,0,2,2,1.0,6,2,0,0,0,0.007,73.4,Home & Kitchen,28.7,low,mid,S0232,0.0414,-0.029,neutral,neutral,neutral,neutral,neutral
R00022484,P000918,U026104,2023-04-18,2023,4,5,positive,1,0,16,1,4,0,4,6,0.667,7,26,1,0,1,0.031,94.5,Electronics,723.39,premium,mid,S0435,0.0633,0.993,positive,positive,positive,neutral,joy
R00022485,P004620,U030973,2024-02-25,2024,2,1,negative,1,0,100,1,3,0,6,6,1.0,3,20,0,0,0,0.013,93.0,Books,34.23,low,mid,S0074,0.0495,-1.0,negative,negative,negative,negative,disgust
R00022486,P001221,U034685,2022-05-15,2022,5,5,positive,1,0,31,1,7,5,4,5,0.8,7,29,1,0,1,0.024,54.9,Electronics,180.17,high,mid,S0419,0.072,0.892,positive,positive,positive,positive,satisfaction
R00022487,P001427,U019699,2024-07-05,2024,7,4,positive,0,0,84,0,0,0,5,5,1.0,11,34,1,0,0,0.01,38.2,Electronics,651.23,premium,mid,S0094,0.0824,0.487,neutral,positive,neutral,neutral,mild_joy
R00022488,P003539,U036760,2023-05-30,2023,5,4,positive,0,0,105,1,9,0,1,1,1.0,4,11,0,0,0,0.078,70.6,Electronics,166.24,high,mid,S0126,0.0339,0.597,positive,neutral,neutral,positive,neutral
R00022489,P004328,U006055,2023-05-12,2023,5,3,neutral,1,0,65,1,8,0,21,26,0.808,5,40,1,0,0,0.008,45.6,Beauty,15.91,budget,premium,S0209,0.0366,-0.113,neutral,positive,neutral,neutral,neutral
R00022490,P000418,U005679,2024-08-10,2024,8,1,negative,1,0,73,1,8,0,6,7,0.857,64,23,0,0,0,0.048,66.2,Toys & Games,20.52,low,mid,S0290,0.0635,-1.0,negative,negative,negative,negative,frustration
R00022491,P002790,U020956,2024-07-20,2024,7,3,neutral,1,0,71,0,0,0,12,15,0.8,5,2,0,0,0,0.046,78.6,Home & Kitchen,95.87,mid,budget,S0156,0.0402,-0.004,neutral,neutral,negative,neutral,mild_disappointment
R00022492,P003670,U034786,2024-09-14,2024,9,4,positive,0,0,49,1,11,0,4,5,0.8,16,19,0,0,0,0.046,38.5,Books,19.07,budget,budget,S0006,0.1043,0.358,neutral,positive,neutral,neutral,neutral
R00022493,P004323,U018000,2020-05-02,2020,5,3,neutral,1,0,53,1,7,0,11,13,0.846,12,45,1,0,0,0.017,65.6,Sports & Outdoors,36.53,low,mid,S0293,0.0485,-0.178,neutral,neutral,negative,neutral,mild_disappointment
R00022494,P000442,U033940,2020-12-31,2020,12,5,positive,0,0,108,0,0,0,1,1,1.0,4,8,0,0,2,0.079,71.6,Electronics,280.67,premium,mid,S0396,0.0622,1.0,positive,positive,positive,neutral,joy
R00022495,P004972,U032085,2023-10-31,2023,10,3,neutral,1,0,44,0,0,0,5,6,0.833,5,5,0,0,0,0.065,62.2,Electronics,228.05,high,premium,S0373,0.0603,0.015,neutral,positive,negative,neutral,neutral
R00022496,P000502,U031952,2020-09-21,2020,9,4,positive,1,0,127,1,5,0,3,5,0.6,9,4,0,0,0,0.05,47.5,Health,79.26,mid,premium,S0390,0.078,0.369,positive,neutral,neutral,neutral,mild_joy
R00022497,P004019,U034023,2024-02-11,2024,2,4,positive,1,0,17,1,8,0,1,2,0.5,5,44,1,0,0,0.075,71.9,Electronics,403.57,premium,budget,S0326,0.0561,0.492,neutral,neutral,neutral,positive,neutral
R00022498,P000749,U025440,2024-07-28,2024,7,4,positive,1,0,30,0,0,0,8,9,0.889,4,24,0,0,0,0.006,58.2,Toys & Games,2.3,budget,budget,S0267,0.0588,0.699,neutral,neutral,neutral,neutral,satisfaction
R00022499,P003087,U035361,2023-05-11,2023,5,5,positive,1,0,68,1,8,0,1,1,1.0,1,38,1,0,1,0.041,78.8,Clothing,25.69,low,mid,S0411,0.0506,1.0,positive,positive,positive,positive,joy
R00022500,P001704,U033710,2021-07-23,2021,7,2,negative,1,0,37,1,8,0,1,1,1.0,1,31,1,0,0,0.002,59.8,Sports & Outdoors,71.64,mid,mid,S0475,0.0588,-0.568,neutral,negative,neutral,negative,disappointment
R00022501,P001704,U033659,2024-02-16,2024,2,3,neutral,1,0,194,1,5,0,14,15,0.933,5,16,0,0,0,0.03,94.9,Sports & Outdoors,71.64,mid,mid,S0475,0.0588,0.018,neutral,positive,neutral,neutral,neutral
R00022502,P001857,U013588,2023-05-02,2023,5,4,positive,1,0,47,1,7,0,5,5,1.0,27,30,1,0,0,0.035,65.5,Clothing,67.51,mid,mid,S0060,0.0687,0.679,positive,neutral,positive,neutral,satisfaction
R00022503,P003599,U001548,2023-09-08,2023,9,4,positive,1,0,22,1,9,0,5,5,1.0,24,30,1,0,0,0.072,95.5,Food & Grocery,74.99,mid,budget,S0477,0.0392,0.438,positive,neutral,neutral,neutral,neutral
R00022504,P001948,U007537,2024-09-25,2024,9,5,positive,1,1,255,1,7,0,7,9,0.778,17,24,0,0,5,0.295,79.2,Food & Grocery,6.71,budget,mid,S0192,0.0549,0.855,positive,neutral,neutral,positive,delight
R00022505,P004672,U005197,2023-02-11,2023,2,4,positive,0,0,56,1,10,1,6,7,0.857,1,35,1,0,0,0.061,59.9,Clothing,64.46,mid,budget,S0350,0.0885,0.523,neutral,positive,neutral,neutral,satisfaction
R00022506,P001005,U023326,2024-11-01,2024,11,3,neutral,1,0,121,1,11,1,38,42,0.905,11,12,0,0,0,0.005,52.0,Sports & Outdoors,62.71,mid,mid,S0408,0.0636,-0.033,neutral,neutral,neutral,positive,mild_disappointment
R00022507,P000024,U023380,2024-04-13,2024,4,4,positive,1,0,62,1,10,0,17,18,0.944,4,30,1,0,0,0.013,59.2,Health,38.59,low,mid,S0389,0.0385,0.404,neutral,positive,neutral,neutral,mild_joy
R00022508,P000886,U035580,2022-09-20,2022,9,5,positive,1,0,80,1,11,0,7,8,0.875,7,43,1,0,0,0.035,59.9,Home & Kitchen,44.65,low,budget,S0449,0.0656,0.954,positive,positive,positive,positive,joy
R00022509,P004797,U026049,2024-07-02,2024,7,2,negative,0,0,70,1,3,1,3,3,1.0,24,17,0,0,0,0.046,89.5,Clothing,32.27,low,mid,S0170,0.0636,-0.547,negative,negative,negative,negative,frustration
R00022510,P003208,U000238,2021-08-26,2021,8,1,negative,0,0,119,1,6,5,28,31,0.903,6,15,0,0,0,0.044,74.2,Electronics,344.45,premium,premium,S0062,0.0632,-1.0,negative,negative,negative,negative,anger
R00022511,P003074,U029778,2021-10-03,2021,10,2,negative,1,0,36,1,6,1,1,1,1.0,76,49,1,0,0,0.032,62.5,Beauty,27.63,low,mid,S0321,0.0485,-0.425,neutral,neutral,positive,neutral,disappointment
R00022512,P004890,U013208,2023-01-06,2023,1,3,neutral,1,0,22,0,0,0,52,57,0.912,16,3,0,0,0,0.026,95.8,Automotive,96.09,mid,mid,S0042,0.0417,-0.17,neutral,neutral,positive,neutral,neutral
R00022513,P002277,U035917,2020-08-19,2020,8,4,positive,1,0,88,1,4,0,1,2,0.5,26,7,0,0,0,0.059,95.2,Books,29.98,low,mid,S0035,0.0684,0.55,positive,positive,neutral,positive,neutral
R00022514,P001560,U022541,2023-08-07,2023,8,2,negative,0,0,56,0,0,4,3,3,1.0,4,30,1,0,0,0.074,100.0,Health,60.81,mid,budget,S0091,0.0386,-0.54,negative,negative,negative,neutral,frustration
R00022515,P000045,U032574,2023-05-17,2023,5,2,negative,1,0,25,1,7,2,0,0,0.0,11,39,1,0,0,0.031,76.2,Toys & Games,14.54,budget,mid,S0386,0.0598,-0.487,negative,neutral,neutral,neutral,disappointment
R00022516,P001393,U029269,2023-11-03,2023,11,5,positive,1,0,82,0,0,0,12,13,0.923,26,14,0,0,2,0.073,62.5,Electronics,54.78,mid,premium,S0337,0.0632,1.0,positive,positive,positive,positive,satisfaction
R00022517,P002394,U006733,2023-08-04,2023,8,2,negative,1,0,49,1,9,0,0,0,0.0,16,8,0,0,0,0.074,71.4,Electronics,77.0,mid,budget,S0336,0.0756,-0.641,neutral,negative,negative,negative,disappointment
R00022518,P000008,U012284,2020-11-24,2020,11,5,positive,1,0,45,1,7,0,4,5,0.8,16,3,0,0,1,0.059,74.1,Toys & Games,36.65,low,budget,S0046,0.0638,1.0,positive,positive,positive,positive,joy
R00022519,P004304,U009643,2022-05-01,2022,5,5,positive,1,0,34,1,3,0,6,6,1.0,52,2,0,0,0,0.063,74.7,Home & Kitchen,103.21,high,mid,S0452,0.0331,1.0,positive,positive,positive,positive,satisfaction
R00022520,P002738,U034637,2021-12-31,2021,12,3,neutral,1,0,36,1,6,2,7,7,1.0,4,19,0,0,0,0.067,71.5,Books,39.9,low,mid,S0147,0.0357,0.048,negative,neutral,neutral,negative,neutral
R00022521,P004396,U010665,2024-02-26,2024,2,5,positive,0,0,52,1,5,0,8,8,1.0,2,37,1,0,0,0.052,79.4,Home & Kitchen,45.46,low,mid,S0252,0.0909,1.0,positive,positive,positive,positive,joy
R00022522,P003547,U028829,2024-10-03,2024,10,3,neutral,1,0,126,1,5,0,0,0,0.0,12,2,0,0,0,0.01,88.2,Books,24.76,low,mid,S0154,0.0575,-0.232,neutral,neutral,neutral,positive,mild_disappointment
R00022523,P003131,U030324,2020-01-31,2020,1,4,positive,1,0,25,0,0,0,15,17,0.882,58,20,0,0,0,0.062,77.0,Home & Kitchen,20.01,low,budget,S0341,0.0541,0.505,neutral,negative,neutral,neutral,neutral
R00022524,P003556,U025377,2022-03-30,2022,3,4,positive,1,0,87,1,7,0,52,58,0.897,12,47,1,0,0,0.01,59.6,Toys & Games,38.53,low,budget,S0007,0.0737,0.469,positive,positive,neutral,neutral,mild_joy
R00022525,P003701,U019092,2023-10-17,2023,10,5,positive,1,0,39,1,3,0,12,16,0.75,1,17,0,0,0,0.048,35.3,Health,103.71,high,mid,S0028,0.0444,0.937,positive,positive,neutral,positive,delight
R00022526,P002013,U033409,2024-10-05,2024,10,5,positive,1,1,149,1,4,3,3,3,1.0,20,35,1,0,3,0.341,55.0,Electronics,147.77,high,mid,S0221,0.0583,0.97,positive,positive,positive,positive,joy
R00022527,P003589,U026354,2020-03-15,2020,3,1,negative,0,0,63,0,0,0,6,6,1.0,6,38,1,0,0,0.073,86.0,Toys & Games,15.88,budget,premium,S0013,0.0543,-1.0,neutral,negative,negative,neutral,disgust
R00022528,P004334,U012839,2023-02-09,2023,2,5,positive,1,0,47,1,5,0,11,12,0.917,13,42,1,0,0,0.068,81.8,Home & Kitchen,92.34,mid,mid,S0311,0.069,1.0,positive,neutral,neutral,positive,joy
R00022529,P003762,U001434,2024-05-31,2024,5,5,positive,1,1,126,1,9,0,3,4,0.75,22,2,0,0,4,0.132,61.8,Clothing,76.31,mid,premium,S0410,0.0822,0.989,positive,positive,positive,positive,satisfaction
R00022530,P003381,U025067,2023-03-16,2023,3,5,positive,1,0,89,0,0,0,8,10,0.8,15,24,0,0,2,0.011,59.1,Clothing,53.05,mid,mid,S0446,0.0462,0.941,neutral,positive,positive,neutral,satisfaction
R00022531,P004177,U017093,2023-11-01,2023,11,2,negative,1,0,340,1,3,4,6,6,1.0,4,5,0,0,0,0.022,56.2,Sports & Outdoors,49.23,low,mid,S0454,0.0568,-0.452,negative,negative,negative,negative,frustration
R00022532,P001058,U003607,2021-03-12,2021,3,3,neutral,1,0,50,1,3,0,0,0,0.0,22,35,1,0,0,0.018,34.3,Clothing,22.96,low,premium,S0233,0.0659,0.048,neutral,positive,neutral,neutral,mild_disappointment
R00022533,P001621,U028192,2022-02-21,2022,2,3,neutral,1,0,93,1,6,0,13,13,1.0,12,5,0,0,0,0.031,62.3,Clothing,171.49,high,budget,S0053,0.0685,0.051,neutral,negative,neutral,neutral,neutral
R00022534,P002881,U004075,2024-06-03,2024,6,4,positive,1,0,113,1,8,0,0,0,0.0,10,16,0,0,0,0.006,46.9,Electronics,57.9,mid,budget,S0165,0.0769,0.34,neutral,positive,neutral,neutral,neutral
R00022535,P001026,U030034,2024-04-22,2024,4,3,neutral,1,0,66,1,6,2,11,12,0.917,103,45,1,0,0,0.002,88.7,Clothing,126.16,high,premium,S0136,0.0435,0.042,neutral,neutral,neutral,positive,neutral
R00022536,P003477,U037810,2024-01-09,2024,1,1,negative,1,0,115,1,6,0,8,10,0.8,12,42,1,0,0,0.055,24.6,Toys & Games,7.64,budget,budget,S0003,0.0472,-0.955,negative,negative,neutral,negative,anger
