product_id,category,review_count,average_rating,positive_pct,negative_pct,fake_rate,verified_pct,helpful_ratio
P004568,Electronics,17,4.12,0.8235,0.0,0.1176,0.7059,0.7255
P003862,Electronics,23,4.09,0.8261,0.087,0.0,0.7391,0.7958
P003293,Books,26,2.42,0.1154,0.5769,0.0769,0.8077,0.6747
P002173,Books,13,4.15,0.8462,0.0,0.0769,0.8462,0.8335
P003886,Electronics,11,3.55,0.6364,0.0909,0.0,0.8182,0.8849
P004351,Clothing,16,1.75,0.0,0.875,0.0,0.875,0.9012
P000832,Books,29,3.48,0.6897,0.1724,0.0,0.6897,0.8441
P003494,Sports & Outdoors,21,3.05,0.2857,0.1905,0.0476,0.5714,0.8836
P004241,Toys & Games,33,2.45,0.0606,0.4848,0.0909,0.7576,0.8389
P000685,Sports & Outdoors,14,4.36,0.9286,0.0,0.0,0.8571,0.6814
P003663,Health,22,3.36,0.5909,0.2273,0.0909,0.8636,0.6861
P001179,Clothing,27,3.74,0.6296,0.0741,0.1111,0.8519,0.8351
P001161,Electronics,26,4.69,1.0,0.0,0.1923,0.6538,0.7557
P003444,Home & Kitchen,20,3.3,0.5,0.15,0.1,0.5,0.8671
P004538,Health,16,4.44,0.9375,0.0,0.125,0.75,0.6969
P002871,Sports & Outdoors,21,3.29,0.4762,0.1429,0.0,0.7619,0.8502
P000956,Health,29,4.69,0.9655,0.0,0.1034,0.6552,0.6634
P000846,Health,32,2.75,0.2188,0.375,0.0312,0.7812,0.8135
P001034,Health,10,2.6,0.1,0.3,0.0,0.7,0.9092
P002775,Beauty,11,3.0,0.3636,0.2727,0.0,0.8182,0.9007
P004974,Health,16,2.88,0.25,0.3125,0.0625,0.8125,0.8503
P000474,Electronics,24,4.71,0.9583,0.0,0.0417,0.625,0.7636
P003416,Clothing,14,2.29,0.0714,0.5714,0.0714,0.7857,0.8172
P003456,Toys & Games,45,3.73,0.7111,0.0889,0.0444,0.7111,0.7406
P001059,Books,34,2.21,0.0588,0.6176,0.0588,0.7059,0.8805
P004785,Automotive,27,3.81,0.6296,0.0741,0.0,0.7407,0.886
P003574,Home & Kitchen,16,3.94,0.6875,0.0625,0.125,0.5,0.7629
P004594,Clothing,35,4.86,1.0,0.0,0.0286,0.8571,0.7963
P004748,Sports & Outdoors,20,4.4,0.85,0.0,0.0,0.65,0.8193
P000197,Sports & Outdoors,27,3.7,0.6296,0.1481,0.1111,0.7407,0.7989
P000370,Health,24,4.21,1.0,0.0,0.0833,0.6667,0.864
P003543,Health,13,1.69,0.0769,0.8462,0.1538,0.7692,0.8358
P000021,Beauty,29,2.93,0.3103,0.3103,0.1379,0.6552,0.826
P003323,Beauty,16,2.44,0.125,0.625,0.125,0.9375,0.8374
P004113,Toys & Games,33,3.21,0.4545,0.2121,0.0606,0.7576,0.7718
P000114,Books,33,4.39,0.9091,0.0,0.0303,0.697,0.7772
P002552,Books,19,4.58,0.8947,0.0,0.0526,0.8421,0.7693
P004937,Home & Kitchen,22,4.05,0.7727,0.0,0.0,0.7273,0.8255
P002681,Toys & Games,21,3.86,0.7143,0.1429,0.1429,0.7619,0.843
P004878,Beauty,25,3.96,0.76,0.04,0.04,0.76,0.8252
P003511,Food & Grocery,23,4.57,0.9565,0.0,0.0,0.6957,0.8494
P001510,Beauty,23,3.17,0.3913,0.2609,0.2609,0.6522,0.8158
P001207,Sports & Outdoors,16,4.25,0.875,0.0,0.125,0.75,0.8576
P003032,Electronics,20,3.35,0.55,0.15,0.05,0.9,0.8468
P001665,Food & Grocery,18,4.39,1.0,0.0,0.0,0.7778,0.7386
P002669,Books,17,4.18,0.8235,0.1176,0.1176,0.5882,0.7726
P001208,Books,17,4.06,0.7647,0.0,0.0588,0.6471,0.8166
P002312,Electronics,20,1.9,0.05,0.8,0.1,0.8,0.7389
P000495,Toys & Games,15,2.73,0.1333,0.2667,0.0,0.6667,0.7535
P002853,Toys & Games,31,1.81,0.0,0.8387,0.0,0.7097,0.8425
P003206,Home & Kitchen,24,1.75,0.0833,0.875,0.0833,0.625,0.8938
P001996,Beauty,33,2.15,0.0909,0.697,0.0303,0.7576,0.786
P001101,Electronics,14,4.21,0.7857,0.0,0.0714,0.7143,0.7428
P004936,Electronics,24,4.29,0.8333,0.0,0.125,0.75,0.7786
P000196,Electronics,20,3.5,0.55,0.15,0.05,0.8,0.8033
P003661,Clothing,23,3.57,0.5652,0.2174,0.0435,0.4783,0.8342
P003446,Clothing,23,4.61,0.9565,0.0,0.1304,0.6957,0.8563
P000944,Home & Kitchen,30,3.27,0.4667,0.2333,0.1,0.7333,0.8345
P003055,Sports & Outdoors,17,4.0,0.7647,0.0588,0.0588,0.6471,0.8675
P003399,Beauty,27,3.44,0.4444,0.1111,0.0741,0.8519,0.8333
P003547,Books,22,2.32,0.0909,0.5909,0.0,0.8182,0.7787
P000608,Electronics,18,3.72,0.6667,0.1111,0.0556,0.7222,0.8449
P002340,Electronics,12,4.5,0.9167,0.0,0.25,0.5833,0.8299
P003954,Beauty,18,2.22,0.0556,0.5,0.0556,0.6111,0.7994
P001997,Clothing,24,1.75,0.0417,0.8333,0.0417,0.8333,0.7595
P001888,Clothing,15,4.47,0.8667,0.0,0.0,0.7333,0.8651
P004021,Clothing,31,4.55,0.9355,0.0,0.0968,0.6452,0.8756
P004231,Automotive,15,2.6,0.2,0.4,0.0667,0.9333,0.8031
P002529,Toys & Games,16,2.44,0.1875,0.625,0.1875,0.875,0.9113
P004275,Clothing,21,3.67,0.619,0.0476,0.0,0.8095,0.7677
P001904,Electronics,31,4.0,0.7097,0.0323,0.0,0.871,0.713
P004158,Electronics,33,3.85,0.697,0.0909,0.0909,0.6667,0.7237
P001345,Automotive,26,4.58,0.9231,0.0385,0.0,0.7308,0.8403
P004481,Home & Kitchen,15,3.73,0.5333,0.0667,0.1333,0.8667,0.8561
P001259,Books,6,4.67,1.0,0.0,0.0,0.8333,0.8697
P000416,Clothing,32,4.41,0.875,0.0,0.0312,0.7188,0.6859
P000399,Home & Kitchen,18,3.39,0.4444,0.1111,0.1111,0.7778,0.8472
P004331,Electronics,5,2.4,0.0,0.6,0.0,0.6,0.879
P001861,Sports & Outdoors,20,2.7,0.15,0.4,0.05,0.8,0.8673
P001337,Clothing,12,1.42,0.0,1.0,0.0,0.9167,0.7957
P002965,Clothing,40,4.67,0.975,0.0,0.05,0.675,0.8289
P002107,Beauty,7,4.57,1.0,0.0,0.2857,0.7143,0.9343
P000722,Home & Kitchen,43,4.23,0.814,0.0233,0.0698,0.6512,0.7839
P002466,Beauty,23,2.3,0.087,0.6522,0.087,0.6957,0.8583
P003275,Beauty,12,3.42,0.4167,0.0833,0.0,0.75,0.8622
P001982,Home & Kitchen,31,1.52,0.0,0.9677,0.0,0.6452,0.8541
P002196,Toys & Games,30,4.5,0.9,0.0,0.0333,0.9,0.827
P000805,Electronics,25,1.96,0.12,0.76,0.08,0.68,0.8436
P004374,Electronics,28,1.64,0.0357,0.8571,0.0357,0.8214,0.8242
P002243,Home & Kitchen,24,4.0,0.75,0.0417,0.0417,0.7083,0.7488
P003018,Electronics,19,4.74,1.0,0.0,0.0,0.5789,0.6765
P001571,Home & Kitchen,24,3.08,0.3333,0.2083,0.0417,0.875,0.8788
P003638,Clothing,19,4.26,0.7895,0.0,0.0526,0.7368,0.7265
P000905,Food & Grocery,21,4.29,0.8571,0.0476,0.0952,0.619,0.8074
P003822,Sports & Outdoors,29,2.41,0.2069,0.6207,0.1034,0.6207,0.7147
P000724,Food & Grocery,20,3.9,0.8,0.1,0.0,0.8,0.8491
P000038,Home & Kitchen,44,4.0,0.75,0.0455,0.0682,0.7045,0.8299
P004315,Electronics,18,4.33,0.9444,0.0,0.0556,0.7222,0.8679
P004224,Electronics,16,4.69,0.9375,0.0,0.0,0.875,0.7017
P004670,Clothing,21,3.95,0.6667,0.0,0.0476,0.5714,0.7585
P000756,Clothing,25,4.16,0.76,0.0,0.04,0.68,0.8568
P001284,Sports & Outdoors,24,2.83,0.2917,0.4167,0.0417,0.625,0.8186
P003139,Toys & Games,11,3.0,0.3636,0.2727,0.0,0.6364,0.6877
P001709,Health,26,4.19,0.8462,0.0,0.1154,0.8077,0.7886
P003871,Home & Kitchen,35,2.46,0.1143,0.5143,0.0286,0.7714,0.8811
P000881,Home & Kitchen,21,3.81,0.619,0.0476,0.1905,0.8095,0.8472
P000774,Health,15,4.07,0.8,0.0,0.0,0.8667,0.8268
P001787,Clothing,20,3.3,0.55,0.2,0.0,0.85,0.861
P000139,Toys & Games,18,3.22,0.3889,0.1667,0.0,0.5556,0.7212
P002219,Food & Grocery,20,2.45,0.15,0.6,0.15,0.8,0.8359
P001014,Food & Grocery,18,4.17,0.7778,0.0556,0.0556,0.7778,0.8683
P003844,Sports & Outdoors,17,4.24,0.9412,0.0,0.0,0.7647,0.7123
P003261,Electronics,18,3.67,0.5556,0.1111,0.0,0.5,0.8239
P003421,Health,22,3.41,0.4091,0.0455,0.0455,0.8636,0.6542
P003983,Sports & Outdoors,27,3.3,0.4815,0.2593,0.037,0.8519,0.6908
P002386,Toys & Games,12,4.33,0.8333,0.0,0.0833,0.6667,0.7728
P002008,Electronics,14,3.86,0.7857,0.0714,0.0714,0.7857,0.9616
P000043,Beauty,15,2.6,0.2,0.4,0.0,0.7333,0.8995
P000799,Beauty,23,3.61,0.5652,0.1304,0.1739,0.6522,0.8144
P001117,Electronics,26,3.73,0.7692,0.1538,0.0385,0.7308,0.8225
P003961,Clothing,17,4.41,0.8824,0.1176,0.0588,0.6471,0.7564
P004111,Clothing,15,3.07,0.3333,0.3333,0.1333,0.6,0.8922
P001878,Clothing,22,3.82,0.7727,0.0455,0.0455,0.8182,0.8584
P000761,Beauty,12,2.25,0.1667,0.5833,0.0,0.6667,0.8212
P002319,Books,10,3.7,0.7,0.2,0.0,0.9,0.8698
P004839,Electronics,21,4.67,0.9524,0.0,0.0476,0.7619,0.8264
P000760,Home & Kitchen,22,4.23,0.8182,0.0,0.0455,0.7727,0.7502
P002040,Toys & Games,13,4.77,1.0,0.0,0.0769,0.8462,0.7721
P001664,Clothing,23,2.43,0.1304,0.5652,0.0435,0.7391,0.7927
P000190,Clothing,30,3.83,0.7667,0.1,0.0333,0.6,0.8388
P002276,Electronics,25,2.92,0.16,0.2,0.04,0.8,0.762
P001322,Home & Kitchen,21,4.33,0.9048,0.0,0.0952,0.6667,0.7207
P001485,Sports & Outdoors,19,4.42,0.8947,0.0,0.0,0.7368,0.8426
P001453,Health,29,4.55,0.9655,0.0,0.0345,0.7586,0.7917
P002840,Electronics,27,3.85,0.6667,0.1111,0.1111,0.8148,0.8519
P001431,Food & Grocery,31,3.87,0.8065,0.0968,0.1613,0.5806,0.8476
P004588,Food & Grocery,28,3.39,0.5,0.1786,0.1429,0.6429,0.8536
P002249,Home & Kitchen,24,2.46,0.125,0.5833,0.0,0.7917,0.8247
P000785,Automotive,23,2.78,0.3043,0.3478,0.0435,0.7826,0.7551
P001441,Clothing,24,3.83,0.6667,0.0,0.0833,0.6667,0.816
P003991,Automotive,16,3.94,0.6875,0.0,0.0625,0.75,0.7656
P000548,Electronics,28,2.54,0.1071,0.4643,0.0357,0.8214,0.8607
P001907,Home & Kitchen,35,3.94,0.7429,0.0,0.0286,0.7143,0.8287
P000006,Automotive,27,3.22,0.3333,0.2222,0.1111,0.8148,0.8527
P004857,Home & Kitchen,23,4.04,0.8261,0.1304,0.0435,0.8261,0.7792
P001063,Clothing,12,4.25,0.8333,0.0,0.0833,0.6667,0.7783
P002355,Home & Kitchen,9,3.33,0.5556,0.3333,0.2222,0.6667,0.9051
P000534,Sports & Outdoors,13,4.54,1.0,0.0,0.0,0.7692,0.7888
P003341,Home & Kitchen,14,4.43,1.0,0.0,0.0714,0.7857,0.6551
P003896,Sports & Outdoors,20,4.5,0.9,0.0,0.0,0.8,0.7379
P002267,Beauty,34,3.15,0.3235,0.1471,0.0882,0.7647,0.7751
P000541,Automotive,20,3.45,0.5,0.15,0.15,0.7,0.8694
P001102,Clothing,37,2.3,0.027,0.5676,0.0,0.8378,0.8267
P004904,Health,28,3.5,0.4286,0.1071,0.0357,0.75,0.6652
P000886,Home & Kitchen,45,4.73,0.9556,0.0222,0.0444,0.6667,0.9004
P004600,Home & Kitchen,13,2.0,0.0769,0.8462,0.0,0.7692,0.7373
P001481,Home & Kitchen,32,4.75,0.9688,0.0,0.0938,0.75,0.8448
P002465,Clothing,31,4.61,0.9677,0.0,0.0645,0.7742,0.8246
P003523,Electronics,22,2.73,0.1364,0.4091,0.0,0.7273,0.812
P000861,Beauty,20,4.65,1.0,0.0,0.1,0.7,0.8795
P001006,Home & Kitchen,37,3.41,0.3514,0.0541,0.0,0.8108,0.8679
P002393,Home & Kitchen,36,4.67,0.9444,0.0,0.0556,0.6111,0.8159
P001734,Clothing,14,4.21,0.7857,0.0,0.1429,0.7143,0.7999
P000435,Electronics,21,4.38,0.9524,0.0,0.0952,0.5238,0.7526
P001338,Sports & Outdoors,28,2.86,0.2143,0.3214,0.0714,0.6429,0.7733
P004138,Health,17,4.18,0.8824,0.0,0.0,0.7059,0.7676
P002592,Health,16,3.06,0.375,0.3125,0.125,0.875,0.6836
P004740,Sports & Outdoors,23,4.39,0.913,0.0,0.1304,0.8261,0.8387
P001384,Automotive,27,3.41,0.5556,0.1852,0.0741,0.6667,0.8967
P001307,Sports & Outdoors,22,1.91,0.0,0.7273,0.0,0.6818,0.8719
P002140,Health,29,3.69,0.5517,0.069,0.1034,0.5862,0.813
P000404,Electronics,28,2.86,0.2143,0.3929,0.0,0.8571,0.9074
P001579,Automotive,18,4.33,0.8333,0.0556,0.0,0.7778,0.8818
P001806,Beauty,14,4.29,0.9286,0.0,0.0,0.7143,0.8249
P003110,Food & Grocery,19,2.95,0.3684,0.3158,0.1053,0.8421,0.7852
P000721,Books,27,4.74,1.0,0.0,0.0,0.7778,0.8713
P004444,Food & Grocery,19,3.47,0.5263,0.1053,0.0,0.7895,0.7809
P002655,Home & Kitchen,43,3.63,0.6512,0.0698,0.0465,0.7907,0.749
P002116,Food & Grocery,19,4.47,0.9474,0.0526,0.1053,0.6842,0.6809
P003497,Beauty,27,4.52,0.9259,0.0,0.0,0.7778,0.8131
P002821,Clothing,26,4.0,0.7308,0.0769,0.0385,0.7308,0.8016
P002409,Clothing,25,2.8,0.24,0.36,0.0,0.84,0.8842
P002537,Toys & Games,25,2.6,0.16,0.52,0.04,0.84,0.8668
P003929,Electronics,22,4.55,0.8636,0.0,0.0909,0.7273,0.8887
P003052,Electronics,14,2.64,0.2143,0.4286,0.0,0.7857,0.7622
P004327,Electronics,17,3.71,0.5294,0.0588,0.0588,0.6471,0.8354
P002079,Clothing,17,1.94,0.1176,0.8235,0.1176,0.5294,0.7409
P000560,Books,19,3.21,0.4211,0.2105,0.0,0.6316,0.8161
P004341,Electronics,27,3.85,0.6667,0.1111,0.0,0.7778,0.8733
P001082,Food & Grocery,16,4.44,0.9375,0.0,0.0,0.5,0.8413
P001195,Health,24,2.71,0.125,0.3333,0.0417,0.8333,0.831
P004176,Books,27,4.67,0.963,0.0,0.037,0.8148,0.8693
P001983,Health,25,2.52,0.12,0.48,0.08,0.76,0.7456
P000101,Health,19,4.42,0.8947,0.0,0.1053,0.7895,0.7672
P001991,Electronics,33,3.85,0.6667,0.0909,0.0909,0.8485,0.7355
P000586,Sports & Outdoors,35,1.83,0.0286,0.8857,0.0286,0.7143,0.8446
P000991,Sports & Outdoors,18,4.61,1.0,0.0,0.0556,0.6667,0.9469
P003888,Health,22,4.09,0.7727,0.0455,0.0455,0.6818,0.7538
P004455,Books,13,2.38,0.0769,0.5385,0.1538,0.7692,0.8662
P002548,Electronics,15,4.6,1.0,0.0,0.1333,0.9333,0.8149
P002570,Automotive,26,4.12,0.7308,0.0,0.0,0.7692,0.8099
P000748,Home & Kitchen,23,3.83,0.7826,0.087,0.087,0.913,0.9157
P000631,Food & Grocery,18,2.89,0.1667,0.3333,0.1667,0.7222,0.7153
P003310,Electronics,16,2.12,0.125,0.75,0.0625,0.875,0.6959
P001371,Electronics,23,3.83,0.6957,0.087,0.0435,0.7826,0.7586
P000620,Electronics,19,4.37,0.8421,0.0526,0.0526,0.7895,0.7143
P000396,Home & Kitchen,11,1.0,0.0,1.0,0.0,0.7273,0.8477
P000880,Sports & Outdoors,20,2.25,0.15,0.65,0.1,0.75,0.8345
P000745,Books,23,3.91,0.6522,0.0435,0.0435,0.8696,0.8041
P000699,Sports & Outdoors,30,2.5,0.1,0.4667,0.0333,0.7667,0.8217
P000182,Health,17,4.0,0.7059,0.0588,0.0,0.6471,0.8233
P003373,Health,41,4.22,0.8537,0.0244,0.0244,0.7805,0.8388
P003376,Home & Kitchen,7,4.29,1.0,0.0,0.0,0.7143,0.981
P002374,Clothing,27,4.07,0.8519,0.037,0.0,0.6667,0.7456
P000890,Beauty,26,4.08,0.8462,0.0385,0.0385,0.7692,0.7592
P001488,Home & Kitchen,19,2.63,0.2632,0.5789,0.1579,0.5789,0.7814
P003895,Food & Grocery,28,4.0,0.75,0.0,0.0,0.75,0.8346
P004696,Sports & Outdoors,28,4.07,0.75,0.0,0.0714,0.6429,0.8454
P001091,Clothing,12,2.75,0.4167,0.5,0.0833,0.8333,0.836
P004069,Food & Grocery,20,3.6,0.5,0.0,0.0,0.6,0.7938
P002979,Beauty,13,2.08,0.0,0.6154,0.0769,0.4615,0.7618
P002528,Health,12,3.25,0.3333,0.0833,0.0,0.75,0.9153
P004528,Beauty,35,3.0,0.2571,0.3143,0.1429,0.8571,0.8127
P002252,Toys & Games,17,3.88,0.6471,0.0,0.0,0.7647,0.7495
P004134,Books,23,4.52,0.8696,0.0,0.0435,0.6522,0.846
P004571,Clothing,26,3.85,0.7308,0.0385,0.0385,0.8462,0.7516
P002822,Beauty,9,3.0,0.3333,0.2222,0.1111,0.5556,0.7602
P000752,Clothing,12,2.92,0.3333,0.25,0.0833,0.75,0.8478
P001039,Home & Kitchen,30,2.97,0.2667,0.3,0.1333,0.8,0.8391
P001844,Food & Grocery,30,2.33,0.1333,0.6667,0.0333,0.7333,0.7701
P004723,Clothing,22,4.18,0.8636,0.0,0.0455,0.9091,0.7213
P002324,Electronics,24,2.25,0.0833,0.6667,0.0833,0.6667,0.8162
P001699,Automotive,19,3.32,0.4211,0.1053,0.0526,0.4737,0.9174
P004953,Clothing,33,3.27,0.4242,0.2121,0.0909,0.697,0.831
P001944,Electronics,23,4.39,0.913,0.0435,0.0435,0.7391,0.8509
P002818,Sports & Outdoors,25,2.2,0.12,0.72,0.16,0.88,0.888
P004827,Electronics,21,4.57,0.9524,0.0,0.1905,0.4762,0.8722
P004514,Electronics,42,2.52,0.1905,0.5238,0.0476,0.8095,0.8209
P003966,Electronics,26,4.35,0.8846,0.0,0.1154,0.7308,0.7376
P001815,Toys & Games,10,3.6,0.6,0.1,0.1,0.7,0.8513
P003875,Automotive,19,4.63,0.9474,0.0,0.0,0.7368,0.8499
P002994,Books,25,2.52,0.16,0.48,0.12,0.88,0.8268
P001819,Books,20,4.15,0.85,0.0,0.0,0.6,0.8307
P002661,Health,44,4.7,0.9773,0.0,0.0909,0.6591,0.7656
P004321,Toys & Games,16,4.12,0.8125,0.0,0.125,0.625,0.8303
P000331,Beauty,24,3.67,0.625,0.0833,0.0,0.625,0.8187
P004494,Electronics,19,3.16,0.2105,0.1579,0.1579,0.7368,0.805
P003552,Books,37,4.59,0.9189,0.027,0.0,0.6486,0.7873
P001635,Automotive,20,2.6,0.15,0.5,0.1,0.75,0.7877
P002021,Sports & Outdoors,19,4.32,0.8947,0.0526,0.1053,0.7895,0.6094
P002178,Toys & Games,14,3.36,0.4286,0.0714,0.0714,0.7143,0.7344
P000915,Automotive,19,3.16,0.4211,0.2632,0.0526,0.6842,0.8097
P000713,Toys & Games,24,1.67,0.0,0.9167,0.0,0.7917,0.8679
P004646,Automotive,30,4.5,0.9333,0.0,0.0333,0.8333,0.8499
P002831,Clothing,25,4.16,0.76,0.04,0.04,0.72,0.8196
P004520,Clothing,30,3.93,0.7,0.0667,0.1333,0.7,0.8065
P003254,Books,23,4.35,0.913,0.0,0.1304,0.6957,0.8152
P001784,Electronics,20,3.05,0.25,0.2,0.1,0.55,0.8253
P004059,Home & Kitchen,14,3.57,0.6429,0.1429,0.0714,0.7857,0.8515
P002890,Electronics,15,2.47,0.1333,0.4667,0.0,0.6667,0.6666
P002639,Toys & Games,13,2.46,0.1538,0.6154,0.1538,0.7692,0.8867
P000462,Electronics,11,4.82,1.0,0.0,0.0909,0.5455,0.8325
P001036,Sports & Outdoors,34,4.29,0.8529,0.0294,0.0882,0.8529,0.8558
P000200,Clothing,40,4.28,0.85,0.025,0.05,0.775,0.7911
P003962,Electronics,21,3.0,0.2857,0.381,0.1429,0.7143,0.8019
P001116,Electronics,22,4.32,0.9091,0.0455,0.0455,0.6364,0.838
P001210,Home & Kitchen,28,3.07,0.3571,0.3214,0.0357,0.7857,0.8554
P002458,Electronics,16,4.44,0.875,0.0,0.125,0.6875,0.7502
P001653,Clothing,32,2.75,0.25,0.4375,0.0938,0.6875,0.858
P002782,Electronics,18,3.83,0.8333,0.1111,0.1111,0.7222,0.8046
P001092,Sports & Outdoors,30,4.57,0.9667,0.0,0.0333,0.8,0.8064
P004581,Beauty,17,4.53,1.0,0.0,0.0588,0.9412,0.8895
P002306,Clothing,9,4.11,0.6667,0.0,0.3333,0.6667,0.8111
P004375,Sports & Outdoors,41,2.29,0.0976,0.6098,0.0244,0.7317,0.8266
P002663,Home & Kitchen,22,3.86,0.7727,0.0455,0.0,0.7727,0.9099
P002146,Food & Grocery,27,3.19,0.5185,0.2593,0.037,0.7778,0.8387
P002563,Beauty,19,4.05,0.8947,0.0526,0.0526,0.6842,0.8475
P003707,Clothing,12,3.75,0.5,0.0,0.0,0.75,0.8115
P004993,Beauty,30,2.97,0.2,0.2333,0.0667,0.7667,0.8209
P002593,Sports & Outdoors,24,1.88,0.0417,0.7917,0.0,0.75,0.8176
P003367,Beauty,21,3.86,0.6667,0.0476,0.0952,0.7619,0.8575
P002033,Home & Kitchen,29,4.69,1.0,0.0,0.069,0.6552,0.8572
P002858,Home & Kitchen,33,2.94,0.2727,0.1818,0.0303,0.8485,0.7931
P000267,Clothing,39,2.03,0.0513,0.7692,0.0513,0.7949,0.8742
P001399,Books,23,4.52,0.9565,0.0,0.0,0.6957,0.845
P001894,Electronics,21,3.86,0.6667,0.0952,0.0952,0.7143,0.8934
P002044,Food & Grocery,13,2.54,0.2308,0.4615,0.0,0.7692,0.7862
P003417,Sports & Outdoors,16,2.38,0.125,0.4375,0.0,0.875,0.8559
P004512,Books,34,4.06,0.7353,0.0588,0.0,0.7941,0.8153
P000304,Books,15,3.73,0.6667,0.1333,0.0,0.8,0.8679
P002259,Electronics,21,3.14,0.4286,0.2381,0.0476,0.5238,0.8753
P003532,Electronics,28,3.57,0.4643,0.1071,0.0714,0.7143,0.8341
P004776,Electronics,18,3.61,0.5,0.1667,0.1111,0.8889,0.7971
P002522,Books,24,4.62,0.9167,0.0,0.0,0.75,0.9211
P004274,Health,15,2.73,0.0667,0.2667,0.0,0.8,0.8825
P004631,Clothing,17,4.24,0.8824,0.0,0.1176,0.7647,0.8862
P002389,Beauty,34,3.56,0.5,0.1176,0.0588,0.5882,0.8741
P004809,Home & Kitchen,33,2.0,0.0909,0.7273,0.0909,0.7576,0.8591
P000041,Home & Kitchen,35,4.11,0.7714,0.0571,0.0286,0.7429,0.7675
P000475,Clothing,16,4.69,1.0,0.0,0.0,0.8125,0.7482
P000380,Beauty,21,3.71,0.619,0.1429,0.0476,0.6667,0.825
P000677,Food & Grocery,21,4.05,0.7619,0.0476,0.0476,0.7619,0.708
P000680,Home & Kitchen,16,4.06,0.75,0.0625,0.125,0.75,0.6917
P003132,Health,22,3.14,0.4091,0.2273,0.0,0.5909,0.8302
P000222,Books,27,4.07,0.7778,0.0741,0.0741,0.9259,0.7321
P002911,Beauty,14,2.43,0.0714,0.5714,0.0,0.7143,0.7271
P001604,Toys & Games,28,4.14,0.8571,0.0,0.0,0.7143,0.7739
P003163,Electronics,31,3.61,0.5161,0.0645,0.0645,0.8065,0.8188
P003912,Home & Kitchen,18,2.28,0.0556,0.5,0.0556,0.7222,0.8598
P001416,Toys & Games,23,2.3,0.1304,0.5652,0.0,0.7826,0.7019
P002560,Electronics,27,4.41,0.963,0.0,0.0,0.7407,0.7277
P002153,Toys & Games,29,3.31,0.3103,0.1379,0.069,0.6897,0.83
P003029,Sports & Outdoors,13,3.31,0.5385,0.3077,0.0769,0.7692,0.6929
P004777,Home & Kitchen,13,1.69,0.0769,0.8462,0.0,0.7692,0.8455
P002812,Health,36,4.11,0.8611,0.0833,0.0556,0.6389,0.7269
P000919,Clothing,28,4.04,0.8571,0.0,0.0714,0.8214,0.809
P002761,Sports & Outdoors,23,2.7,0.2609,0.4783,0.087,0.6522,0.749
P001984,Clothing,3,3.67,0.6667,0.3333,0.3333,0.6667,0.8333
P000742,Electronics,22,4.64,0.9545,0.0,0.0,0.8636,0.8263
P003472,Home & Kitchen,32,3.44,0.4375,0.125,0.0625,0.75,0.8224
P004835,Clothing,22,4.64,0.9545,0.0,0.1364,0.8182,0.6725
P001909,Toys & Games,15,3.07,0.3333,0.2667,0.0667,0.7333,0.8044
P004046,Clothing,22,4.45,0.9091,0.0,0.0455,0.6364,0.7625
P002413,Home & Kitchen,30,2.7,0.1333,0.3,0.0,0.8667,0.7224
P002785,Clothing,33,3.12,0.3636,0.2121,0.0909,0.8485,0.916
P000390,Health,14,4.57,0.9286,0.0,0.1429,0.6429,0.7969
P001321,Books,15,4.4,0.9333,0.0,0.0,0.5333,0.6985
P002898,Clothing,23,4.04,0.6957,0.0,0.0,0.6522,0.7915
P000593,Clothing,28,4.5,1.0,0.0,0.0714,0.7857,0.7925
P002064,Electronics,25,2.44,0.12,0.52,0.08,0.84,0.7758
P004471,Health,12,4.58,0.8333,0.0,0.25,0.5833,0.9421
P000922,Health,26,2.62,0.1923,0.5769,0.0385,0.7692,0.7733
P004728,Clothing,31,2.77,0.2581,0.3871,0.0323,0.7097,0.8012
P002343,Beauty,22,4.55,0.8636,0.0,0.0455,0.7727,0.7673
P000771,Clothing,5,4.0,0.6,0.0,0.2,0.4,0.8606
P000432,Toys & Games,26,4.23,0.9231,0.0769,0.1154,0.8846,0.8856
P003496,Toys & Games,10,3.8,0.7,0.1,0.1,0.7,0.8423
P003187,Beauty,29,2.83,0.2069,0.4828,0.1034,0.7931,0.8101
P004140,Toys & Games,25,3.6,0.56,0.08,0.0,0.72,0.8481
P004117,Sports & Outdoors,16,3.56,0.625,0.125,0.0625,0.875,0.8669
P002218,Food & Grocery,15,3.0,0.2667,0.3333,0.2,0.7333,0.8262
P002590,Home & Kitchen,17,4.35,0.8824,0.0,0.0,0.7059,0.8097
P002102,Electronics,30,3.27,0.4333,0.2,0.1333,0.7333,0.889
P003069,Beauty,23,3.91,0.6957,0.0435,0.1304,0.7391,0.7423
P002621,Health,11,3.91,0.6364,0.0,0.0,0.5455,0.909
P002128,Clothing,15,3.27,0.3333,0.1333,0.0667,0.9333,0.8065
P004004,Clothing,24,4.12,0.7917,0.0,0.125,0.75,0.6645
P000683,Electronics,25,3.28,0.44,0.24,0.0,0.6,0.9054
P002814,Electronics,12,2.08,0.0,0.8333,0.0,0.75,0.9197
P004697,Home & Kitchen,18,2.61,0.1111,0.5,0.1111,0.7778,0.7719
P002057,Automotive,24,3.08,0.3333,0.2083,0.0417,0.75,0.7429
P000347,Food & Grocery,38,4.16,0.8421,0.0263,0.0,0.6316,0.7548
P001069,Electronics,14,2.79,0.1429,0.3571,0.2143,0.7857,0.8911
