product_id,category,price_usd,true_quality,seller_id,is_prime,num_images,bullet_points,has_video,brand_tier,days_on_platform,total_reviews,avg_rating
P000924,Books,27.41,2.71,S0337,1,3,6,0,mid,574,25,2.45
P000925,Electronics,361.79,4.31,S0499,1,4,7,1,premium,1772,10,4.18
P000926,Clothing,37.34,3.02,S0409,1,3,7,0,budget,397,85,2.44
P000927,Electronics,147.53,3.92,S0109,0,2,3,1,premium,83,8,2.77
P000928,Health,21.34,3.71,S0136,1,4,5,1,mid,1771,47,3.71
P000929,Sports & Outdoors,59.41,4.79,S0400,0,1,7,1,mid,804,34,4.11
P000930,Beauty,19.98,3.9,S0327,1,7,4,0,mid,1507,6,3.34
P000931,Clothing,24.53,2.89,S0125,1,5,3,0,mid,1549,279,2.44
P000932,Home & Kitchen,171.17,4.62,S0247,0,2,3,0,mid,1686,33,3.76
P000933,Home & Kitchen,72.76,4.02,S0465,0,5,6,0,mid,1374,7,3.5
P000934,Toys & Games,45.11,4.24,S0103,0,7,7,0,mid,111,35,3.73
P000935,Toys & Games,54.37,3.87,S0165,1,6,6,0,budget,994,4,3.61
P000936,Clothing,71.47,4.51,S0451,1,6,3,0,mid,1682,51,3.89
P000937,Food & Grocery,17.17,3.97,S0337,1,1,5,1,mid,1384,93,2.84
P000938,Electronics,217.87,3.01,S0112,1,1,4,0,premium,1513,847,2.31
P000939,Health,32.34,4.65,S0144,0,4,7,0,budget,1422,37,4.52
P000940,Electronics,240.67,4.23,S0421,1,2,5,0,budget,560,15,3.55
P000941,Clothing,55.24,3.95,S0141,1,0,4,1,mid,1403,42,3.72
P000942,Health,30.2,3.14,S0351,1,7,5,0,premium,1134,186,2.61
P000943,Electronics,83.33,2.67,S0248,1,2,6,0,mid,1057,60,2.65
P000944,Home & Kitchen,60.04,3.29,S0111,1,6,5,0,budget,334,89,2.99
P000945,Home & Kitchen,48.66,2.91,S0185,1,5,5,1,mid,221,82,2.18
P000946,Clothing,14.48,3.74,S0356,0,1,6,1,mid,769,60,3.01
P000947,Beauty,37.97,3.88,S0402,1,1,4,0,mid,467,6,3.05
P000948,Health,67.82,4.6,S0014,1,4,3,0,mid,1096,5,4.41
P000949,Health,173.23,4.43,S0453,1,4,7,0,mid,587,4,3.61
P000950,Clothing,35.59,3.29,S0119,1,2,6,0,budget,225,7,2.85
P000951,Books,13.03,2.31,S0325,1,1,6,0,budget,90,9,2.05
P000952,Clothing,23.13,4.28,S0143,0,5,7,1,mid,1740,308,3.92
P000953,Clothing,51.0,3.43,S0134,1,1,6,0,budget,220,14,2.95
P000954,Electronics,208.88,1.58,S0445,1,1,3,0,budget,1674,37,1.0
P000955,Food & Grocery,13.52,3.35,S0351,0,3,7,0,mid,1021,24,2.65
P000956,Health,34.21,4.82,S0458,1,2,3,0,mid,1565,41,4.02
P000957,Toys & Games,9.76,3.41,S0011,1,3,6,1,mid,1642,36,2.27
P000958,Books,31.38,4.09,S0136,0,3,7,0,premium,257,7,3.81
P000959,Books,11.34,1.31,S0025,1,4,5,0,budget,988,67,1.33
P000960,Books,17.63,3.45,S0238,1,4,4,0,budget,1214,14,2.78
P000961,Books,7.65,1.77,S0231,0,0,7,0,premium,1146,14,1.98
P000962,Home & Kitchen,38.78,4.03,S0491,0,1,5,1,budget,1606,22,3.6
P000963,Electronics,156.43,4.7,S0116,1,4,7,0,premium,328,87,4.48
P000964,Electronics,183.75,4.3,S0333,0,5,4,1,budget,273,15,4.1
P000965,Food & Grocery,29.34,3.38,S0498,1,0,3,0,mid,1506,36,3.0
P000966,Books,42.68,2.41,S0035,0,6,5,0,mid,1175,53,1.56
P000967,Food & Grocery,34.15,2.3,S0223,1,0,4,0,mid,1655,45,2.13
P000968,Electronics,329.53,4.03,S0196,1,5,6,0,mid,391,42,3.78
P000969,Books,42.86,4.52,S0014,0,1,4,0,budget,130,6,3.87
P000970,Clothing,63.34,4.41,S0211,1,7,6,1,budget,1251,38,4.02
P000971,Clothing,44.02,2.43,S0127,0,5,4,1,mid,1371,11,2.18
P000972,Electronics,338.94,4.57,S0154,1,6,4,0,premium,1176,4,3.83
P000973,Electronics,352.19,3.46,S0107,0,6,6,0,mid,115,19,3.08
P000974,Food & Grocery,32.47,3.45,S0260,1,0,4,0,mid,1572,17,2.95
P000975,Clothing,18.8,3.6,S0200,1,6,4,1,premium,477,1155,3.35
P000976,Sports & Outdoors,39.23,3.47,S0369,1,0,5,0,mid,889,106,2.95
P000977,Home & Kitchen,46.64,2.94,S0177,1,4,4,1,mid,70,84,2.43
P000978,Home & Kitchen,87.8,3.17,S0346,0,5,4,1,budget,1373,20,2.36
P000979,Books,17.77,4.4,S0264,0,7,4,0,mid,1475,26,4.62
P000980,Clothing,89.01,3.05,S0176,0,5,6,0,budget,369,724,2.61
P000981,Automotive,165.11,3.98,S0412,1,5,4,0,budget,168,15,3.24
P000982,Toys & Games,65.71,4.11,S0369,1,7,6,0,budget,1167,44,3.88
P000983,Beauty,57.72,4.73,S0263,1,0,4,0,budget,1011,301,4.31
P000984,Home & Kitchen,29.52,3.52,S0268,0,0,7,0,mid,1582,13,3.33
P000985,Electronics,247.14,2.12,S0382,0,1,7,0,budget,549,39,2.1
P000986,Food & Grocery,15.28,1.8,S0385,1,1,3,1,mid,1309,32,1.95
P000987,Home & Kitchen,20.45,4.37,S0357,1,3,3,0,mid,1530,11,3.61
P000988,Electronics,155.69,3.96,S0057,1,6,3,0,budget,1585,83,3.61
P000989,Home & Kitchen,121.78,3.14,S0116,1,3,3,0,budget,179,8,2.35
P000990,Toys & Games,42.19,2.69,S0203,1,7,6,0,budget,1144,84,2.33
P000991,Sports & Outdoors,218.13,4.47,S0288,1,5,4,1,mid,640,55,4.22
P000992,Beauty,31.14,3.0,S0198,0,3,5,1,mid,1005,97,2.43
P000993,Toys & Games,138.99,3.89,S0415,1,6,4,0,budget,1217,26,4.17
P000994,Clothing,50.06,3.08,S0176,1,3,3,0,budget,1649,52,2.78
P000995,Food & Grocery,22.3,4.34,S0273,1,0,3,1,budget,860,113,3.36
P000996,Home & Kitchen,25.53,4.65,S0350,1,6,7,0,premium,602,6,4.4
P000997,Sports & Outdoors,126.56,4.31,S0189,0,1,5,0,premium,369,7,4.55
P000998,Electronics,136.88,2.72,S0279,0,3,6,0,mid,1354,66,1.78
P000999,Automotive,50.87,3.5,S0364,1,1,3,1,premium,632,88,3.36
P001000,Clothing,97.07,3.72,S0193,1,6,5,1,budget,1256,38,3.05
P001001,Electronics,370.66,3.58,S0486,0,5,6,0,mid,503,99,3.21
P001002,Home & Kitchen,108.48,3.82,S0269,0,7,6,0,mid,1471,21,3.05
P001003,Electronics,148.87,4.03,S0394,0,6,6,0,mid,1212,151,3.88
P001004,Electronics,179.43,2.71,S0353,1,2,5,0,mid,910,30,2.34
P001005,Sports & Outdoors,62.71,2.97,S0408,1,2,6,1,mid,1780,13,3.02
P001006,Home & Kitchen,87.96,3.37,S0338,1,2,4,0,premium,903,183,2.72
P001007,Food & Grocery,55.88,3.21,S0270,1,1,6,0,budget,986,89,2.83
P001008,Clothing,56.12,3.04,S0381,0,7,4,0,budget,90,19,2.04
P001009,Beauty,91.57,4.17,S0234,1,0,6,1,mid,1177,19,4.53
P001010,Home & Kitchen,94.22,2.18,S0426,1,3,5,0,budget,1678,68,2.54
P001011,Sports & Outdoors,56.46,4.66,S0251,1,2,5,1,budget,1060,9,4.85
P001012,Sports & Outdoors,106.87,2.27,S0370,1,0,5,0,budget,715,48,2.5
P001013,Home & Kitchen,153.07,3.87,S0104,0,6,5,0,mid,1175,27,3.31
P001014,Food & Grocery,72.97,4.01,S0091,1,4,6,0,mid,1007,42,3.6
P001015,Home & Kitchen,112.11,4.47,S0283,1,7,4,1,mid,405,2,4.11
P001016,Electronics,187.87,3.88,S0424,0,4,5,0,mid,380,11,3.6
P001017,Beauty,24.59,3.91,S0367,1,3,5,0,budget,1618,44,3.19
P001018,Health,53.69,3.19,S0167,1,1,3,1,mid,1120,117,2.53
P001019,Electronics,505.09,2.93,S0428,1,4,7,1,budget,1599,28,2.24
P001020,Home & Kitchen,71.35,3.99,S0333,1,5,6,0,budget,642,78,3.46
P001021,Health,49.91,4.58,S0279,1,0,3,0,mid,1721,5,4.03
P001022,Beauty,28.88,4.57,S0496,0,1,3,0,budget,1065,19,3.98
P001023,Automotive,61.61,3.53,S0390,1,2,7,1,budget,1563,46,3.25
P001024,Books,16.33,4.6,S0148,0,0,7,1,premium,1331,30,3.73
P001025,Sports & Outdoors,70.5,4.28,S0033,0,0,6,0,mid,1672,82,3.6
P001026,Clothing,126.16,3.2,S0136,1,1,6,1,premium,1109,24,2.65
P001027,Food & Grocery,19.05,4.14,S0089,1,2,7,1,mid,1393,24,3.97
P001028,Home & Kitchen,56.76,2.15,S0092,1,4,5,1,budget,84,72,1.99
P001029,Beauty,16.66,4.75,S0262,1,6,3,0,mid,979,17,4.38
P001030,Home & Kitchen,84.55,4.84,S0493,1,6,5,0,premium,1456,11,4.08
P001031,Books,40.87,4.75,S0325,1,3,4,0,premium,1478,57,4.29
P001032,Beauty,74.21,3.95,S0214,1,4,3,0,mid,1022,10,3.32
P001033,Books,20.34,2.44,S0125,1,0,7,0,budget,1702,181,1.97
P001034,Health,53.63,2.69,S0392,1,6,6,1,mid,451,3,2.53
P001035,Home & Kitchen,50.16,3.73,S0275,0,1,7,0,budget,1435,23,3.16
P001036,Sports & Outdoors,89.23,3.97,S0025,1,0,3,1,budget,602,233,3.54
P001037,Home & Kitchen,66.4,3.23,S0234,0,4,7,0,budget,487,354,2.83
P001038,Home & Kitchen,56.96,3.46,S0091,1,2,6,0,budget,1465,29,2.76
P001039,Home & Kitchen,59.74,3.14,S0250,1,3,5,0,mid,1457,124,2.65
P001040,Electronics,242.62,3.63,S0032,0,3,3,0,premium,1687,83,3.1
P001041,Electronics,155.07,3.94,S0107,1,5,6,1,mid,787,18,3.43
P001042,Sports & Outdoors,56.2,2.7,S0408,0,6,5,0,mid,1469,58,1.89
P001043,Sports & Outdoors,181.06,4.01,S0085,1,4,6,0,premium,1390,11,3.39
P001044,Sports & Outdoors,330.54,4.55,S0054,1,4,3,0,budget,1598,5,4.37
P001045,Electronics,89.81,4.33,S0111,1,6,6,0,mid,583,60,4.03
P001046,Clothing,21.14,3.61,S0462,1,6,3,0,mid,897,65,3.13
P001047,Clothing,25.34,4.28,S0475,0,1,3,0,budget,1282,7,3.5
P001048,Toys & Games,30.08,4.18,S0332,1,2,5,0,mid,767,27,3.79
P001049,Health,65.04,3.62,S0391,1,3,3,0,mid,1798,7,3.55
P001050,Clothing,64.16,3.47,S0455,1,7,6,0,premium,1479,19,3.58
P001051,Sports & Outdoors,72.07,4.32,S0148,1,4,5,0,mid,67,19,3.73
P001052,Electronics,254.1,4.31,S0205,1,6,4,0,mid,728,80,3.56
P001053,Clothing,29.71,1.89,S0014,0,6,4,1,mid,980,18,1.85
P001054,Electronics,159.79,4.05,S0263,0,7,5,0,premium,1279,7,3.75
P001055,Clothing,44.46,4.34,S0463,0,4,5,0,mid,984,259,3.91
P001056,Beauty,10.82,4.28,S0014,1,2,6,0,budget,1115,59,3.66
P001057,Food & Grocery,10.96,4.22,S0356,0,3,5,1,mid,1064,97,3.41
P001058,Clothing,22.96,2.06,S0233,0,0,5,1,premium,300,68,2.06
P001059,Books,28.47,2.27,S0483,1,5,6,0,mid,659,102,2.31
P001060,Beauty,32.44,1.58,S0296,0,4,5,0,mid,576,55,1.31
P001061,Food & Grocery,31.74,2.45,S0203,1,1,4,0,mid,685,57,2.72
P001062,Sports & Outdoors,21.55,4.75,S0051,1,3,4,0,mid,406,38,4.35
P001063,Clothing,18.48,4.19,S0281,0,5,5,0,mid,1721,19,3.72
P001064,Sports & Outdoors,96.77,4.28,S0491,1,6,3,1,mid,252,95,3.5
P001065,Clothing,8.49,3.92,S0007,0,6,4,0,budget,618,24,3.02
P001066,Automotive,156.38,3.45,S0003,0,0,3,1,mid,773,38,2.95
P001067,Home & Kitchen,18.42,3.87,S0446,0,2,5,0,mid,1131,51,3.59
P001068,Beauty,46.44,4.22,S0134,0,4,7,0,premium,381,57,4.5
P001069,Electronics,108.55,2.43,S0304,0,0,7,0,budget,1283,9,2.21
P001070,Home & Kitchen,103.2,3.13,S0308,1,1,3,0,mid,156,42,2.99
P001071,Health,260.47,3.02,S0241,1,7,7,1,budget,133,9,2.47
P001072,Sports & Outdoors,16.62,3.87,S0249,0,4,3,0,mid,396,41,3.55
P001073,Home & Kitchen,83.48,3.57,S0344,1,4,7,0,premium,420,84,3.24
P001074,Food & Grocery,7.43,1.11,S0120,1,1,4,0,mid,1125,287,1.0
P001075,Health,49.09,3.62,S0090,0,5,3,0,mid,1457,66,3.66
P001076,Clothing,39.75,3.86,S0494,1,7,6,0,budget,1460,93,3.43
P001077,Books,19.46,3.79,S0005,0,7,7,0,premium,349,8,3.74
P001078,Books,10.42,2.69,S0095,1,1,4,0,budget,849,63,2.42
P001079,Sports & Outdoors,103.83,3.87,S0365,1,1,5,0,budget,336,8,3.38
P001080,Clothing,18.87,3.22,S0285,0,4,6,1,budget,1108,140,2.66
P001081,Clothing,94.79,2.79,S0162,1,7,7,0,mid,475,9,2.41
P001082,Food & Grocery,17.21,4.51,S0058,0,0,5,0,premium,1181,10,4.5
P001083,Food & Grocery,9.48,2.6,S0184,1,1,6,0,premium,1399,81,2.07
P001084,Health,98.94,3.07,S0029,1,1,6,0,mid,1183,248,2.96
P001085,Automotive,72.03,3.51,S0277,0,6,6,0,mid,44,117,3.07
P001086,Beauty,87.95,3.93,S0244,1,3,7,0,premium,1776,21,3.71
P001087,Toys & Games,66.59,4.65,S0460,1,5,7,0,mid,832,10,4.25
P001088,Toys & Games,19.82,3.19,S0403,1,0,5,0,mid,1107,19,2.47
P001089,Books,17.11,3.67,S0235,0,1,4,1,premium,1244,38,3.35
P001090,Home & Kitchen,59.14,3.73,S0266,0,4,7,0,premium,996,30,4.01
P001091,Clothing,112.44,2.69,S0345,1,3,5,1,mid,1723,9,2.51
P001092,Sports & Outdoors,84.51,4.37,S0147,1,1,7,1,mid,1564,154,4.21
P001093,Clothing,50.02,3.62,S0301,0,2,7,0,premium,1192,159,3.35
P001094,Clothing,39.91,4.11,S0009,0,5,3,1,mid,1129,317,3.94
P001095,Sports & Outdoors,63.06,2.15,S0470,1,0,3,0,budget,648,4,1.72
P001096,Home & Kitchen,120.31,3.14,S0471,0,6,5,0,premium,840,12,2.79
P001097,Clothing,45.1,4.78,S0445,1,1,3,0,mid,40,44,4.57
P001098,Toys & Games,25.25,4.67,S0106,1,6,6,0,mid,1344,33,4.1
P001099,Health,27.08,3.31,S0395,0,5,3,0,mid,262,19,3.3
P001100,Electronics,132.7,2.22,S0288,0,0,7,0,budget,426,11,1.7
P001101,Electronics,79.77,4.17,S0492,1,6,5,0,budget,1049,10,3.77
P001102,Clothing,28.69,2.47,S0008,0,3,6,1,budget,1220,376,2.15
P001103,Toys & Games,78.63,3.13,S0199,1,2,5,1,mid,89,5,3.61
P001104,Toys & Games,28.27,4.32,S0049,0,0,6,0,mid,1387,5,3.77
P001105,Electronics,282.31,4.61,S0474,1,0,6,0,mid,275,7,4.28
P001106,Toys & Games,7.23,3.68,S0086,0,3,4,1,mid,1160,41,2.71
P001107,Electronics,260.17,4.5,S0020,1,2,7,0,budget,1409,23,3.7
P001108,Home & Kitchen,49.92,4.52,S0057,1,6,7,0,mid,362,54,4.16
P001109,Automotive,56.18,2.39,S0483,0,4,4,0,mid,737,14,2.07
P001110,Clothing,50.16,4.88,S0266,1,0,3,0,mid,941,36,4.32
P001111,Electronics,137.4,2.39,S0054,1,7,5,0,budget,1004,36,2.05
P001112,Home & Kitchen,15.38,4.5,S0199,0,2,6,0,budget,1463,219,3.99
P001113,Sports & Outdoors,113.04,2.36,S0213,1,4,6,0,mid,1719,280,1.61
P001114,Food & Grocery,25.45,2.51,S0401,0,6,4,0,mid,742,27,2.23
P001115,Automotive,62.12,4.26,S0110,1,5,5,1,mid,1083,92,3.77
P001116,Electronics,103.61,4.41,S0059,1,3,6,0,premium,1672,40,4.29
P001117,Electronics,76.59,4.14,S0375,1,0,5,0,mid,1101,83,3.98
P001118,Toys & Games,36.6,3.56,S0216,1,1,6,1,mid,115,52,2.36
P001119,Clothing,118.48,2.46,S0063,1,4,6,0,budget,577,80,1.99
P001120,Health,42.93,4.43,S0215,1,7,3,0,mid,1207,92,4.53
P001121,Sports & Outdoors,28.35,2.77,S0214,1,0,4,0,budget,1774,55,2.76
P001122,Electronics,211.75,4.03,S0116,1,1,6,0,budget,442,39,3.77
P001123,Toys & Games,30.99,4.02,S0101,0,2,6,0,budget,411,115,3.47
P001124,Electronics,310.69,3.48,S0048,1,6,7,0,budget,1178,28,3.35
P001125,Home & Kitchen,79.15,4.63,S0421,1,7,4,1,budget,234,16,3.71
P001126,Books,3.0,4.46,S0006,1,1,3,0,premium,1710,5,3.84
P001127,Books,24.97,4.53,S0255,0,4,4,1,mid,1641,55,4.18
P001128,Beauty,15.33,4.65,S0010,1,7,5,0,mid,1047,76,4.37
P001129,Sports & Outdoors,27.7,4.9,S0403,0,7,3,0,budget,630,4,4.47
P001130,Automotive,66.98,2.8,S0200,1,6,3,0,mid,803,15,2.64
P001131,Automotive,95.97,4.24,S0491,0,6,3,0,premium,1008,81,3.87
P001132,Books,6.73,4.06,S0028,1,2,3,0,budget,1549,27,3.56
P001133,Electronics,282.34,4.51,S0167,1,2,4,1,premium,1308,35,4.46
P001134,Beauty,44.27,3.61,S0198,1,7,7,0,premium,850,99,3.8
P001135,Automotive,77.14,3.35,S0035,0,4,4,0,mid,1158,29,3.0
P001136,Clothing,26.74,3.07,S0219,1,0,4,0,mid,1028,52,2.41
P001137,Home & Kitchen,30.56,2.74,S0230,0,0,5,0,budget,239,9,2.4
P001138,Home & Kitchen,101.79,2.9,S0223,1,6,6,1,budget,573,50,2.64
P001139,Electronics,74.71,4.17,S0267,1,1,4,1,mid,390,6,3.09
P001140,Beauty,53.03,3.98,S0096,0,5,3,0,premium,1002,6,3.98
P001141,Home & Kitchen,49.81,3.08,S0120,1,2,4,0,mid,1747,18,2.58
P001142,Toys & Games,30.21,3.9,S0250,0,1,3,0,budget,1296,63,3.26
P001143,Toys & Games,11.48,3.32,S0323,0,0,3,0,budget,1201,35,2.89
P001144,Toys & Games,29.3,4.7,S0197,1,4,6,0,mid,931,12,4.09
P001145,Home & Kitchen,79.48,3.23,S0229,1,6,3,0,premium,656,94,2.92
P001146,Clothing,20.18,1.85,S0495,1,0,4,0,budget,403,48,1.9
P001147,Beauty,37.77,4.1,S0323,0,5,4,0,budget,1636,116,4.07
P001148,Toys & Games,33.76,1.95,S0023,1,4,7,0,mid,64,11,1.99
P001149,Books,12.23,3.0,S0181,0,6,3,0,budget,1641,185,2.42
P001150,Health,63.46,3.28,S0027,1,4,3,0,budget,415,221,2.92
P001151,Electronics,49.35,2.44,S0438,0,1,5,0,budget,1451,98,2.23
P001152,Health,46.79,3.53,S0413,0,3,6,0,mid,1534,59,3.27
P001153,Electronics,488.83,3.18,S0233,1,7,5,0,budget,1653,60,3.01
P001154,Electronics,438.92,2.63,S0134,0,6,6,0,budget,1727,49,2.39
P001155,Books,22.74,4.12,S0360,0,2,7,1,mid,919,6,3.68
P001156,Electronics,154.37,2.71,S0092,1,7,6,1,mid,1025,16,2.71
P001157,Electronics,126.33,3.24,S0386,1,0,5,0,mid,86,29,2.88
P001158,Electronics,154.25,1.55,S0438,1,4,6,0,mid,1497,9,1.68
P001159,Home & Kitchen,76.22,1.44,S0090,1,6,4,1,mid,1058,185,1.54
P001160,Toys & Games,19.72,4.42,S0267,1,5,4,0,mid,113,60,4.41
P001161,Electronics,291.43,4.27,S0078,1,1,4,0,budget,643,281,3.91
P001162,Sports & Outdoors,233.76,4.07,S0308,1,1,6,0,budget,1540,85,4.1
P001163,Toys & Games,30.83,2.52,S0338,1,5,7,1,mid,709,6,2.18
P001164,Electronics,82.58,3.33,S0004,1,7,5,0,budget,538,158,3.1
P001165,Electronics,82.56,3.05,S0473,1,6,6,0,budget,511,19,2.97
P001166,Health,60.55,3.08,S0131,1,6,6,0,budget,340,170,2.47
P001167,Toys & Games,30.87,2.83,S0232,1,7,4,0,premium,986,202,2.43
P001168,Books,30.46,4.63,S0130,1,7,3,1,premium,520,167,3.97
P001169,Toys & Games,23.23,4.25,S0453,0,6,6,0,budget,1062,120,3.81
P001170,Electronics,304.52,3.56,S0381,0,6,3,1,budget,911,55,3.04
P001171,Home & Kitchen,50.02,3.32,S0495,0,6,3,1,budget,1183,32,3.02
P001172,Beauty,18.04,4.02,S0193,0,2,4,0,budget,1069,318,3.59
P001173,Clothing,35.38,2.15,S0282,0,4,6,0,budget,134,45,1.85
P001174,Beauty,13.65,3.66,S0289,0,1,4,0,budget,42,20,3.34
P001175,Books,59.38,4.63,S0116,1,4,3,0,mid,567,56,3.96
P001176,Beauty,26.43,3.17,S0466,0,4,3,0,premium,637,131,2.59
P001177,Home & Kitchen,80.97,2.08,S0433,1,0,4,1,budget,829,125,1.51
P001178,Home & Kitchen,39.85,3.11,S0493,0,0,3,0,budget,1276,8,2.26
P001179,Clothing,23.94,3.93,S0229,1,7,4,0,mid,1750,121,3.33
P001180,Clothing,39.11,3.28,S0064,0,4,3,0,budget,1358,75,3.11
P001181,Beauty,54.21,4.17,S0080,1,0,7,0,budget,678,21,3.69
P001182,Electronics,135.36,2.15,S0278,0,2,3,0,budget,444,12,1.94
P001183,Electronics,109.73,3.57,S0410,0,7,3,0,mid,660,184,3.09
P001184,Electronics,203.09,4.03,S0350,0,5,3,0,budget,466,207,4.21
P001185,Electronics,249.58,2.9,S0367,1,6,4,0,budget,1021,217,2.66
P001186,Toys & Games,85.75,3.82,S0392,1,5,7,0,mid,1233,6,3.27
P001187,Home & Kitchen,68.01,4.01,S0422,0,5,5,0,budget,493,25,3.29
P001188,Automotive,110.38,2.55,S0461,1,1,7,1,premium,1108,35,2.81
P001189,Electronics,284.84,3.86,S0182,1,6,6,0,mid,684,200,3.05
P001190,Sports & Outdoors,32.54,3.82,S0365,0,5,5,0,budget,909,87,3.2
P001191,Home & Kitchen,30.86,3.3,S0140,0,1,7,1,budget,451,25,2.73
P001192,Home & Kitchen,28.7,4.85,S0345,1,2,3,0,premium,997,40,4.35
P001193,Health,17.09,3.58,S0028,1,6,3,0,budget,191,77,3.33
P001194,Automotive,120.88,3.38,S0028,0,1,4,0,budget,914,81,3.06
P001195,Health,45.22,3.05,S0100,0,5,7,0,budget,820,248,2.64
P001196,Clothing,47.2,2.56,S0273,0,3,7,0,premium,750,190,1.88
P001197,Clothing,9.5,4.11,S0456,0,2,5,0,premium,1626,147,4.26
P001198,Sports & Outdoors,223.11,4.32,S0300,1,1,7,0,mid,1424,13,3.97
P001199,Clothing,26.31,3.39,S0281,0,5,6,1,budget,1044,14,3.22
P001200,Beauty,95.9,2.48,S0349,0,2,4,1,budget,1602,10,2.03
P001201,Books,7.54,4.3,S0444,1,4,3,1,budget,1195,55,3.78
P001202,Books,11.06,3.46,S0292,1,2,3,0,budget,1162,18,3.47
P001203,Toys & Games,8.53,4.4,S0369,0,1,7,0,premium,881,67,3.3
P001204,Beauty,34.8,4.83,S0205,1,0,4,1,mid,507,80,4.58
P001205,Electronics,95.55,4.41,S0498,0,7,5,0,budget,559,44,3.89
P001206,Electronics,97.18,3.79,S0244,1,2,4,1,mid,1754,98,3.54
P001207,Sports & Outdoors,28.53,3.96,S0447,1,4,3,1,budget,1230,15,4.06
P001208,Books,28.7,4.28,S0484,0,3,3,0,mid,186,5,3.71
P001209,Clothing,68.96,4.62,S0442,1,2,6,0,budget,446,14,3.35
P001210,Home & Kitchen,163.13,3.11,S0165,1,6,6,0,mid,1715,93,2.47
P001211,Beauty,18.56,3.92,S0187,1,7,4,0,budget,398,312,3.53
P001212,Toys & Games,36.49,2.55,S0393,0,1,3,0,budget,1014,202,2.79
P001213,Books,8.3,3.96,S0465,0,0,5,0,premium,655,27,3.45
P001214,Home & Kitchen,44.98,4.8,S0304,1,2,3,0,premium,1286,109,4.78
P001215,Clothing,32.96,4.92,S0389,0,0,4,0,mid,1554,6,3.73
P001216,Books,23.78,3.31,S0222,0,0,6,0,mid,779,221,2.83
P001217,Clothing,82.84,4.06,S0429,1,6,3,0,budget,48,65,3.97
P001218,Books,32.62,3.28,S0208,1,0,6,1,mid,662,89,3.24
P001219,Beauty,16.89,2.67,S0311,0,0,7,0,budget,68,3,1.82
P001220,Electronics,336.78,3.34,S0269,1,2,3,0,budget,425,60,2.75
P001221,Electronics,180.17,3.45,S0419,1,4,6,0,mid,711,319,3.06
P001222,Clothing,37.04,2.55,S0400,1,3,6,0,mid,228,49,2.1
P001223,Health,24.84,3.7,S0420,1,5,5,0,mid,92,31,3.68
P001224,Sports & Outdoors,46.45,4.38,S0062,1,5,4,0,mid,583,25,3.95
P001225,Electronics,526.23,3.52,S0123,1,0,7,0,mid,76,14,2.73
P001226,Health,45.7,2.19,S0456,1,6,4,0,mid,480,39,2.11
P001227,Home & Kitchen,61.07,3.7,S0066,0,0,4,0,premium,237,8,3.48
P001228,Home & Kitchen,46.99,4.22,S0388,1,7,3,0,budget,974,60,3.45
P001229,Food & Grocery,95.45,3.05,S0318,1,2,7,0,mid,1444,133,2.48
P001230,Electronics,404.79,3.49,S0175,1,7,4,0,premium,1547,20,2.93
P001231,Clothing,29.2,4.13,S0019,1,7,3,0,mid,1129,55,4.13
P001232,Sports & Outdoors,55.16,2.49,S0006,0,0,3,0,mid,177,32,2.21
P001233,Clothing,39.57,2.03,S0447,1,3,4,1,mid,159,56,1.16
P001234,Beauty,30.56,3.92,S0053,0,0,6,0,premium,1352,104,3.17
P001235,Clothing,29.55,3.31,S0373,1,7,6,1,premium,1353,57,3.19
P001236,Electronics,240.72,4.35,S0073,0,3,7,0,mid,503,98,3.79
P001237,Clothing,107.55,3.92,S0199,0,6,6,1,budget,1786,65,3.16
P001238,Home & Kitchen,25.01,3.81,S0052,1,4,3,0,mid,1164,99,3.32
P001239,Electronics,94.02,2.57,S0319,0,6,7,0,budget,804,51,2.61
P001240,Electronics,138.44,2.41,S0052,0,4,4,0,budget,1140,52,2.82
P001241,Health,29.24,4.41,S0314,0,0,7,1,mid,63,80,3.95
P001242,Clothing,149.27,4.47,S0481,0,3,4,0,mid,1335,32,4.17
P001243,Home & Kitchen,100.32,4.39,S0371,0,5,3,0,premium,420,60,3.92
P001244,Electronics,326.02,4.43,S0330,1,7,4,0,budget,56,12,4.05
P001245,Home & Kitchen,46.93,4.37,S0454,1,6,5,1,budget,1136,3,3.66
P001246,Clothing,37.9,3.18,S0411,0,4,7,0,mid,32,39,3.3
P001247,Sports & Outdoors,27.2,4.34,S0367,0,6,5,1,mid,76,13,3.77
P001248,Clothing,71.93,3.56,S0282,1,7,3,0,budget,328,356,2.87
P001249,Health,51.02,3.53,S0196,1,7,3,0,budget,1719,13,2.95
P001250,Food & Grocery,47.59,3.05,S0310,1,7,6,0,budget,1765,87,2.94
P001251,Electronics,163.02,3.85,S0054,1,2,3,0,premium,774,14,3.26
P001252,Electronics,169.91,4.1,S0441,1,3,5,1,budget,634,33,4.15
P001253,Electronics,204.87,4.35,S0443,1,0,7,0,mid,785,9,4.11
P001254,Sports & Outdoors,111.0,4.01,S0131,0,1,7,0,premium,1136,8,3.87
P001255,Electronics,76.57,4.31,S0379,1,6,6,0,budget,1048,49,3.75
P001256,Health,59.1,4.0,S0348,0,2,4,1,premium,575,21,3.41
P001257,Beauty,27.66,4.82,S0427,0,3,5,0,mid,476,85,4.35
P001258,Toys & Games,16.95,4.14,S0450,0,2,3,0,mid,893,155,3.37
